Mutant,RunNum,Solved,RepairedAccuracy,MaxAccuracy,RepairAttemtpsNum,TimeSpent
reuters_change_weights_initialisation_mutated0_MP_ones_0,1,No,-,0.555555582,8,117.3659132
reuters_change_weights_initialisation_mutated0_MP_ones_0,2,No,-,0.555555582,8,117.3694549
reuters_change_weights_initialisation_mutated0_MP_ones_0,3,No,-,0.555555582,8,117.9186938
reuters_change_weights_initialisation_mutated0_MP_ones_0,4,No,-,0.555555582,8,117.606164
reuters_change_weights_initialisation_mutated0_MP_ones_0,5,No,-,0.555555582,8,117.010675
reuters_change_weights_initialisation_mutated0_MP_ones_0,6,No,-,0.555555582,8,117.1056929
reuters_change_weights_initialisation_mutated0_MP_ones_0,7,No,-,0.555555582,8,117.6542499
reuters_change_weights_initialisation_mutated0_MP_ones_0,8,No,-,0.555555582,8,118.0293248
reuters_change_weights_initialisation_mutated0_MP_ones_0,9,No,-,0.555555582,8,118.3032699
reuters_change_weights_initialisation_mutated0_MP_ones_0,10,No,-,0.555555582,8,117.835243
reuters_change_weights_initialisation_mutated0_MP_ones_0,11,No,-,0.555555582,8,117.7907972
reuters_change_weights_initialisation_mutated0_MP_ones_0,12,No,-,0.555555582,8,118.0232329
reuters_change_weights_initialisation_mutated0_MP_ones_0,13,No,-,0.555555582,8,118.2578092
reuters_change_weights_initialisation_mutated0_MP_ones_0,14,No,-,0.555555582,8,117.8624251
reuters_change_weights_initialisation_mutated0_MP_ones_0,15,No,-,0.555555582,8,117.1412747
reuters_change_weights_initialisation_mutated0_MP_ones_0,16,No,-,0.555555582,8,117.5371091
reuters_change_weights_initialisation_mutated0_MP_ones_0,17,No,-,0.555555582,8,118.1801372
reuters_change_weights_initialisation_mutated0_MP_ones_0,18,No,-,0.555555582,8,118.0449948
reuters_change_weights_initialisation_mutated0_MP_ones_0,19,No,-,0.555555582,8,117.958185
reuters_change_weights_initialisation_mutated0_MP_ones_0,20,No,-,0.555555582,8,119.5211129
reuters_change_weights_initialisation_mutated0_MP_ones_0,21,No,-,0.555555582,8,118.674495
reuters_change_weights_initialisation_mutated0_MP_ones_0,22,No,-,0.555555582,8,118.0269349
reuters_change_weights_initialisation_mutated0_MP_ones_0,23,No,-,0.555555582,8,117.8654888
reuters_change_weights_initialisation_mutated0_MP_ones_0,24,No,-,0.555555582,8,118.2118123
reuters_change_weights_initialisation_mutated0_MP_ones_0,25,No,-,0.555555582,8,118.0761218
reuters_change_weights_initialisation_mutated0_MP_ones_0,26,No,-,0.555555582,8,117.7960131
reuters_change_weights_initialisation_mutated0_MP_ones_0,27,No,-,0.555555582,8,118.1042199
reuters_change_weights_initialisation_mutated0_MP_ones_0,28,No,-,0.555555582,8,117.8381042
reuters_change_weights_initialisation_mutated0_MP_ones_0,29,No,-,0.555555582,8,118.7652111
reuters_change_weights_initialisation_mutated0_MP_ones_0,30,No,-,0.555555582,8,118.3452322
reuters_change_weights_initialisation_mutated0_MP_ones_0,31,No,-,0.555555582,8,117.7762678
reuters_change_weights_initialisation_mutated0_MP_ones_0,32,No,-,0.555555582,8,117.9937911
reuters_change_weights_initialisation_mutated0_MP_ones_0,33,No,-,0.555555582,8,118.0396709
reuters_change_weights_initialisation_mutated0_MP_ones_0,34,No,-,0.555555582,8,118.0408792
reuters_change_weights_initialisation_mutated0_MP_ones_0,35,No,-,0.555555582,8,117.911859
reuters_change_weights_initialisation_mutated0_MP_ones_0,36,No,-,0.555555582,8,118.1815538
reuters_change_weights_initialisation_mutated0_MP_ones_0,37,No,-,0.555555582,8,117.8475718
reuters_change_weights_initialisation_mutated0_MP_ones_0,38,No,-,0.555555582,8,117.678479
reuters_change_weights_initialisation_mutated0_MP_ones_0,39,No,-,0.555555582,8,120.215771
reuters_change_weights_initialisation_mutated0_MP_ones_0,40,No,-,0.555555582,8,122.1564221
reuters_change_weights_initialisation_mutated0_MP_ones_0,41,No,-,0.555555582,8,114.5306592
reuters_change_weights_initialisation_mutated0_MP_ones_0,42,No,-,0.555555582,8,121.681571
reuters_change_weights_initialisation_mutated0_MP_ones_0,43,No,-,0.555555582,8,113.2891872
reuters_change_weights_initialisation_mutated0_MP_ones_0,44,No,-,0.555555582,8,113.551661
reuters_change_weights_initialisation_mutated0_MP_ones_0,45,No,-,0.555555582,8,115.4590831
reuters_change_weights_initialisation_mutated0_MP_ones_0,46,No,-,0.555555582,8,134.651382
reuters_change_weights_initialisation_mutated0_MP_ones_0,47,No,-,0.555555582,8,115.2941022
reuters_change_weights_initialisation_mutated0_MP_ones_0,48,No,-,0.555555582,8,114.9374239
reuters_change_weights_initialisation_mutated0_MP_ones_0,49,No,-,0.555555582,8,115.3568771
origin_56380303,0,Yes,0.307500005,0.542500019,5,16.70754409
origin_56380303,1,Yes,0.307500005,0.542500019,5,15.90109992
origin_56380303,2,Yes,0.307500005,0.542500019,5,14.62512708
origin_56380303,3,Yes,0.307500005,0.542500019,5,15.69472528
origin_56380303,4,Yes,0.307500005,0.542500019,5,13.34563708
origin_56380303,5,Yes,0.307500005,0.542500019,5,15.40214801
origin_56380303,6,Yes,0.307500005,0.542500019,5,17.51701999
origin_56380303,7,Yes,0.307500005,0.542500019,5,18.47595406
origin_56380303,8,Yes,0.307500005,0.542500019,5,18.16671491
origin_56380303,9,Yes,0.307500005,0.542500019,5,16.32108283
origin_56380303,10,Yes,0.307500005,0.542500019,5,16.79610014
origin_56380303,11,Yes,0.307500005,0.542500019,5,16.40889215
origin_56380303,12,Yes,0.307500005,0.542500019,5,16.19099998
origin_56380303,13,Yes,0.307500005,0.542500019,5,16.60169721
origin_56380303,14,Yes,0.307500005,0.542500019,5,16.56532001
origin_56380303,15,Yes,0.307500005,0.542500019,5,15.47432089
origin_56380303,16,Yes,0.307500005,0.542500019,5,15.17333817
origin_56380303,17,Yes,0.307500005,0.542500019,5,15.01085806
origin_56380303,18,Yes,0.307500005,0.542500019,5,15.36008906
origin_56380303,19,Yes,0.307500005,0.542500019,5,16.84226584
origin_56380303,20,Yes,0.307500005,0.542500019,5,15.15961719
origin_56380303,21,Yes,0.307500005,0.542500019,5,17.78290796
origin_56380303,22,Yes,0.307500005,0.542500019,5,18.21870375
origin_56380303,23,Yes,0.307500005,0.542500019,5,16.31887102
origin_56380303,24,Yes,0.307500005,0.542500019,5,16.52382493
origin_56380303,25,Yes,0.307500005,0.542500019,5,17.18424106
origin_56380303,26,Yes,0.307500005,0.542500019,5,15.3354919
origin_56380303,27,Yes,0.307500005,0.542500019,5,15.98513913
origin_56380303,28,Yes,0.307500005,0.542500019,5,16.62988305
origin_56380303,29,Yes,0.307500005,0.542500019,5,19.32735682
origin_56380303,30,Yes,0.307500005,0.542500019,5,19.14825439
origin_56380303,31,Yes,0.307500005,0.542500019,5,21.74345803
origin_56380303,32,Yes,0.307500005,0.542500019,5,20.10339808
origin_56380303,33,Yes,0.307500005,0.542500019,5,17.88412619
origin_56380303,34,Yes,0.307500005,0.542500019,5,19.15332365
origin_56380303,35,Yes,0.307500005,0.542500019,5,22.21859622
origin_56380303,36,Yes,0.307500005,0.542500019,5,18.06642079
origin_56380303,37,Yes,0.307500005,0.542500019,5,17.4111712
origin_56380303,38,Yes,0.307500005,0.542500019,5,24.10209513
origin_56380303,39,Yes,0.307500005,0.542500019,5,18.29867601
origin_56380303,40,Yes,0.307500005,0.542500019,5,21.44016099
origin_56380303,41,Yes,0.307500005,0.542500019,5,16.4355309
origin_56380303,42,Yes,0.307500005,0.542500019,5,16.49706006
origin_56380303,43,Yes,0.307500005,0.542500019,5,16.13945413
origin_56380303,44,Yes,0.307500005,0.542500019,5,18.88532877
origin_56380303,45,Yes,0.307500005,0.542500019,5,14.97790694
origin_56380303,46,Yes,0.307500005,0.542500019,5,14.56072879
origin_56380303,47,Yes,0.307500005,0.542500019,5,21.06334996
origin_56380303,48,Yes,0.307500005,0.542500019,5,16.98189306
origin_56380303,49,Yes,0.307500005,0.542500019,5,14.67056394
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,0,Yes,0.691999972,0.691999972,2,498.3970978
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,1,Yes,0.726999998,0.726999998,2,499.3138125
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,2,Yes,0.709500015,0.709500015,2,500.814081
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,3,Yes,0.716000021,0.716000021,2,503.4285696
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,4,Yes,0.712000012,0.712000012,2,505.047873
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,5,Yes,0.708999991,0.708999991,2,368.7992082
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,6,Yes,0.712000012,0.712000012,2,376.3114855
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,7,Yes,0.695500016,0.695500016,2,365.6518774
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,8,Yes,0.679499984,0.679499984,1,196.973712
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,9,Yes,0.662500024,0.662500024,1,213.9155519
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,10,Yes,0.6875,0.6875,2,373.8760338
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,11,Yes,0.713,0.713,2,370.5474472
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,12,Yes,0.717999995,0.717999995,2,366.9320309
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,13,Yes,0.688000023,0.688000023,2,376.0359788
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,14,Yes,0.705500007,0.705500007,2,384.360671
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,15,Yes,0.648999989,0.648999989,1,203.3645663
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,16,Yes,0.699500024,0.699500024,2,396.0723724
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,17,Yes,0.684499979,0.684499979,2,388.5955262
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,18,Yes,0.666999996,0.666999996,1,203.2031939
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,19,Yes,0.684499979,0.684499979,1,216.1203938
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,20,Yes,0.712499976,0.712499976,2,393.7674069
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,21,Yes,0.688000023,0.688000023,2,397.2572157
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,22,Yes,0.66049999,0.66049999,1,205.0586228
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,23,Yes,0.712000012,0.712000012,2,386.9823542
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,24,Yes,0.710500002,0.710500002,2,399.1003127
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,25,Yes,0.703499973,0.703499973,2,406.6331787
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,26,Yes,0.713500023,0.713500023,2,384.1071558
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,27,Yes,0.713500023,0.713500023,2,388.1496093
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,28,Yes,0.68900001,0.68900001,1,208.8468952
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,29,Yes,0.663500011,0.663500011,2,376.1835461
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,30,Yes,0.704999983,0.704999983,2,376.8907712
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,31,Yes,0.666000009,0.666000009,1,200.5577738
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,32,Yes,0.717499971,0.717499971,2,374.241473
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,33,Yes,0.702000022,0.702000022,2,372.2180424
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,34,Yes,0.700999975,0.700999975,1,204.0353782
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,35,Yes,0.703000009,0.703000009,2,396.9853692
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,36,Yes,0.703000009,0.703000009,2,399.2005672
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,37,Yes,0.686500013,0.686500013,2,389.5935693
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,38,Yes,0.696500003,0.696500003,2,394.3852892
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,39,Yes,0.694999993,0.694999993,2,368.3811996
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,40,Yes,0.641499996,0.641499996,1,197.8208728
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,41,Yes,0.682500005,0.682500005,2,373.377003
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,42,Yes,0.673500001,0.673500001,1,201.8000898
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,43,Yes,0.666499972,0.666499972,1,195.8184869
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,44,Yes,0.690500021,0.690500021,2,372.804214
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,45,Yes,0.644999981,0.644999981,1,198.6398635
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,46,Yes,0.693499982,0.693499982,2,370.5500283
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,47,Yes,0.67750001,0.67750001,1,196.1836829
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,48,Yes,0.671000004,0.671000004,1,200.6060076
cifar10_change_activation_function_mutated0_MP_hard_sigmoid_2,49,Yes,0.693499982,0.693499982,1,196.8729234
origin_41600519,0,Not totally,0.668333352,0.683333337,8,182.117557
origin_41600519,1,Not totally,0.668333352,0.683333337,8,206.317167
origin_41600519,2,Not totally,0.668333352,0.683333337,8,246.928746
origin_41600519,3,Not totally,0.668333352,0.683333337,8,290.8485241
origin_41600519,4,Not totally,0.668333352,0.683333337,8,248.397928
origin_41600519,5,Not totally,0.668333352,0.683333337,8,165.8844826
origin_41600519,6,Not totally,0.668333352,0.683333337,8,156.2932038
origin_41600519,7,Not totally,0.668333352,0.683333337,8,159.6767321
origin_41600519,8,Not totally,0.668333352,0.683333337,8,166.227967
origin_41600519,9,Not totally,0.668333352,0.683333337,8,173.687393
origin_41600519,10,Not totally,0.668333352,0.683333337,8,173.6203072
origin_41600519,11,Not totally,0.668333352,0.683333337,8,151.927875
origin_41600519,12,Not totally,0.668333352,0.683333337,8,164.325001
origin_41600519,13,Not totally,0.668333352,0.683333337,8,175.9512751
origin_41600519,14,Not totally,0.668333352,0.683333337,8,174.317728
origin_41600519,15,Not totally,0.668333352,0.683333337,8,153.7012069
origin_41600519,16,Not totally,0.668333352,0.683333337,8,183.8465741
origin_41600519,17,Not totally,0.668333352,0.683333337,8,159.2962501
origin_41600519,18,Not totally,0.668333352,0.683333337,8,163.7344687
origin_41600519,19,Not totally,0.668333352,0.683333337,8,176.5951459
origin_41600519,20,Not totally,0.668333352,0.683333337,8,180.9350252
origin_41600519,21,Not totally,0.668333352,0.683333337,8,164.3049428
origin_41600519,22,Not totally,0.668333352,0.683333337,8,167.4078929
origin_41600519,23,Not totally,0.668333352,0.683333337,8,153.0911663
origin_41600519,24,Not totally,0.668333352,0.683333337,8,182.9324791
origin_41600519,25,Not totally,0.668333352,0.683333337,8,185.7701471
origin_41600519,26,Not totally,0.668333352,0.683333337,8,172.1177607
origin_41600519,27,Not totally,0.668333352,0.683333337,8,176.4592483
origin_41600519,28,Not totally,0.668333352,0.683333337,8,180.5642481
origin_41600519,29,Not totally,0.668333352,0.683333337,8,168.5398879
origin_41600519,30,Not totally,0.668333352,0.683333337,8,167.28104
origin_41600519,31,Not totally,0.668333352,0.683333337,8,160.883157
origin_41600519,32,Not totally,0.668333352,0.683333337,8,160.101547
origin_41600519,33,Not totally,0.668333352,0.683333337,8,170.551034
origin_41600519,34,Not totally,0.668333352,0.683333337,8,167.347255
origin_41600519,35,Not totally,0.668333352,0.683333337,8,174.2831588
origin_41600519,36,Not totally,0.668333352,0.683333337,8,158.0022731
origin_41600519,37,Not totally,0.668333352,0.683333337,8,160.9362371
origin_41600519,38,Not totally,0.668333352,0.683333337,8,172.694773
origin_41600519,39,Not totally,0.668333352,0.683333337,8,171.1810322
origin_41600519,40,Not totally,0.668333352,0.683333337,8,156.3075778
origin_41600519,41,Not totally,0.668333352,0.683333337,8,165.027833
origin_41600519,42,Not totally,0.668333352,0.683333337,8,153.8987162
origin_41600519,43,Not totally,0.668333352,0.683333337,8,166.987335
origin_41600519,44,Not totally,0.668333352,0.683333337,8,172.3216808
origin_41600519,45,Not totally,0.668333352,0.683333337,8,165.9165571
origin_41600519,46,Not totally,0.668333352,0.683333337,8,172.217557
origin_41600519,47,Not totally,0.668333352,0.683333337,8,152.1976581
origin_41600519,48,Not totally,0.668333352,0.683333337,8,171.5450041
origin_41600519,49,Not totally,0.668333352,0.683333337,8,145.1230099
reuters_change_learning_rate_mutated0_MP_False_1.0,0,Not totally,0.335555553,0.335555553,6,112.727242
reuters_change_learning_rate_mutated0_MP_False_1.0,1,Not totally,0.335555553,0.335555553,6,92.56914711
reuters_change_learning_rate_mutated0_MP_False_1.0,2,Not totally,0.335555553,0.335555553,6,94.709481
reuters_change_learning_rate_mutated0_MP_False_1.0,3,Not totally,0.335555553,0.335555553,6,112.3453712
reuters_change_learning_rate_mutated0_MP_False_1.0,4,Not totally,0.335555553,0.335555553,6,92.55502295
reuters_change_learning_rate_mutated0_MP_False_1.0,5,Not totally,0.335555553,0.335555553,6,94.32933617
reuters_change_learning_rate_mutated0_MP_False_1.0,6,Not totally,0.335555553,0.335555553,6,92.487818
reuters_change_learning_rate_mutated0_MP_False_1.0,7,Not totally,0.335555553,0.335555553,6,94.5800941
reuters_change_learning_rate_mutated0_MP_False_1.0,8,Not totally,0.335555553,0.335555553,6,93.49723411
reuters_change_learning_rate_mutated0_MP_False_1.0,9,Not totally,0.335555553,0.335555553,6,94.80579305
reuters_change_learning_rate_mutated0_MP_False_1.0,10,Not totally,0.335555553,0.335555553,6,94.40775084
reuters_change_learning_rate_mutated0_MP_False_1.0,11,Not totally,0.335555553,0.335555553,6,93.24074006
reuters_change_learning_rate_mutated0_MP_False_1.0,12,Not totally,0.335555553,0.335555553,6,93.73342395
reuters_change_learning_rate_mutated0_MP_False_1.0,13,Not totally,0.335555553,0.335555553,6,93.44823408
reuters_change_learning_rate_mutated0_MP_False_1.0,14,Not totally,0.335555553,0.335555553,6,93.64105821
reuters_change_learning_rate_mutated0_MP_False_1.0,15,Not totally,0.335555553,0.335555553,6,93.87016702
reuters_change_learning_rate_mutated0_MP_False_1.0,16,Not totally,0.335555553,0.335555553,6,93.52609611
reuters_change_learning_rate_mutated0_MP_False_1.0,17,Not totally,0.335555553,0.335555553,6,93.86706471
reuters_change_learning_rate_mutated0_MP_False_1.0,18,Not totally,0.335555553,0.335555553,6,94.49927878
reuters_change_learning_rate_mutated0_MP_False_1.0,19,Not totally,0.335555553,0.335555553,6,98.28235221
reuters_change_learning_rate_mutated0_MP_False_1.0,20,Not totally,0.335555553,0.335555553,6,93.59296107
reuters_change_learning_rate_mutated0_MP_False_1.0,21,Not totally,0.335555553,0.335555553,6,93.86700201
reuters_change_learning_rate_mutated0_MP_False_1.0,22,Not totally,0.335555553,0.335555553,6,92.01971292
reuters_change_learning_rate_mutated0_MP_False_1.0,23,Not totally,0.335555553,0.335555553,6,92.4287281
reuters_change_learning_rate_mutated0_MP_False_1.0,24,Not totally,0.335555553,0.335555553,6,93.07945609
reuters_change_learning_rate_mutated0_MP_False_1.0,25,Not totally,0.335555553,0.335555553,6,92.58489108
reuters_change_learning_rate_mutated0_MP_False_1.0,26,Not totally,0.335555553,0.335555553,6,92.05198288
reuters_change_learning_rate_mutated0_MP_False_1.0,27,Not totally,0.335555553,0.335555553,6,93.65232205
reuters_change_learning_rate_mutated0_MP_False_1.0,28,Not totally,0.335555553,0.335555553,6,94.2010498
reuters_change_learning_rate_mutated0_MP_False_1.0,29,Not totally,0.335555553,0.335555553,6,93.21042204
reuters_change_learning_rate_mutated0_MP_False_1.0,30,Not totally,0.335555553,0.335555553,6,92.87046576
reuters_change_learning_rate_mutated0_MP_False_1.0,31,Not totally,0.335555553,0.335555553,6,94.10444593
reuters_change_learning_rate_mutated0_MP_False_1.0,32,Not totally,0.335555553,0.335555553,6,94.3249011
reuters_change_learning_rate_mutated0_MP_False_1.0,33,Not totally,0.335555553,0.335555553,6,92.21360779
