trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.ki3,config.bi1,config.bi2,config.bi3,config.act1,config.act2,config.act3,config.epochs,config.unit1,config.unit2,config.layer2
bd72a7d4,0.04878048598766327,0.0,15.484182357788086,True,,,1.0,896e67df0c5f4ca58198f68ab98d599b,2022-09-20_01-15-59,1663636559.0,15.484182357788086,27977.0,b430368dd22d,172.17.0.2,15.484182357788086,0.0,1.0,0.005448579788208008,"1_act1=sigmoid,act2=sigmoid,act3=sigmoid,batch_size=50,bi1=zeros,bi2=zeros,bi3=zeros,epochs=1000,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,layer2=1,loss=mse,lr=0.0100,optimizer=sgd,unit1=8,unit2=8",mse,50.0,sgd,0.01,glorot_uniform,glorot_uniform,glorot_uniform,zeros,zeros,zeros,sigmoid,sigmoid,sigmoid,1000.0,8.0,8.0,1.0
c0054920,0.0,0.0,12.202283382415771,True,,,1.0,0f5f45f23ae44b69a951ab23fc669a59,2022-09-20_01-16-16,1663636576.0,12.202283382415771,28549.0,b430368dd22d,172.17.0.2,12.202283382415771,0.0,1.0,0.005436420440673828,"2_act1=elu,act2=elu,act3=elu,batch_size=16,bi1=zeros,bi2=zeros,bi3=zeros,epochs=353,ki1=zeros,ki2=zeros,ki3=zeros,layer2=0,loss=mean_squared_error,lr=0.0000,optimizer=sgd,unit1=4,unit2=4",mean_squared_error,16.0,sgd,9.999999974752427e-07,zeros,zeros,zeros,zeros,zeros,zeros,elu,elu,elu,353.0,4.0,4.0,0.0
c9c2df18,,,,,,,,bcbca20994f84a7b8870e526a18c2768,2022-09-20_01-16-21,1663636581.0,,28973.0,b430368dd22d,172.17.0.2,,,,,,categorical_hinge,128.0,adadelta,5.000000476837158,orthogonal,orthogonal,orthogonal,orthogonal,orthogonal,orthogonal,relu,relu,relu,458.0,8.0,8.0,1.0
d3e4ed56,0.024390242993831635,0.0,33.81757688522339,True,,,1.0,ce05637600d94fa9aad48fc543eaba39,2022-09-20_01-17-02,1663636622.0,33.81757688522339,29334.0,b430368dd22d,172.17.0.2,33.81757688522339,0.0,1.0,0.004782676696777344,"4_act1=hard_sigmoid,act2=hard_sigmoid,act3=selu,batch_size=64,bi1=glorot_uniform,bi2=glorot_uniform,bi3=glorot_uniform,epochs=2182,ki1=glorot_uniform,ki2=glorot_uniform,ki3=random_normal,layer2=2,loss=mean_squared_logarithmic_error,lr=7.5000,optimizer=adagrad,unit1=16,unit2=4",mean_squared_logarithmic_error,64.0,adagrad,7.5,glorot_uniform,glorot_uniform,random_normal,glorot_uniform,glorot_uniform,glorot_uniform,hard_sigmoid,hard_sigmoid,selu,2182.0,16.0,4.0,2.0
d8112480,0.4146341383457184,0.5454545617103577,8.608736753463745,True,,,1.0,dd21397f862d43f3b2d81bbc645ca5a7,2022-09-20_01-17-15,1663636635.0,8.608736753463745,30192.0,b430368dd22d,172.17.0.2,8.608736753463745,0.0,1.0,0.004936695098876953,"5_act1=selu,act2=selu,act3=hard_sigmoid,batch_size=256,bi1=random_normal,bi2=random_normal,bi3=random_normal,epochs=1297,ki1=random_normal,ki2=random_normal,ki3=glorot_uniform,layer2=0,loss=binary_crossentropy,lr=2.5000,optimizer=adam,unit1=4,unit2=16",binary_crossentropy,256.0,adam,2.5000007152557373,random_normal,random_normal,glorot_uniform,random_normal,random_normal,random_normal,selu,selu,hard_sigmoid,1297.0,4.0,16.0,0.0
eeb839b2,0.0,0.0,15.540138006210327,True,,,1.0,760b1f22281346b3afaf639c8c0ddd2a,2022-09-20_01-17-34,1663636654.0,15.540138006210327,30618.0,b430368dd22d,172.17.0.2,15.540138006210327,0.0,1.0,0.004446744918823242,"6_act1=exponential,act2=softsign,act3=softsign,batch_size=256,bi1=he_normal,bi2=he_normal,bi3=glorot_normal,epochs=2831,ki1=random_uniform,ki2=constant,ki3=random_uniform,layer2=1,loss=hinge,lr=3.7500,optimizer=adamax,unit1=8,unit2=16",hinge,256.0,adamax,3.750000476837158,random_uniform,constant,random_uniform,he_normal,he_normal,glorot_normal,exponential,softsign,softsign,2831.0,8.0,16.0,1.0
f6787a54,0.3658536672592163,0.4545454680919647,18.475139617919922,True,,,1.0,4f6dae46d19c4d49bc901736e4857840,2022-09-20_01-17-58,1663636678.0,18.475139617919922,31223.0,b430368dd22d,172.17.0.2,18.475139617919922,0.0,1.0,0.004782438278198242,"7_act1=softsign,act2=exponential,act3=exponential,batch_size=32,bi1=random_uniform,bi2=random_uniform,bi3=constant,epochs=770,ki1=he_normal,ki2=glorot_normal,ki3=he_normal,layer2=2,loss=kullback_leibler_divergence,lr=8.7500,optimizer=adagrad,unit1=16,unit2=8",kullback_leibler_divergence,32.0,adagrad,8.75,he_normal,glorot_normal,he_normal,random_uniform,random_uniform,constant,softsign,exponential,exponential,770.0,16.0,8.0,2.0
02642502,0.12195122241973877,0.0,6.034288644790649,True,,,1.0,d06275977b054f2cb25d795c4eba71a1,2022-09-20_01-18-08,1663636688.0,6.034288644790649,31753.0,b430368dd22d,172.17.0.2,6.034288644790649,0.0,1.0,0.004751920700073242,"8_act1=softmax,act2=tanh,act3=softmax,batch_size=512,bi1=constant,bi2=constant,bi3=random_uniform,epochs=594,ki1=glorot_normal,ki2=he_normal,ki3=constant,layer2=1,loss=mean_absolute_percentage_error,lr=6.2500,optimizer=adam,unit1=8,unit2=8",mean_absolute_percentage_error,512.0,adam,6.250000476837158,glorot_normal,he_normal,constant,constant,constant,random_uniform,softmax,tanh,softmax,594.0,8.0,8.0,1.0
101a6382,0.04878048598766327,0.0,15.758674621582031,True,,,1.0,8cbf1dc236d34321a799f3af115e9318,2022-09-20_01-18-29,1663636709.0,15.758674621582031,32116.0,b430368dd22d,172.17.0.2,15.758674621582031,0.0,1.0,0.0055408477783203125,"9_act1=tanh,act2=softmax,act3=tanh,batch_size=64,bi1=glorot_normal,bi2=glorot_normal,bi3=he_normal,epochs=1000,ki1=constant,ki2=random_uniform,ki3=glorot_normal,layer2=0,loss=categorical_crossentropy,lr=1.2500,optimizer=rmsprop,unit1=4,unit2=4",categorical_crossentropy,64.0,rmsprop,1.2500008344650269,constant,random_uniform,glorot_normal,glorot_normal,glorot_normal,he_normal,tanh,softmax,tanh,1000.0,4.0,4.0,0.0
16a90b7c,0.1463414579629898,0.09090909361839294,31.335266590118408,True,,,1.0,41f6baf319604a0496caeb3788340a2c,2022-09-20_01-19-05,1663636745.0,31.335266590118408,33457.0,b430368dd22d,172.17.0.2,31.335266590118408,0.0,1.0,0.0052645206451416016,"10_act1=sigmoid,act2=softmax,act3=exponential,batch_size=50,bi1=lecun_normal,bi2=lecun_normal,bi3=random_uniform,epochs=1682,ki1=lecun_uniform,ki2=random_uniform,ki3=truncated_normal,layer2=2,loss=squared_hinge,lr=1.8750,optimizer=adadelta,unit1=16,unit2=16",squared_hinge,50.0,adadelta,1.8750007152557373,lecun_uniform,random_uniform,truncated_normal,lecun_normal,lecun_normal,random_uniform,sigmoid,softmax,exponential,1682.0,16.0,16.0,2.0
