trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.ki3,config.bi1,config.bi2,config.bi3,config.act1,config.act2,config.act3,config.epochs,config.layer2
63d5e8ee,0.4937500059604645,0.5249999761581421,8.139036655426025,True,,,1.0,9c6b6a894f0d4632a9353412a1866338,2022-09-07_14-57-40,1662562660.0,8.139036655426025,24851.0,83e87206dee1,172.17.0.3,8.139036655426025,0.0,1.0,0.005215644836425781,"1_act1=relu,act2=relu,act3=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,layer2=1,loss=binary_crossentropy,lr=0.0010,optimizer=rmsprop",binary_crossentropy,32.0,rmsprop,0.001,glorot_uniform,glorot_uniform,glorot_uniform,zeros,zeros,zeros,relu,relu,softmax,1.0,1.0
66c2f614,0.5062500238418579,0.4749999940395355,10.316386461257935,True,,,1.0,5b6bea21e2744ee6b09a0e847743d08d,2022-09-07_14-57-56,1662562676.0,10.316386461257935,25335.0,83e87206dee1,172.17.0.3,10.316386461257935,0.0,1.0,0.005744218826293945,"2_act1=elu,act2=elu,act3=elu,batch_size=16,bi1=zeros,bi2=zeros,bi3=zeros,epochs=1,ki1=zeros,ki2=zeros,ki3=zeros,layer2=0,loss=mean_squared_error,lr=0.0000,optimizer=sgd",mean_squared_error,16.0,sgd,9.999999974752427e-07,zeros,zeros,zeros,zeros,zeros,zeros,elu,elu,elu,1.0,0.0
6c236bca,,,,,,,,bed2e3c0fdc341b28ba99b16bcbcf60d,2022-09-07_14-58-01,1662562681.0,,25843.0,83e87206dee1,172.17.0.3,,,,,,categorical_hinge,64.0,adadelta,5.000000476837158,orthogonal,orthogonal,orthogonal,orthogonal,orthogonal,orthogonal,relu,relu,relu,1.0,1.0
75149b82,0.5062500238418579,0.4749999940395355,7.615463018417358,True,,,1.0,299832e4881641e99184f9b0986f18a0,2022-09-07_14-58-18,1662562698.0,7.615463018417358,26184.0,83e87206dee1,172.17.0.3,7.615463018417358,0.0,1.0,0.00551915168762207,"4_act1=hard_sigmoid,act2=hard_sigmoid,act3=selu,batch_size=32,bi1=glorot_uniform,bi2=glorot_uniform,bi3=glorot_uniform,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=random_normal,layer2=2,loss=mean_squared_logarithmic_error,lr=7.5000,optimizer=adagrad",mean_squared_logarithmic_error,32.0,adagrad,7.5,glorot_uniform,glorot_uniform,random_normal,glorot_uniform,glorot_uniform,glorot_uniform,hard_sigmoid,hard_sigmoid,selu,1.0,2.0
7b0aff36,0.4937500059604645,0.5249999761581421,6.087145805358887,True,,,1.0,a1f765e63af14d53859d408f96c350ff,2022-09-07_14-58-30,1662562710.0,6.087145805358887,26648.0,83e87206dee1,172.17.0.3,6.087145805358887,0.0,1.0,0.004899263381958008,"5_act1=selu,act2=selu,act3=hard_sigmoid,batch_size=256,bi1=random_normal,bi2=random_normal,bi3=random_normal,epochs=1,ki1=random_normal,ki2=random_normal,ki3=glorot_uniform,layer2=0,loss=sparse_categorical_crossentropy,lr=2.5000,optimizer=adam",sparse_categorical_crossentropy,256.0,adam,2.5000007152557373,random_normal,random_normal,glorot_uniform,random_normal,random_normal,random_normal,selu,selu,hard_sigmoid,1.0,0.0
82ca6086,0.5062500238418579,0.4749999940395355,8.494716167449951,True,,,1.0,5efde8fdc7e94ebd9e6d5acaf4dc37ee,2022-09-07_14-58-43,1662562723.0,8.494716167449951,27101.0,83e87206dee1,172.17.0.3,8.494716167449951,0.0,1.0,0.005860090255737305,"6_act1=exponential,act2=softsign,act3=softsign,batch_size=128,bi1=he_normal,bi2=he_normal,bi3=glorot_normal,epochs=1,ki1=random_uniform,ki2=constant,ki3=random_uniform,layer2=1,loss=squared_hinge,lr=3.7500,optimizer=adamax",squared_hinge,128.0,adamax,3.750000476837158,random_uniform,constant,random_uniform,he_normal,he_normal,glorot_normal,exponential,softsign,softsign,1.0,1.0
895924fa,0.5062500238418579,0.4749999940395355,9.03670358657837,True,,,1.0,65777f59cfb04f0397f3138d87865703,2022-09-07_14-58-58,1662562738.0,9.03670358657837,27825.0,83e87206dee1,172.17.0.3,9.03670358657837,0.0,1.0,0.005564689636230469,"7_act1=softsign,act2=exponential,act3=exponential,batch_size=32,bi1=random_uniform,bi2=random_uniform,bi3=constant,epochs=1,ki1=he_normal,ki2=glorot_normal,ki3=he_normal,layer2=2,loss=binary_crossentropy,lr=8.7500,optimizer=adagrad",binary_crossentropy,32.0,adagrad,8.75,he_normal,glorot_normal,he_normal,random_uniform,random_uniform,constant,softsign,exponential,exponential,1.0,2.0
91b172f6,0.4937500059604645,0.5249999761581421,6.3184285163879395,True,,,1.0,2431ffb3d140468cb07d33276e9a066d,2022-09-07_14-59-09,1662562749.0,6.3184285163879395,28368.0,83e87206dee1,172.17.0.3,6.3184285163879395,0.0,1.0,0.005600690841674805,"8_act1=softmax,act2=tanh,act3=softmax,batch_size=256,bi1=constant,bi2=constant,bi3=random_uniform,epochs=1,ki1=glorot_normal,ki2=he_normal,ki3=constant,layer2=1,loss=mean_absolute_percentage_error,lr=6.2500,optimizer=adam",mean_absolute_percentage_error,256.0,adam,6.250000476837158,glorot_normal,he_normal,constant,constant,constant,random_uniform,softmax,tanh,softmax,1.0,1.0
9a0a3c80,0.4937500059604645,0.5249999761581421,7.587499618530273,True,,,1.0,2fb2a29820f544c6ace7475bc020538e,2022-09-07_14-59-21,1662562761.0,7.587499618530273,28979.0,83e87206dee1,172.17.0.3,7.587499618530273,0.0,1.0,0.00532984733581543,"9_act1=tanh,act2=softmax,act3=tanh,batch_size=64,bi1=glorot_normal,bi2=glorot_normal,bi3=he_normal,epochs=1,ki1=constant,ki2=random_uniform,ki3=glorot_normal,layer2=0,loss=categorical_crossentropy,lr=1.2500,optimizer=rmsprop",categorical_crossentropy,64.0,rmsprop,1.2500008344650269,constant,random_uniform,glorot_normal,glorot_normal,glorot_normal,he_normal,tanh,softmax,tanh,1.0,0.0
a0987ee0,0.4937500059604645,0.5249999761581421,6.1632843017578125,True,,,1.0,6023c81ac68f42aaa9f89763dd0115b1,2022-09-07_14-59-33,1662562773.0,6.1632843017578125,29478.0,83e87206dee1,172.17.0.3,6.1632843017578125,0.0,1.0,0.005538225173950195,"10_act1=sigmoid,act2=softmax,act3=exponential,batch_size=512,bi1=lecun_normal,bi2=lecun_normal,bi3=random_uniform,epochs=1,ki1=lecun_uniform,ki2=random_uniform,ki3=truncated_normal,layer2=2,loss=squared_hinge,lr=1.8750,optimizer=adadelta",squared_hinge,512.0,adadelta,1.8750007152557373,lecun_uniform,random_uniform,truncated_normal,lecun_normal,lecun_normal,random_uniform,sigmoid,softmax,exponential,1.0,2.0
