trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.ki3,config.ki4,config.bi1,config.bi2,config.bi3,config.bi4,config.act1,config.act2,config.act3,config.act4,config.epochs,config.unit2,config.unit3,config.layer2,config.layer3
bd2a7_00000,0.46791666746139526,0.4516666531562805,24.273432731628418,True,,,1.0,3e434b75cfc64f6fb8cb638d45abcbc0,2022-09-19_09-45-34,1663580734.0,24.273432731628418,38673.0,b430368dd22d,172.17.0.2,24.273432731628418,0.0,1.0,0.0062351226806640625,0,binary_crossentropy,1.0,rmsprop,0.001,glorot_uniform,glorot_uniform,glorot_uniform,glorot_uniform,zeros,zeros,zeros,zeros,relu,relu,relu,sigmoid,1.0,400.0,100.0,1.0,1.0
bd2a7_00001,0.3295833468437195,0.33500000834465027,5.508650064468384,True,,,1.0,4d455dc84090455b82f279b066518c72,2022-09-19_09-45-44,1663580744.0,5.508650064468384,39563.0,b430368dd22d,172.17.0.2,5.508650064468384,0.0,1.0,0.006730794906616211,"1_act1=linear,act2=selu,act3=softplus,act4=relu,batch_size=64,bi1=ones,bi2=glorot_normal,bi3=glorot_uniform,bi4=random_uniform,epochs=2,ki1=random_uniform,ki2=glorot_uniform,ki3=he_uniform,ki4=orthogonal,layer2=1,layer3=1,loss=mean_absolute_percentage_error,lr=9.2315,optimizer=adam,unit2=200,unit3=100",mean_absolute_percentage_error,64.0,adam,9.231480628783487,random_uniform,glorot_uniform,he_uniform,orthogonal,ones,glorot_normal,glorot_uniform,random_uniform,linear,selu,softplus,relu,2.0,200.0,100.0,1.0,1.0
bd2a7_00002,,,,,,,,3b4141b78f3040a88d16c0041bd1c406,2022-09-19_09-45-49,1663580749.0,,39946.0,b430368dd22d,172.17.0.2,,,,,,categorical_crossentropy,1.0,adadelta,2.1359486064371622,he_normal,ones,truncated_normal,random_normal,random_normal,random_uniform,glorot_normal,orthogonal,hard_sigmoid,tanh,hard_sigmoid,selu,1.0,800.0,100.0,1.0,2.0
bd2a7_00003,0.3295833468437195,0.33500000834465027,7.531372308731079,True,,,1.0,94b08db259064d7aaf31d6f0b4d77259,2022-09-19_09-46-05,1663580765.0,7.531372308731079,40342.0,b430368dd22d,172.17.0.2,7.531372308731079,0.0,1.0,0.004756450653076172,"3_act1=selu,act2=elu,act3=relu,act4=softplus,batch_size=16,bi1=ones,bi2=lecun_normal,bi3=glorot_normal,bi4=random_uniform,epochs=2,ki1=ones,ki2=orthogonal,ki3=random_normal,ki4=glorot_normal,layer2=1,layer3=2,loss=sparse_categorical_crossentropy,lr=3.3254,optimizer=adadelta,unit2=200,unit3=100",sparse_categorical_crossentropy,16.0,adadelta,3.3254090374270073,ones,orthogonal,random_normal,glorot_normal,ones,lecun_normal,glorot_normal,random_uniform,selu,elu,relu,softplus,2.0,200.0,100.0,1.0,2.0
bd2a7_00004,0.3295833468437195,0.33500000834465027,7.097034692764282,True,,,1.0,1b924d3c9b8f43d0988aa097cfb43d8c,2022-09-19_09-46-18,1663580778.0,7.097034692764282,40732.0,b430368dd22d,172.17.0.2,7.097034692764282,0.0,1.0,0.005408048629760742,"4_act1=hard_sigmoid,act2=tanh,act3=selu,act4=selu,batch_size=16,bi1=truncated_normal,bi2=he_uniform,bi3=he_normal,bi4=constant,epochs=2,ki1=ones,ki2=zeros,ki3=lecun_uniform,ki4=he_uniform,layer2=1,layer3=0,loss=poisson,lr=5.9796,optimizer=adadelta,unit2=400,unit3=100",poisson,16.0,adadelta,5.979637247046126,ones,zeros,lecun_uniform,he_uniform,truncated_normal,he_uniform,he_normal,constant,hard_sigmoid,tanh,selu,selu,2.0,400.0,100.0,1.0,0.0
bd2a7_00005,0.3295833468437195,0.33500000834465027,27.206839084625244,True,,,1.0,1f8cc24c42104bd6969276ca1e30e5d9,2022-09-19_09-46-50,1663580810.0,27.206839084625244,499.0,b430368dd22d,172.17.0.2,27.206839084625244,0.0,1.0,0.004624843597412109,"5_act1=softmax,act2=softplus,act3=selu,act4=sigmoid,batch_size=1,bi1=glorot_normal,bi2=glorot_uniform,bi3=orthogonal,bi4=truncated_normal,epochs=1,ki1=truncated_normal,ki2=constant,ki3=constant,ki4=lecun_normal,layer2=1,layer3=0,loss=sparse_categorical_crossentropy,lr=9.1465,optimizer=nadam,unit2=400,unit3=100",sparse_categorical_crossentropy,1.0,nadam,9.146470400351152,truncated_normal,constant,constant,lecun_normal,glorot_normal,glorot_uniform,orthogonal,truncated_normal,softmax,softplus,selu,sigmoid,1.0,400.0,100.0,1.0,0.0
bd2a7_00006,0.37458333373069763,0.4000000059604645,6.898688316345215,True,,,1.0,d3de6d1f81e64232808216c0568771e2,2022-09-19_09-47-01,1663580821.0,6.898688316345215,1396.0,b430368dd22d,172.17.0.2,6.898688316345215,0.0,1.0,0.005022525787353516,"6_act1=softsign,act2=relu,act3=elu,act4=softsign,batch_size=32,bi1=lecun_normal,bi2=random_uniform,bi3=ones,bi4=glorot_normal,epochs=1,ki1=random_normal,ki2=random_uniform,ki3=constant,ki4=ones,layer2=1,layer3=2,loss=hinge,lr=2.8838,optimizer=rmsprop,unit2=200,unit3=100",hinge,32.0,rmsprop,2.8837965684058053,random_normal,random_uniform,constant,ones,lecun_normal,random_uniform,ones,glorot_normal,softsign,relu,elu,softsign,1.0,200.0,100.0,1.0,2.0
bd2a7_00007,0.6704166531562805,0.6650000214576721,4.827491760253906,True,,,1.0,f4433076049542ec866558405a96dd09,2022-09-19_09-47-11,1663580831.0,4.827491760253906,1787.0,b430368dd22d,172.17.0.2,4.827491760253906,0.0,1.0,0.00504302978515625,"7_act1=selu,act2=exponential,act3=elu,act4=softmax,batch_size=256,bi1=lecun_normal,bi2=ones,bi3=truncated_normal,bi4=random_uniform,epochs=1,ki1=constant,ki2=glorot_uniform,ki3=lecun_uniform,ki4=lecun_uniform,layer2=1,layer3=0,loss=hinge,lr=1.6506,optimizer=sgd,unit2=800,unit3=100",hinge,256.0,sgd,1.6506430695984713,constant,glorot_uniform,lecun_uniform,lecun_uniform,lecun_normal,ones,truncated_normal,random_uniform,selu,exponential,elu,softmax,1.0,800.0,100.0,1.0,0.0
bd2a7_00008,0.6704166531562805,0.6650000214576721,6.858119249343872,True,,,1.0,112bd43c25764ef394149b9084dcba9a,2022-09-19_09-47-24,1663580844.0,6.858119249343872,2167.0,b430368dd22d,172.17.0.2,6.858119249343872,0.0,1.0,0.004711627960205078,"8_act1=elu,act2=relu,act3=hard_sigmoid,act4=relu,batch_size=64,bi1=glorot_uniform,bi2=lecun_normal,bi3=random_normal,bi4=lecun_uniform,epochs=2,ki1=he_uniform,ki2=lecun_uniform,ki3=lecun_uniform,ki4=he_uniform,layer2=1,layer3=2,loss=categorical_crossentropy,lr=1.7202,optimizer=nadam,unit2=200,unit3=100",categorical_crossentropy,64.0,nadam,1.7201839424043373,he_uniform,lecun_uniform,lecun_uniform,he_uniform,glorot_uniform,lecun_normal,random_normal,lecun_uniform,elu,relu,hard_sigmoid,relu,2.0,200.0,100.0,1.0,2.0
bd2a7_00009,0.3295833468437195,0.33500000834465027,5.68418288230896,True,,,1.0,5352effaba6443f2ae079a77c6167b86,2022-09-19_09-47-34,1663580854.0,5.68418288230896,2574.0,b430368dd22d,172.17.0.2,5.68418288230896,0.0,1.0,0.00606846809387207,"9_act1=selu,act2=softplus,act3=softsign,act4=softplus,batch_size=64,bi1=zeros,bi2=random_uniform,bi3=ones,bi4=random_normal,epochs=2,ki1=orthogonal,ki2=constant,ki3=zeros,ki4=zeros,layer2=1,layer3=0,loss=mean_absolute_percentage_error,lr=2.0002,optimizer=adamax,unit2=800,unit3=100",mean_absolute_percentage_error,64.0,adamax,2.000230815373144,orthogonal,constant,zeros,zeros,zeros,random_uniform,ones,random_normal,selu,softplus,softsign,softplus,2.0,800.0,100.0,1.0,0.0
