trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.ki3,config.bi1,config.bi2,config.bi3,config.act1,config.act2,config.act3,config.epochs,config.layer2
48881_00000,0.4937500059604645,0.5249999761581421,8.0818190574646,True,,,1.0,9b95b5bc75b04c889e5e215cc51989ca,2022-09-07_13-45-20,1662558320.0,8.0818190574646,18731.0,83e87206dee1,172.17.0.3,8.0818190574646,0.0,1.0,0.005331754684448242,0,binary_crossentropy,32.0,rmsprop,0.001,glorot_uniform,glorot_uniform,glorot_uniform,zeros,zeros,zeros,relu,relu,softmax,1.0,1.0
48881_00001,0.5062500238418579,0.4749999940395355,8.723525762557983,True,,,1.0,36399aea1b0a435c9e0ad7c4611bcb5b,2022-09-07_13-45-33,1662558333.0,8.723525762557983,19318.0,83e87206dee1,172.17.0.3,8.723525762557983,0.0,1.0,0.00479888916015625,"1_act1=exponential,act2=selu,act3=exponential,batch_size=128,bi1=truncated_normal,bi2=random_normal,bi3=ones,epochs=1,ki1=glorot_normal,ki2=constant,ki3=random_normal,layer2=0,loss=mean_absolute_percentage_error,lr=8.3605,optimizer=nadam",mean_absolute_percentage_error,128.0,nadam,8.36051730937116,glorot_normal,constant,random_normal,truncated_normal,random_normal,ones,exponential,selu,exponential,1.0,0.0
48881_00002,0.5062500238418579,0.4749999940395355,6.309459209442139,True,,,1.0,060034b137c44e63ac875adfe0c74d07,2022-09-07_13-45-44,1662558344.0,6.309459209442139,19906.0,83e87206dee1,172.17.0.3,6.309459209442139,0.0,1.0,0.004942178726196289,"2_act1=tanh,act2=softplus,act3=tanh,batch_size=512,bi1=glorot_uniform,bi2=lecun_normal,bi3=zeros,epochs=1,ki1=zeros,ki2=lecun_normal,ki3=he_uniform,layer2=2,loss=categorical_crossentropy,lr=6.8418,optimizer=adadelta",categorical_crossentropy,512.0,adadelta,6.841751518066481,zeros,lecun_normal,he_uniform,glorot_uniform,lecun_normal,zeros,tanh,softplus,tanh,1.0,2.0
48881_00003,0.4937500059604645,0.5249999761581421,7.559762716293335,True,,,1.0,e2955b2233a143faba8903e5ba84babc,2022-09-07_13-45-57,1662558357.0,7.559762716293335,20551.0,83e87206dee1,172.17.0.3,7.559762716293335,0.0,1.0,0.005065441131591797,"3_act1=relu,act2=relu,act3=softmax,batch_size=64,bi1=random_uniform,bi2=glorot_normal,bi3=lecun_uniform,epochs=2,ki1=truncated_normal,ki2=he_uniform,ki3=lecun_normal,layer2=0,loss=hinge,lr=2.4588,optimizer=adadelta",hinge,64.0,adadelta,2.4588182463189545,truncated_normal,he_uniform,lecun_normal,random_uniform,glorot_normal,lecun_uniform,relu,relu,softmax,2.0,0.0
48881_00004,0.5062500238418579,0.4749999940395355,7.811564207077026,True,,,1.0,fdfb122aa7544dcc8da9b50bc88f5505,2022-09-07_13-46-10,1662558370.0,7.811564207077026,21058.0,83e87206dee1,172.17.0.3,7.811564207077026,0.0,1.0,0.005105495452880859,"4_act1=linear,act2=exponential,act3=relu,batch_size=32,bi1=glorot_uniform,bi2=constant,bi3=random_uniform,epochs=1,ki1=he_uniform,ki2=he_uniform,ki3=glorot_normal,layer2=0,loss=mean_squared_error,lr=3.4493,optimizer=sgd",mean_squared_error,32.0,sgd,3.4493366603044673,he_uniform,he_uniform,glorot_normal,glorot_uniform,constant,random_uniform,linear,exponential,relu,1.0,0.0
48881_00005,0.5062500238418579,0.4749999940395355,10.640543460845947,True,,,1.0,54d6a27537794698931dfe364f403f33,2022-09-07_13-46-26,1662558386.0,10.640543460845947,21653.0,83e87206dee1,172.17.0.3,10.640543460845947,0.0,1.0,0.00714564323425293,"5_act1=softplus,act2=selu,act3=sigmoid,batch_size=32,bi1=lecun_uniform,bi2=lecun_normal,bi3=constant,epochs=1,ki1=zeros,ki2=ones,ki3=zeros,layer2=0,loss=hinge,lr=6.6539,optimizer=adam",hinge,32.0,adam,6.6538823729627055,zeros,ones,zeros,lecun_uniform,lecun_normal,constant,softplus,selu,sigmoid,1.0,0.0
48881_00006,0.5062500238418579,0.4749999940395355,8.955802202224731,True,,,1.0,de361fd718ed4407b3ca53bd9bf4a0ee,2022-09-07_13-46-40,1662558400.0,8.955802202224731,22494.0,83e87206dee1,172.17.0.3,8.955802202224731,0.0,1.0,0.00611567497253418,"6_act1=selu,act2=elu,act3=exponential,batch_size=32,bi1=lecun_uniform,bi2=lecun_normal,bi3=random_normal,epochs=1,ki1=random_normal,ki2=glorot_uniform,ki3=random_normal,layer2=0,loss=mean_absolute_error,lr=5.3750,optimizer=rmsprop",mean_absolute_error,32.0,rmsprop,5.3749644269178996,random_normal,glorot_uniform,random_normal,lecun_uniform,lecun_normal,random_normal,selu,elu,exponential,1.0,0.0
48881_00007,0.5062500238418579,0.4749999940395355,10.548418521881104,True,,,1.0,04e69019127f453cbdb53553ff2c5c56,2022-09-07_13-46-56,1662558416.0,10.548418521881104,23130.0,83e87206dee1,172.17.0.3,10.548418521881104,0.0,1.0,0.005270481109619141,"7_act1=hard_sigmoid,act2=elu,act3=exponential,batch_size=32,bi1=lecun_uniform,bi2=truncated_normal,bi3=random_normal,epochs=1,ki1=glorot_normal,ki2=ones,ki3=he_uniform,layer2=0,loss=logcosh,lr=6.1225,optimizer=rmsprop",logcosh,32.0,rmsprop,6.122549895841199,glorot_normal,ones,he_uniform,lecun_uniform,truncated_normal,random_normal,hard_sigmoid,elu,exponential,1.0,0.0
48881_00008,,,,,,,,f81dd794bbd447958b53b1f4edaad691,2022-09-07_13-47-01,1662558421.0,,23736.0,83e87206dee1,172.17.0.3,,,,,,categorical_hinge,16.0,adam,7.518988976713816,he_uniform,constant,zeros,truncated_normal,constant,truncated_normal,tanh,hard_sigmoid,selu,1.0,1.0
48881_00009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48881_00034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
