trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.ki3,config.ki4,config.bi1,config.bi2,config.bi3,config.bi4,config.act1,config.act2,config.act3,config.act4,config.epochs,config.unit3,config.layer3
b6a6ff9c,0.4545454680919647,0.6666666865348816,8.676036357879639,True,,,1.0,d94d497de5424cdc9b3a536b2add787a,2022-09-08_12-14-10,1662639250.0,8.676036357879639,24475.0,83e87206dee1,172.17.0.3,8.676036357879639,0.0,1.0,0.00486302375793457,"1_act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=binary_crossentropy,lr=0.1000,optimizer=sgd_custom,unit3=128",binary_crossentropy,32.0,sgd_custom,0.1,glorot_uniform,glorot_uniform,glorot_uniform,glorot_uniform,zeros,zeros,zeros,zeros,relu,relu,relu,softmax,10.0,128.0,1.0
b9b28648,0.4545454680919647,0.6666666865348816,8.998198509216309,True,,,1.0,c4b2f13f67df491382085ace8edde97f,2022-09-08_12-14-24,1662639264.0,8.998198509216309,25084.0,83e87206dee1,172.17.0.3,8.998198509216309,0.0,1.0,0.005348682403564453,"2_act1=elu,act2=elu,act3=elu,act4=softmax,batch_size=16,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=6,ki1=glorot_uniform,ki2=zeros,ki3=zeros,ki4=zeros,layer3=0,loss=mean_squared_error,lr=0.0000,optimizer=sgd,unit3=64",mean_squared_error,16.0,sgd,9.999999974752427e-07,glorot_uniform,zeros,zeros,zeros,zeros,zeros,zeros,zeros,elu,elu,elu,softmax,6.0,64.0,0.0
beefe2c2,,,,,,,,bc372d9f980b49f88d35f4fd0ca59460,2022-09-08_12-14-29,1662639269.0,,25942.0,83e87206dee1,172.17.0.3,,,,,,categorical_hinge,64.0,adam,5.000000476837158,glorot_uniform,orthogonal,orthogonal,orthogonal,orthogonal,orthogonal,orthogonal,orthogonal,relu,relu,relu,softmax,10.0,128.0,1.0
c7488d48,0.5454545617103577,0.3333333432674408,9.813170194625854,True,,,1.0,a315087c038e4ea7b97e160b56c51033,2022-09-08_12-14-48,1662639288.0,9.813170194625854,26430.0,83e87206dee1,172.17.0.3,9.813170194625854,0.0,1.0,0.0050411224365234375,"4_act1=selu,act2=selu,act3=hard_sigmoid,act4=softmax,batch_size=32,bi1=glorot_uniform,bi2=glorot_uniform,bi3=glorot_uniform,bi4=glorot_uniform,epochs=12,ki1=glorot_uniform,ki2=glorot_uniform,ki3=random_normal,ki4=glorot_uniform,layer3=2,loss=mean_squared_logarithmic_error,lr=7.5000,optimizer=adagrad,unit3=64",mean_squared_logarithmic_error,32.0,adagrad,7.5,glorot_uniform,glorot_uniform,random_normal,glorot_uniform,glorot_uniform,glorot_uniform,glorot_uniform,glorot_uniform,selu,selu,hard_sigmoid,softmax,12.0,64.0,2.0
cca616fc,,,,,,,,226bb2b13c024a0fa384429218e5d5be,2022-09-08_12-14-53,1662639293.0,,27001.0,83e87206dee1,172.17.0.3,,,,,,sparse_categorical_crossentropy,256.0,adamax,2.5000007152557373,glorot_uniform,random_normal,glorot_uniform,random_normal,random_normal,random_normal,random_normal,random_normal,hard_sigmoid,hard_sigmoid,selu,softmax,8.0,256.0,0.0
d597a6cc,0.4545454680919647,0.6666666865348816,14.231821775436401,True,,,1.0,abc01a3f691b463eb8e3d153a48fe5d0,2022-09-08_12-15-20,1662639320.0,14.231821775436401,27705.0,83e87206dee1,172.17.0.3,14.231821775436401,0.0,1.0,0.004946470260620117,"6_act1=softsign,act2=tanh,act3=softsign,act4=softmax,batch_size=128,bi1=he_normal,bi2=glorot_normal,bi3=he_normal,bi4=random_uniform,epochs=9,ki1=glorot_uniform,ki2=constant,ki3=random_uniform,ki4=he_normal,layer3=2,loss=squared_hinge,lr=3.7500,optimizer=nadam,unit3=256",squared_hinge,128.0,nadam,3.750000476837158,glorot_uniform,constant,random_uniform,he_normal,he_normal,glorot_normal,he_normal,random_uniform,softsign,tanh,softsign,softmax,9.0,256.0,2.0
dd56bbdc,0.4545454680919647,0.6666666865348816,9.448812007904053,True,,,1.0,a169da7086d74fbdaf609c7b22faeb5b,2022-09-08_12-15-35,1662639335.0,9.448812007904053,29476.0,83e87206dee1,172.17.0.3,9.448812007904053,0.0,1.0,0.00487065315246582,"7_act1=exponential,act2=softmax,act3=exponential,act4=softmax,batch_size=32,bi1=random_uniform,bi2=constant,bi3=random_uniform,bi4=he_normal,epochs=13,ki1=glorot_uniform,ki2=glorot_normal,ki3=he_normal,ki4=random_uniform,layer3=1,loss=binary_crossentropy,lr=8.7500,optimizer=adadelta,unit3=128",binary_crossentropy,32.0,adadelta,8.75,glorot_uniform,glorot_normal,he_normal,random_uniform,random_uniform,constant,random_uniform,he_normal,exponential,softmax,exponential,softmax,13.0,128.0,1.0
e8aa3dba,0.4545454680919647,0.6666666865348816,11.11124300956726,True,,,1.0,f64866ef02b1459cb7be16d09386a1a0,2022-09-08_12-15-51,1662639351.0,11.11124300956726,30639.0,83e87206dee1,172.17.0.3,11.11124300956726,0.0,1.0,0.00474238395690918,"8_act1=softmax,act2=exponential,act3=tanh,act4=softmax,batch_size=256,bi1=constant,bi2=random_uniform,bi3=constant,bi4=glorot_normal,epochs=11,ki1=glorot_uniform,ki2=he_normal,ki3=constant,ki4=constant,layer3=0,loss=mean_absolute_percentage_error,lr=6.2500,optimizer=adam,unit3=128",mean_absolute_percentage_error,256.0,adam,6.250000476837158,glorot_uniform,he_normal,constant,constant,constant,random_uniform,constant,glorot_normal,softmax,exponential,tanh,softmax,11.0,128.0,0.0
f19b8014,0.4545454680919647,0.6666666865348816,6.154397964477539,True,,,1.0,d139b9059648453abf5aa9fe7b8dda1d,2022-09-08_12-16-02,1662639362.0,6.154397964477539,31489.0,83e87206dee1,172.17.0.3,6.154397964477539,0.0,1.0,0.00496220588684082,"9_act1=tanh,act2=softsign,act3=softmax,act4=softmax,batch_size=64,bi1=glorot_normal,bi2=he_normal,bi3=glorot_normal,bi4=constant,epochs=7,ki1=glorot_uniform,ki2=random_uniform,ki3=glorot_normal,ki4=glorot_normal,layer3=1,loss=categorical_crossentropy,lr=1.2500,optimizer=rmsprop,unit3=64",categorical_crossentropy,64.0,rmsprop,1.2500008344650269,glorot_uniform,random_uniform,glorot_normal,glorot_normal,glorot_normal,he_normal,glorot_normal,constant,tanh,softsign,softmax,softmax,7.0,64.0,1.0
fb252c84,1.0,1.0,9.555193424224854,True,,,1.0,22a78312ad9c4541aff2023ff41c3d1b,2022-09-08_12-16-18,1662639378.0,9.555193424224854,32164.0,83e87206dee1,172.17.0.3,9.555193424224854,0.0,1.0,0.0046617984771728516,"10_act1=exponential,act2=exponential,act3=hard_sigmoid,act4=softmax,batch_size=512,bi1=lecun_normal,bi2=random_uniform,bi3=glorot_normal,bi4=ones,epochs=12,ki1=glorot_uniform,ki2=random_uniform,ki3=truncated_normal,ki4=lecun_normal,layer3=2,loss=squared_hinge,lr=1.8750,optimizer=adadelta,unit3=256",squared_hinge,512.0,adadelta,1.8750007152557373,glorot_uniform,random_uniform,truncated_normal,lecun_normal,lecun_normal,random_uniform,glorot_normal,ones,exponential,exponential,hard_sigmoid,softmax,12.0,256.0,2.0
