trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.ki3,config.bi1,config.bi2,config.bi3,config.act1,config.act2,config.act3,config.epochs,config.unit1,config.unit2,config.layer2
2d623_00000,0.17073170840740204,0.1818181872367859,19.22066617012024,True,,,1.0,44ba216a3a2047d283323652257500f3,2022-09-08_12-53-28,1662641608.0,19.22066617012024,34793.0,83e87206dee1,172.17.0.3,19.22066617012024,0.0,1.0,0.005098104476928711,0,mse,50.0,sgd,0.01,glorot_uniform,glorot_uniform,glorot_uniform,zeros,zeros,zeros,sigmoid,sigmoid,sigmoid,1000.0,8.0,8.0,1.0
2d623_00001,,,,,,,,e3fe908d4f684e7b9413a9e6c4eccec9,2022-09-08_12-53-33,1662641613.0,,36933.0,83e87206dee1,172.17.0.3,,,,,,mean_absolute_error,32.0,adam,6.8529804758607185,random_normal,he_normal,ones,constant,orthogonal,lecun_uniform,relu,linear,softsign,773.0,16.0,16.0,1.0
2d623_00002,0.17073170840740204,0.27272728085517883,28.175660610198975,True,,,1.0,2095ddf78ea24ad8999772817c1fe6fe,2022-09-08_12-54-10,1662641650.0,28.175660610198975,37423.0,83e87206dee1,172.17.0.3,28.175660610198975,0.0,1.0,0.004586696624755859,"2_act1=sigmoid,act2=elu,act3=softsign,batch_size=50,bi1=lecun_uniform,bi2=glorot_uniform,bi3=glorot_uniform,epochs=1671,ki1=lecun_normal,ki2=glorot_normal,ki3=random_uniform,layer2=1,loss=mean_absolute_percentage_error,lr=0.9376,optimizer=adam,unit1=4,unit2=16",mean_absolute_percentage_error,50.0,adam,0.9375701126986458,lecun_normal,glorot_normal,random_uniform,lecun_uniform,glorot_uniform,glorot_uniform,sigmoid,elu,softsign,1671.0,4.0,16.0,1.0
2d623_00003,0.09756097197532654,0.3636363744735718,17.938340663909912,True,,,1.0,bfe872808dfb4004b65b30b4f26f858f,2022-09-08_12-54-34,1662641674.0,17.938340663909912,39193.0,83e87206dee1,172.17.0.3,17.938340663909912,0.0,1.0,0.005538463592529297,"3_act1=hard_sigmoid,act2=softplus,act3=softplus,batch_size=64,bi1=ones,bi2=glorot_normal,bi3=he_uniform,epochs=1293,ki1=orthogonal,ki2=he_normal,ki3=he_normal,layer2=1,loss=mean_absolute_error,lr=5.5508,optimizer=sgd,unit1=8,unit2=8",mean_absolute_error,64.0,sgd,5.5508499379379135,orthogonal,he_normal,he_normal,ones,glorot_normal,he_uniform,hard_sigmoid,softplus,softplus,1293.0,8.0,8.0,1.0
2d623_00004,0.09756097197532654,0.09090909361839294,19.21977972984314,True,,,1.0,b2c4a87512e242468d7257e925ea7092,2022-09-08_12-54-58,1662641698.0,19.21977972984314,40945.0,83e87206dee1,172.17.0.3,19.21977972984314,0.0,1.0,0.0046193599700927734,"4_act1=selu,act2=tanh,act3=relu,batch_size=128,bi1=glorot_normal,bi2=random_normal,bi3=he_normal,epochs=2161,ki1=glorot_normal,ki2=ones,ki3=random_uniform,layer2=1,loss=hinge,lr=0.1103,optimizer=sgd,unit1=16,unit2=4",hinge,128.0,sgd,0.11031713159304368,glorot_normal,ones,random_uniform,glorot_normal,random_normal,he_normal,selu,tanh,relu,2161.0,16.0,4.0,1.0
2d623_00005,0.6341463327407837,0.4545454680919647,37.775739431381226,True,,,1.0,8971c8d09d644b689d86f3c9a7cafa71,2022-09-08_12-55-41,1662641741.0,37.775739431381226,1579.0,83e87206dee1,172.17.0.3,37.775739431381226,0.0,1.0,0.004553079605102539,"5_act1=relu,act2=softsign,act3=relu,batch_size=50,bi1=constant,bi2=glorot_uniform,bi3=random_uniform,epochs=2161,ki1=glorot_uniform,ki2=lecun_uniform,ki3=truncated_normal,layer2=1,loss=mean_squared_logarithmic_error,lr=6.4337,optimizer=adam,unit1=16,unit2=4",mean_squared_logarithmic_error,50.0,adam,6.433652155752664,glorot_uniform,lecun_uniform,truncated_normal,constant,glorot_uniform,random_uniform,relu,softsign,relu,2161.0,16.0,4.0,1.0
2d623_00006,,,,,,,,520b3869ca704cd895b3218ca7912bac,2022-09-08_12-55-46,1662641746.0,,4215.0,83e87206dee1,172.17.0.3,,,,,,hinge,512.0,adadelta,1.8131936179357724,he_uniform,random_normal,zeros,orthogonal,orthogonal,random_normal,selu,sigmoid,softsign,462.0,8.0,8.0,1.0
2d623_00007,0.1463414579629898,0.09090909361839294,22.731574535369873,True,,,1.0,a06fa37d88d34aef99890f237530e657,2022-09-08_12-56-16,1662641776.0,22.731574535369873,4663.0,83e87206dee1,172.17.0.3,22.731574535369873,0.0,1.0,0.005689859390258789,"7_act1=exponential,act2=relu,act3=softsign,batch_size=64,bi1=truncated_normal,bi2=lecun_uniform,bi3=he_uniform,epochs=1000,ki1=constant,ki2=zeros,ki3=constant,layer2=1,loss=mean_absolute_error,lr=0.2293,optimizer=nadam,unit1=16,unit2=4",mean_absolute_error,64.0,nadam,0.22932908974760904,constant,zeros,constant,truncated_normal,lecun_uniform,he_uniform,exponential,relu,softsign,1000.0,16.0,4.0,1.0
2d623_00008,,,,,,,,6a38f4009f6a4390b4cf0ed2674279dc,2022-09-08_12-56-21,1662641781.0,,6125.0,83e87206dee1,172.17.0.3,,,,,,categorical_hinge,16.0,nadam,2.3585767555792723,random_normal,zeros,he_normal,lecun_normal,he_normal,he_normal,hard_sigmoid,relu,elu,773.0,8.0,16.0,2.0
2d623_00009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
