trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.bi1,config.bi2,config.act1,config.act2,config.epochs,config.unit1,config.layer1
9f343a62,0.5199999809265137,0.5325000286102295,4.243786096572876,True,,,1.0,6afe56da56344252abb87face23e3a06,2022-09-20_09-36-02,1663666562.0,4.243786096572876,22034.0,b430368dd22d,172.17.0.2,4.243786096572876,0.0,1.0,0.0050106048583984375,"1_act1=sigmoid,act2=softmax,batch_size=200,bi1=zeros,bi2=zeros,epochs=10,ki1=glorot_uniform,ki2=normal,layer1=1,loss=mean_absolute_error,lr=0.0010,optimizer=rmsprop,unit1=1",mean_absolute_error,200.0,rmsprop,0.001,glorot_uniform,normal,zeros,zeros,sigmoid,softmax,10.0,1.0,1.0
a1b1c282,0.996874988079071,0.9925000071525574,4.116960525512695,True,,,1.0,63b75bcbf08547859f02d55b8cea45c2,2022-09-20_09-36-11,1663666571.0,4.116960525512695,22395.0,b430368dd22d,172.17.0.2,4.116960525512695,0.0,1.0,0.0046885013580322266,"2_act1=selu,act2=sigmoid,batch_size=200,bi1=ones,bi2=lecun_normal,epochs=11,ki1=glorot_normal,ki2=lecun_uniform,layer1=0,loss=mean_squared_logarithmic_error,lr=5.8222,optimizer=adam,unit1=2",mean_squared_logarithmic_error,200.0,adam,5.822236276451838,glorot_normal,lecun_uniform,ones,lecun_normal,selu,sigmoid,11.0,2.0,0.0
a4940a50,0.5062500238418579,0.5049999952316284,15.371947765350342,True,,,1.0,196ae112d9aa435c928066c98c358892,2022-09-20_09-36-31,1663666591.0,15.371947765350342,22599.0,b430368dd22d,172.17.0.2,15.371947765350342,0.0,1.0,0.004847526550292969,"3_act1=relu,act2=hard_sigmoid,batch_size=16,bi1=he_uniform,bi2=ones,epochs=14,ki1=random_normal,ki2=orthogonal,layer1=1,loss=mean_squared_error,lr=7.9795,optimizer=adamax,unit1=0",mean_squared_error,16.0,adamax,7.979497400590036,random_normal,orthogonal,he_uniform,ones,relu,hard_sigmoid,14.0,0.0,1.0
a9f12cb2,0.9624999761581421,0.9599999785423279,3.669572591781616,True,,,1.0,1dd0274a437e4f28ac7640c8408232dc,2022-09-20_09-36-39,1663666599.0,3.669572591781616,23167.0,b430368dd22d,172.17.0.2,3.669572591781616,0.0,1.0,0.005828142166137695,"4_act1=softsign,act2=selu,batch_size=128,bi1=he_normal,bi2=he_normal,epochs=11,ki1=lecun_uniform,ki2=glorot_normal,layer1=0,loss=mean_squared_error,lr=4.8131,optimizer=adam,unit1=2",mean_squared_error,128.0,adam,4.813108263309552,lecun_uniform,glorot_normal,he_normal,he_normal,softsign,selu,11.0,2.0,0.0
b5dd51ae,0.5062500238418579,0.5049999952316284,3.7508914470672607,True,,,1.0,749dea491f2b41298a7dc85a2dc9f549,2022-09-20_09-36-47,1663666607.0,3.7508914470672607,23555.0,b430368dd22d,172.17.0.2,3.7508914470672607,0.0,1.0,0.005123138427734375,"5_act1=linear,act2=relu,batch_size=512,bi1=zeros,bi2=he_normal,epochs=14,ki1=truncated_normal,ki2=lecun_uniform,layer1=0,loss=kullback_leibler_divergence,lr=0.4915,optimizer=adagrad,unit1=0",kullback_leibler_divergence,512.0,adagrad,0.49148960506585915,truncated_normal,lecun_uniform,zeros,he_normal,linear,relu,14.0,0.0,0.0
baa241cc,0.9987499713897705,1.0,7.3740410804748535,True,,,1.0,4bc10dfc24ac4cbdbefede9d3d6acb82,2022-09-20_09-36-59,1663666619.0,7.3740410804748535,23892.0,b430368dd22d,172.17.0.2,7.3740410804748535,0.0,1.0,0.006264448165893555,"6_act1=elu,act2=tanh,batch_size=64,bi1=lecun_normal,bi2=he_uniform,epochs=17,ki1=zeros,ki2=he_uniform,layer1=0,loss=mean_squared_logarithmic_error,lr=8.8029,optimizer=adadelta,unit1=0",mean_squared_logarithmic_error,64.0,adadelta,8.8028906393908,zeros,he_uniform,lecun_normal,he_uniform,elu,tanh,17.0,0.0,0.0
bf6732b2,0.1237500011920929,0.12250000238418579,6.2468507289886475,True,,,1.0,dc2b162f849a4faa943559b2b9dbc03b,2022-09-20_09-37-10,1663666630.0,6.2468507289886475,24302.0,b430368dd22d,172.17.0.2,6.2468507289886475,0.0,1.0,0.005358219146728516,"7_act1=selu,act2=tanh,batch_size=32,bi1=lecun_uniform,bi2=lecun_normal,epochs=7,ki1=random_normal,ki2=lecun_normal,layer1=0,loss=binary_crossentropy,lr=0.2180,optimizer=sgd,unit1=1",binary_crossentropy,32.0,sgd,0.2179822474520068,random_normal,lecun_normal,lecun_uniform,lecun_normal,selu,tanh,7.0,1.0,0.0
c68fc5fe,0.9900000095367432,0.987500011920929,3.7274701595306396,True,,,1.0,4a7ea10b77f84186ab3098b688bc8669,2022-09-20_09-37-18,1663666638.0,3.7274701595306396,24693.0,b430368dd22d,172.17.0.2,3.7274701595306396,0.0,1.0,0.004960298538208008,"8_act1=linear,act2=linear,batch_size=512,bi1=random_uniform,bi2=random_uniform,epochs=11,ki1=random_normal,ki2=random_normal,layer1=1,loss=mean_squared_error,lr=7.5636,optimizer=adam,unit1=2",mean_squared_error,512.0,adam,7.56362233364653,random_normal,random_normal,random_uniform,random_uniform,linear,linear,11.0,2.0,1.0
cd1d09f4,,,,,,,,0edc3431b264443da2e73cef8c1ddb8c,2022-09-20_09-37-23,1663666643.0,,25031.0,b430368dd22d,172.17.0.2,,,,,,sparse_categorical_crossentropy,64.0,adagrad,4.9093494531593524,truncated_normal,zeros,random_uniform,he_uniform,selu,linear,17.0,1.0,0.0
d1e2328e,0.5062500238418579,0.5049999952316284,3.658205270767212,True,,,1.0,7913c146327340b4993922e8436b7750,2022-09-20_09-37-33,1663666653.0,3.658205270767212,25260.0,b430368dd22d,172.17.0.2,3.658205270767212,0.0,1.0,0.006345272064208984,"10_act1=softmax,act2=sigmoid,batch_size=512,bi1=he_normal,bi2=glorot_uniform,epochs=5,ki1=orthogonal,ki2=he_normal,layer1=0,loss=categorical_crossentropy,lr=2.4974,optimizer=nadam,unit1=2",categorical_crossentropy,512.0,nadam,2.4973564600554687,orthogonal,he_normal,he_normal,glorot_uniform,softmax,sigmoid,5.0,2.0,0.0
