trial_id,mean_loss,holdout_loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,neg_mean_loss,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.bi1,config.act1,config.epochs,config.unit1
3acf9_00000,7.774182319641113,8.498321533203125,3.9366064071655273,True,,,1.0,-7.774182319641113,c91c64049f404206b706276e905d6baf,2022-09-18_09-57-05,1663495025.0,3.9366064071655273,18796.0,b430368dd22d,172.17.0.2,3.9366064071655273,0.0,1.0,0.005899190902709961,0,mean_squared_error,32.0,rmsprop,0.001,glorot_uniform,zeros,linear,200.0,1.0
3acf9_00001,,,,,,,,,68b149e81c11444a8a470c4c7a6376e8,2022-09-18_09-57-10,1663495030.0,,19156.0,b430368dd22d,172.17.0.2,,,,,,sparse_categorical_crossentropy,128.0,adam,0.7219088688243368,random_uniform,orthogonal,relu,273.0,0.0
3acf9_00002,7.124368667602539,7.739899158477783,5.473180532455444,True,,,1.0,-7.124368667602539,8d384ea7c2044281bc34d9be1cfe8844,2022-09-18_09-57-23,1663495043.0,5.473180532455444,19335.0,b430368dd22d,172.17.0.2,5.473180532455444,0.0,1.0,0.0063397884368896484,"2_act1=relu,batch_size=32,bi1=constant,epochs=319,ki1=constant,loss=mean_squared_error,lr=1.5026,optimizer=nadam,unit1=1",mean_squared_error,32.0,nadam,1.5025666995245095,constant,constant,relu,319.0,1.0
3acf9_00003,0.0511285662651062,0.03952455520629883,2.7893950939178467,True,,,1.0,-0.0511285662651062,8fc17f551ed7411d9401fb04a79612db,2022-09-18_09-57-31,1663495051.0,2.7893950939178467,19587.0,b430368dd22d,172.17.0.2,2.7893950939178467,0.0,1.0,0.005250453948974609,"3_act1=elu,batch_size=256,bi1=truncated_normal,epochs=146,ki1=truncated_normal,loss=logcosh,lr=2.0729,optimizer=adagrad,unit1=0",logcosh,256.0,adagrad,2.0728643094836636,truncated_normal,truncated_normal,elu,146.0,0.0
3acf9_00004,,,,,,,,,2113a145397e4170988c872ade77b7fd,2022-09-18_09-57-36,1663495056.0,,19951.0,b430368dd22d,172.17.0.2,,,,,,mean_squared_logarithmic_error,32.0,adam,8.248642095472622,lecun_uniform,orthogonal,exponential,125.0,0.0
3acf9_00005,1.2194583415985107,1.0677738189697266,3.164841651916504,True,,,1.0,-1.2194583415985107,d87a3334ccf349929ffc95fc8e737c8a,2022-09-18_09-57-46,1663495066.0,3.164841651916504,20128.0,b430368dd22d,172.17.0.2,3.164841651916504,0.0,1.0,0.005278110504150391,"5_act1=exponential,batch_size=128,bi1=he_uniform,epochs=171,ki1=he_normal,loss=kullback_leibler_divergence,lr=0.3356,optimizer=nadam,unit1=0",kullback_leibler_divergence,128.0,nadam,0.3356177465494818,he_normal,he_uniform,exponential,171.0,0.0
3acf9_00006,2.6446070671081543,2.7764880657196045,4.531277179718018,True,,,1.0,-2.6446070671081543,8f4d818e9d094dd987b2d57c1b95cf3b,2022-09-18_09-57-57,1663495077.0,4.531277179718018,20319.0,b430368dd22d,172.17.0.2,4.531277179718018,0.0,1.0,0.005293846130371094,"6_act1=linear,batch_size=16,bi1=lecun_normal,epochs=273,ki1=glorot_uniform,loss=mean_absolute_error,lr=7.2731,optimizer=adamax,unit1=1",mean_absolute_error,16.0,adamax,7.2731125206524245,glorot_uniform,lecun_normal,linear,273.0,1.0
3acf9_00007,7.0192365646362305,7.6686530113220215,3.471670150756836,True,,,1.0,-7.0192365646362305,2925930f3c424a80bdcfc01d75df9841,2022-09-18_09-58-06,1663495086.0,3.471670150756836,20513.0,b430368dd22d,172.17.0.2,3.471670150756836,0.0,1.0,0.005026102066040039,"7_act1=hard_sigmoid,batch_size=128,bi1=lecun_uniform,epochs=319,ki1=glorot_uniform,loss=categorical_crossentropy,lr=3.4373,optimizer=sgd,unit1=1",categorical_crossentropy,128.0,sgd,3.437348515600893,glorot_uniform,lecun_uniform,hard_sigmoid,319.0,1.0
3acf9_00008,8.102639198303223,8.721488952636719,4.367745876312256,True,,,1.0,-8.102639198303223,e25a39a72df048a4b3c0a895eb707b28,2022-09-18_09-58-16,1663495096.0,4.367745876312256,20703.0,b430368dd22d,172.17.0.2,4.367745876312256,0.0,1.0,0.005147695541381836,"8_act1=tanh,batch_size=64,bi1=glorot_uniform,epochs=373,ki1=orthogonal,loss=sparse_categorical_crossentropy,lr=3.0459,optimizer=adadelta,unit1=0",sparse_categorical_crossentropy,64.0,adadelta,3.045895316381501,orthogonal,glorot_uniform,tanh,373.0,0.0
3acf9_00009,5.960489273071289,6.452913284301758,3.1718103885650635,True,,,1.0,-5.960489273071289,f180f651473746e580b636283b3ace66,2022-09-18_09-58-24,1663495104.0,3.1718103885650635,20895.0,b430368dd22d,172.17.0.2,3.1718103885650635,0.0,1.0,0.005148172378540039,"9_act1=elu,batch_size=64,bi1=lecun_normal,epochs=125,ki1=ones,loss=squared_hinge,lr=0.7020,optimizer=rmsprop,unit1=2",squared_hinge,64.0,rmsprop,0.7019698410892605,ones,lecun_normal,elu,125.0,2.0
