trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.ki3,config.bi1,config.bi2,config.bi3,config.act1,config.act2,config.act3,config.epochs,config.layer2
9462e2fe,0.4937500059604645,0.5249999761581421,7.944617986679077,True,,,1.0,e375ea69966241bfba9096900489b6ae,2022-09-07_15-06-11,1662563171.0,7.944617986679077,7765.0,83e87206dee1,172.17.0.3,7.944617986679077,0.0,1.0,0.0048978328704833984,"1_act1=relu,act2=relu,act3=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,layer2=1,loss=binary_crossentropy,lr=0.0010,optimizer=rmsprop",binary_crossentropy,32.0,rmsprop,0.001,glorot_uniform,glorot_uniform,glorot_uniform,zeros,zeros,zeros,relu,relu,softmax,1.0,1.0
973182d8,0.5062500238418579,0.4749999940395355,9.29692792892456,True,,,1.0,82884a0e610e4c27bf99f902165c2177,2022-09-07_15-06-26,1662563186.0,9.29692792892456,8299.0,83e87206dee1,172.17.0.3,9.29692792892456,0.0,1.0,0.005515575408935547,"2_act1=elu,act2=elu,act3=elu,batch_size=16,bi1=zeros,bi2=zeros,bi3=zeros,epochs=1,ki1=zeros,ki2=zeros,ki3=zeros,layer2=0,loss=mean_squared_error,lr=0.0000,optimizer=sgd",mean_squared_error,16.0,sgd,9.999999974752427e-07,zeros,zeros,zeros,zeros,zeros,zeros,elu,elu,elu,1.0,0.0
9c7acdf8,,,,,,,,56c5d36033c04744ba21a7e528923664,2022-09-07_15-06-30,1662563190.0,,8884.0,83e87206dee1,172.17.0.3,,,,,,categorical_hinge,64.0,adadelta,5.000000476837158,orthogonal,orthogonal,orthogonal,orthogonal,orthogonal,orthogonal,relu,relu,relu,1.0,1.0
a4d38544,0.5062500238418579,0.4749999940395355,7.8881776332855225,True,,,1.0,95fd00b3fb614c2ca22032ef547dce31,2022-09-07_15-06-48,1662563208.0,7.8881776332855225,9260.0,83e87206dee1,172.17.0.3,7.8881776332855225,0.0,1.0,0.005053043365478516,"4_act1=hard_sigmoid,act2=hard_sigmoid,act3=selu,batch_size=32,bi1=glorot_uniform,bi2=glorot_uniform,bi3=glorot_uniform,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=random_normal,layer2=2,loss=mean_squared_logarithmic_error,lr=7.5000,optimizer=adagrad",mean_squared_logarithmic_error,32.0,adagrad,7.5,glorot_uniform,glorot_uniform,random_normal,glorot_uniform,glorot_uniform,glorot_uniform,hard_sigmoid,hard_sigmoid,selu,1.0,2.0
aac980ac,0.4937500059604645,0.5249999761581421,7.095178604125977,True,,,1.0,9cfe3ad65a934af490fc8b722eff746b,2022-09-07_15-07-01,1662563221.0,7.095178604125977,9899.0,83e87206dee1,172.17.0.3,7.095178604125977,0.0,1.0,0.0053217411041259766,"5_act1=selu,act2=selu,act3=hard_sigmoid,batch_size=256,bi1=random_normal,bi2=random_normal,bi3=random_normal,epochs=2,ki1=random_normal,ki2=random_normal,ki3=glorot_uniform,layer2=0,loss=sparse_categorical_crossentropy,lr=2.5000,optimizer=adam",sparse_categorical_crossentropy,256.0,adam,2.5000007152557373,random_normal,random_normal,glorot_uniform,random_normal,random_normal,random_normal,selu,selu,hard_sigmoid,2.0,0.0
b289b2d0,0.5062500238418579,0.4749999940395355,9.86634087562561,True,,,1.0,8ee9fd0a37d74f48a57a57812b40905c,2022-09-07_15-07-16,1662563236.0,9.86634087562561,10380.0,83e87206dee1,172.17.0.3,9.86634087562561,0.0,1.0,0.0049135684967041016,"6_act1=exponential,act2=softsign,act3=softsign,batch_size=128,bi1=he_normal,bi2=he_normal,bi3=glorot_normal,epochs=2,ki1=random_uniform,ki2=constant,ki3=random_uniform,layer2=1,loss=squared_hinge,lr=3.7500,optimizer=adamax",squared_hinge,128.0,adamax,3.750000476837158,random_uniform,constant,random_uniform,he_normal,he_normal,glorot_normal,exponential,softsign,softsign,2.0,1.0
ba491a2e,0.5062500238418579,0.4749999940395355,8.426666498184204,True,,,1.0,8b1e3a426ddd467b8c1123957e578d88,2022-09-07_15-07-30,1662563250.0,8.426666498184204,11128.0,83e87206dee1,172.17.0.3,8.426666498184204,0.0,1.0,0.005003452301025391,"7_act1=softsign,act2=exponential,act3=exponential,batch_size=32,bi1=random_uniform,bi2=random_uniform,bi3=constant,epochs=1,ki1=he_normal,ki2=glorot_normal,ki3=he_normal,layer2=2,loss=binary_crossentropy,lr=8.7500,optimizer=adagrad",binary_crossentropy,32.0,adagrad,8.75,he_normal,glorot_normal,he_normal,random_uniform,random_uniform,constant,softsign,exponential,exponential,1.0,2.0
c33a3000,0.4937500059604645,0.5249999761581421,10.056646347045898,True,,,1.0,14404a33119f49e7ac9f478dacfc45b1,2022-09-07_15-07-44,1662563264.0,10.056646347045898,11628.0,83e87206dee1,172.17.0.3,10.056646347045898,0.0,1.0,0.00492405891418457,"8_act1=softmax,act2=tanh,act3=softmax,batch_size=256,bi1=constant,bi2=constant,bi3=random_uniform,epochs=2,ki1=glorot_normal,ki2=he_normal,ki3=constant,layer2=1,loss=mean_absolute_percentage_error,lr=6.2500,optimizer=adam",mean_absolute_percentage_error,256.0,adam,6.250000476837158,glorot_normal,he_normal,constant,constant,constant,random_uniform,softmax,tanh,softmax,2.0,1.0
cafa3538,0.5062500238418579,0.4749999940395355,6.128584861755371,True,,,1.0,663a622794f14469a8ba83cd014c4a0b,2022-09-07_15-07-55,1662563275.0,6.128584861755371,12262.0,83e87206dee1,172.17.0.3,6.128584861755371,0.0,1.0,0.004728078842163086,"9_act1=tanh,act2=softmax,act3=tanh,batch_size=64,bi1=glorot_normal,bi2=glorot_normal,bi3=he_normal,epochs=1,ki1=constant,ki2=random_uniform,ki3=glorot_normal,layer2=0,loss=categorical_crossentropy,lr=1.2500,optimizer=rmsprop",categorical_crossentropy,64.0,rmsprop,1.2500008344650269,constant,random_uniform,glorot_normal,glorot_normal,glorot_normal,he_normal,tanh,softmax,tanh,1.0,0.0
d3eb17a2,,,,,,,,b905e90551334f1dacf544df54375f7c,2022-09-07_15-08-00,1662563280.0,,12616.0,83e87206dee1,172.17.0.3,,,,,,squared_hinge,512.0,adadelta,1.8750007152557373,lecun_uniform,random_uniform,truncated_normal,lecun_normal,lecun_normal,random_uniform,sigmoid,softmax,exponential,2.0,2.0
