trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.ki3,config.bi1,config.bi2,config.bi3,config.act1,config.act2,config.act3,config.epochs,config.unit1,config.unit2,config.layer1,config.layer2
0b3c4012,0.34687501192092896,0.29374998807907104,11.200228929519653,True,,,1.0,5f7fc66cdba84d5ca09f19f54d01e055,2022-09-10_14-58-51,1662821931.0,11.200228929519653,22607.0,b430368dd22d,172.17.0.2,11.200228929519653,0.0,1.0,0.005156040191650391,"1_act1=relu,act2=relu,act3=sigmoid,batch_size=20,bi1=zeros,bi2=zeros,bi3=zeros,epochs=20,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,layer1=1,layer2=1,loss=binary_crossentropy,lr=0.0010,optimizer=adadelta,unit1=20,unit2=20",binary_crossentropy,20.0,adadelta,0.001,glorot_uniform,glorot_uniform,glorot_uniform,zeros,zeros,zeros,relu,relu,sigmoid,20.0,20.0,20.0,1.0,1.0
0e273c3c,,,,,,,,b504cae9299c4a6e8a94e73102e9ed78,2022-09-10_14-58-55,1662821935.0,,23154.0,b430368dd22d,172.17.0.2,,,,,,mean_absolute_percentage_error,64.0,sgd,1.0364956182611291,random_normal,ones,glorot_uniform,he_uniform,ones,orthogonal,relu,selu,softmax,16.0,20.0,10.0,0.0,1.0
14e9f6d6,0.5453125238418579,0.612500011920929,5.849565744400024,True,,,1.0,2e06d31376844e829415abec7bb47a40,2022-09-10_14-59-09,1662821949.0,5.849565744400024,23758.0,b430368dd22d,172.17.0.2,5.849565744400024,0.0,1.0,0.0045549869537353516,"3_act1=relu,act2=relu,act3=relu,batch_size=256,bi1=lecun_normal,bi2=constant,bi3=glorot_normal,epochs=38,ki1=orthogonal,ki2=orthogonal,ki3=random_normal,layer1=2,layer2=0,loss=categorical_hinge,lr=0.3320,optimizer=adamax,unit1=10,unit2=40",categorical_hinge,256.0,adamax,0.33196217375621184,orthogonal,orthogonal,random_normal,lecun_normal,constant,glorot_normal,relu,relu,relu,38.0,10.0,40.0,2.0,0.0
19b020aa,0.10781250149011612,0.09375,4.458258867263794,True,,,1.0,536cf13807124241b10b94220a657464,2022-09-10_14-59-19,1662821959.0,4.458258867263794,24904.0,b430368dd22d,172.17.0.2,4.458258867263794,0.0,1.0,0.005006551742553711,"4_act1=elu,act2=relu,act3=softsign,batch_size=256,bi1=he_normal,bi2=ones,bi3=lecun_uniform,epochs=16,ki1=he_uniform,ki2=truncated_normal,ki3=zeros,layer1=1,layer2=0,loss=binary_crossentropy,lr=1.0538,optimizer=adadelta,unit1=40,unit2=10",binary_crossentropy,256.0,adadelta,1.0537842291351305,he_uniform,truncated_normal,zeros,he_normal,ones,lecun_uniform,elu,relu,softsign,16.0,40.0,10.0,1.0,0.0
203e94c4,0.5453125238418579,0.612500011920929,12.448432922363281,True,,,1.0,0a9b3ae396a247908efa1a2a9869d72e,2022-09-10_14-59-37,1662821977.0,12.448432922363281,25365.0,b430368dd22d,172.17.0.2,12.448432922363281,0.0,1.0,0.004851341247558594,"5_act1=sigmoid,act2=selu,act3=relu,batch_size=16,bi1=he_normal,bi2=he_uniform,bi3=ones,epochs=10,ki1=lecun_normal,ki2=random_normal,ki3=he_normal,layer1=2,layer2=2,loss=mean_squared_error,lr=6.0502,optimizer=nadam,unit1=20,unit2=20",mean_squared_error,16.0,nadam,6.050217999081155,lecun_normal,random_normal,he_normal,he_normal,he_uniform,ones,sigmoid,selu,relu,10.0,20.0,20.0,2.0,2.0
26339104,,,,,,,,aa96d9a083044f5bb8d1ad75734191e8,2022-09-10_14-59-43,1662821983.0,,26034.0,b430368dd22d,172.17.0.2,,,,,,categorical_crossentropy,512.0,adadelta,3.0905900017322825,random_uniform,random_uniform,orthogonal,random_uniform,glorot_normal,orthogonal,elu,relu,softmax,16.0,40.0,40.0,0.0,1.0
30eeb7d6,0.5453125238418579,0.612500011920929,7.246700286865234,True,,,1.0,690ba24fb0424cfaa2e90f52b6269b97,2022-09-10_14-59-58,1662821998.0,7.246700286865234,26445.0,b430368dd22d,172.17.0.2,7.246700286865234,0.0,1.0,0.005017757415771484,"7_act1=softplus,act2=sigmoid,act3=exponential,batch_size=20,bi1=ones,bi2=glorot_uniform,bi3=constant,epochs=8,ki1=random_normal,ki2=lecun_normal,ki3=ones,layer1=0,layer2=1,loss=kullback_leibler_divergence,lr=7.6795,optimizer=rmsprop,unit1=20,unit2=10",kullback_leibler_divergence,20.0,rmsprop,7.67947405008989,random_normal,lecun_normal,ones,ones,glorot_uniform,constant,softplus,sigmoid,exponential,8.0,20.0,10.0,0.0,1.0
35b38c9c,0.10781250149011612,0.09375,7.978994369506836,True,,,1.0,f2c3e349781347e0bf8b770a3a125839,2022-09-10_15-00-11,1662822011.0,7.978994369506836,26979.0,b430368dd22d,172.17.0.2,7.978994369506836,0.0,1.0,0.0044825077056884766,"8_act1=softplus,act2=exponential,act3=elu,batch_size=64,bi1=random_normal,bi2=random_uniform,bi3=he_uniform,epochs=31,ki1=truncated_normal,ki2=glorot_uniform,ki3=ones,layer1=1,layer2=0,loss=kullback_leibler_divergence,lr=1.0470,optimizer=rmsprop,unit1=40,unit2=40",kullback_leibler_divergence,64.0,rmsprop,1.0469541161497984,truncated_normal,glorot_uniform,ones,random_normal,random_uniform,he_uniform,softplus,exponential,elu,31.0,40.0,40.0,1.0,0.0
3cda90e2,0.10781250149011612,0.09375,15.133235692977905,True,,,1.0,1dccc8724df047578106211417b9837b,2022-09-10_15-00-31,1662822031.0,15.133235692977905,27501.0,b430368dd22d,172.17.0.2,15.133235692977905,0.0,1.0,0.005282163619995117,"9_act1=elu,act2=hard_sigmoid,act3=softmax,batch_size=20,bi1=truncated_normal,bi2=glorot_uniform,bi3=constant,epochs=31,ki1=truncated_normal,ki2=orthogonal,ki3=glorot_uniform,layer1=2,layer2=0,loss=squared_hinge,lr=3.8349,optimizer=adamax,unit1=20,unit2=20",squared_hinge,20.0,adamax,3.8349320940377645,truncated_normal,orthogonal,glorot_uniform,truncated_normal,glorot_uniform,constant,elu,hard_sigmoid,softmax,31.0,20.0,20.0,2.0,0.0
449ac900,0.4156250059604645,0.3499999940395355,3.774576425552368,True,,,1.0,23024708336a4f4fa92af368292d1ca1,2022-09-10_15-00-39,1662822039.0,3.774576425552368,28256.0,b430368dd22d,172.17.0.2,3.774576425552368,0.0,1.0,0.005125999450683594,"10_act1=softmax,act2=linear,act3=hard_sigmoid,batch_size=512,bi1=lecun_uniform,bi2=glorot_uniform,bi3=ones,epochs=12,ki1=lecun_uniform,ki2=random_uniform,ki3=zeros,layer1=0,layer2=0,loss=mean_squared_logarithmic_error,lr=0.1063,optimizer=adadelta,unit1=20,unit2=10",mean_squared_logarithmic_error,512.0,adadelta,0.10625560805829577,lecun_uniform,random_uniform,zeros,lecun_uniform,glorot_uniform,ones,softmax,linear,hard_sigmoid,12.0,20.0,10.0,0.0,0.0
