trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.ki3,config.bi1,config.bi2,config.bi3,config.act1,config.act2,config.act3,config.epochs,config.unit1,config.unit2,config.layer2
2a2346ae,0.1463414579629898,0.09090909361839294,15.379622459411621,True,,,1.0,8796b0e19c744eaf8d7095f13761d5d2,2022-09-19_22-20-04,1663626004.0,15.379622459411621,13906.0,b430368dd22d,172.17.0.2,15.379622459411621,0.0,1.0,0.007699012756347656,"1_act1=sigmoid,act2=sigmoid,act3=sigmoid,batch_size=50,bi1=zeros,bi2=zeros,bi3=zeros,epochs=1000,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,layer2=1,loss=mse,lr=0.0100,optimizer=sgd,unit1=8,unit2=8",mse,50.0,sgd,0.01,glorot_uniform,glorot_uniform,glorot_uniform,zeros,zeros,zeros,sigmoid,sigmoid,sigmoid,1000.0,8.0,8.0,1.0
2cb71c4c,0.0731707289814949,0.09090909361839294,33.172704458236694,True,,,1.0,63be9cbbdfe7449caf01b252b64b56f9,2022-09-19_22-20-42,1663626042.0,33.172704458236694,14469.0,b430368dd22d,172.17.0.2,33.172704458236694,0.0,1.0,0.0056591033935546875,"2_act1=elu,act2=elu,act3=elu,batch_size=16,bi1=zeros,bi2=zeros,bi3=zeros,epochs=1127,ki1=zeros,ki2=zeros,ki3=zeros,layer2=0,loss=mean_squared_error,lr=0.0000,optimizer=sgd,unit1=4,unit2=4",mean_squared_error,16.0,sgd,9.999999974752427e-07,zeros,zeros,zeros,zeros,zeros,zeros,elu,elu,elu,1127.0,4.0,4.0,0.0
3654c8ee,,,,,,,,90474a6ff8744c659873238258010cae,2022-09-19_22-20-47,1663626047.0,,15472.0,b430368dd22d,172.17.0.2,,,,,,categorical_hinge,128.0,adadelta,5.000000476837158,orthogonal,orthogonal,orthogonal,orthogonal,orthogonal,orthogonal,relu,relu,relu,786.0,8.0,8.0,1.0
4cfba6f8,0.0,0.0,11.831650733947754,True,,,1.0,0e31923e9bd24a5d954f4b5277296315,2022-09-19_22-21-06,1663626066.0,11.831650733947754,15726.0,b430368dd22d,172.17.0.2,11.831650733947754,0.0,1.0,0.0053369998931884766,"4_act1=hard_sigmoid,act2=hard_sigmoid,act3=selu,batch_size=64,bi1=glorot_uniform,bi2=glorot_uniform,bi3=glorot_uniform,epochs=619,ki1=glorot_uniform,ki2=glorot_uniform,ki3=random_normal,layer2=2,loss=mean_squared_logarithmic_error,lr=7.5000,optimizer=adagrad,unit1=16,unit2=4",mean_squared_logarithmic_error,64.0,adagrad,7.5,glorot_uniform,glorot_uniform,random_normal,glorot_uniform,glorot_uniform,glorot_uniform,hard_sigmoid,hard_sigmoid,selu,619.0,16.0,4.0,2.0
51281e00,0.17073170840740204,0.0,7.700881481170654,True,,,1.0,9ae86830bd69487aa3e95265342c2797,2022-09-19_22-21-17,1663626077.0,7.700881481170654,16291.0,b430368dd22d,172.17.0.2,7.700881481170654,0.0,1.0,0.004919767379760742,"5_act1=selu,act2=selu,act3=hard_sigmoid,batch_size=256,bi1=random_normal,bi2=random_normal,bi3=random_normal,epochs=887,ki1=random_normal,ki2=random_normal,ki3=glorot_uniform,layer2=0,loss=binary_crossentropy,lr=2.5000,optimizer=adam,unit1=4,unit2=16",binary_crossentropy,256.0,adam,2.5000007152557373,random_normal,random_normal,glorot_uniform,random_normal,random_normal,random_normal,selu,selu,hard_sigmoid,887.0,4.0,16.0,0.0
5ab1eb5e,0.3414634168148041,0.09090909361839294,8.692323207855225,True,,,1.0,8e4e088dd64e466eac9cdd70eeb2f17e,2022-09-19_22-21-31,1663626091.0,8.692323207855225,16662.0,b430368dd22d,172.17.0.2,8.692323207855225,0.0,1.0,0.004566669464111328,"6_act1=exponential,act2=softsign,act3=softsign,batch_size=256,bi1=he_normal,bi2=he_normal,bi3=glorot_normal,epochs=1270,ki1=random_uniform,ki2=constant,ki3=random_uniform,layer2=1,loss=hinge,lr=3.7500,optimizer=adamax,unit1=8,unit2=16",hinge,256.0,adamax,3.750000476837158,random_uniform,constant,random_uniform,he_normal,he_normal,glorot_normal,exponential,softsign,softsign,1270.0,8.0,16.0,1.0
61d96dee,0.46341463923454285,0.6363636255264282,23.17216420173645,True,,,1.0,9af231f0fb5c48d988f5595ea3162e4e,2022-09-19_22-21-59,1663626119.0,23.17216420173645,16907.0,b430368dd22d,172.17.0.2,23.17216420173645,0.0,1.0,0.0054514408111572266,"7_act1=softsign,act2=exponential,act3=exponential,batch_size=32,bi1=random_uniform,bi2=random_uniform,bi3=constant,epochs=1000,ki1=he_normal,ki2=glorot_normal,ki3=he_normal,layer2=2,loss=kullback_leibler_divergence,lr=8.7500,optimizer=adagrad,unit1=16,unit2=8",kullback_leibler_divergence,32.0,adagrad,8.75,he_normal,glorot_normal,he_normal,random_uniform,random_uniform,constant,softsign,exponential,exponential,1000.0,16.0,8.0,2.0
6a31baa0,0.0731707289814949,0.1818181872367859,10.07275104522705,True,,,1.0,6214864e63184725a556af5ee1cc7619,2022-09-19_22-22-14,1663626134.0,10.07275104522705,17639.0,b430368dd22d,172.17.0.2,10.07275104522705,0.0,1.0,0.004651784896850586,"8_act1=softmax,act2=tanh,act3=softmax,batch_size=512,bi1=constant,bi2=constant,bi3=random_uniform,epochs=1432,ki1=glorot_normal,ki2=he_normal,ki3=constant,layer2=1,loss=mean_absolute_percentage_error,lr=6.2500,optimizer=adam,unit1=8,unit2=8",mean_absolute_percentage_error,512.0,adam,6.250000476837158,glorot_normal,he_normal,constant,constant,constant,random_uniform,softmax,tanh,softmax,1432.0,8.0,8.0,1.0
7ae29be4,0.024390242993831635,0.09090909361839294,23.953320503234863,True,,,1.0,ba3a9b942e704e54abbdbf949f1eee98,2022-09-19_22-22-43,1663626163.0,23.953320503234863,18048.0,b430368dd22d,172.17.0.2,23.953320503234863,0.0,1.0,0.004945516586303711,"9_act1=tanh,act2=softmax,act3=tanh,batch_size=64,bi1=glorot_normal,bi2=glorot_normal,bi3=he_normal,epochs=1615,ki1=constant,ki2=random_uniform,ki3=glorot_normal,layer2=0,loss=categorical_crossentropy,lr=1.2500,optimizer=rmsprop,unit1=4,unit2=4",categorical_crossentropy,64.0,rmsprop,1.2500008344650269,constant,random_uniform,glorot_normal,glorot_normal,glorot_normal,he_normal,tanh,softmax,tanh,1615.0,4.0,4.0,0.0
83d4060c,0.04878048598766327,0.09090909361839294,16.257275342941284,True,,,1.0,2000c10810cb46f3aa61a70c92c2f548,2022-09-19_22-23-03,1663626183.0,16.257275342941284,18857.0,b430368dd22d,172.17.0.2,16.257275342941284,0.0,1.0,0.004938602447509766,"10_act1=sigmoid,act2=softmax,act3=exponential,batch_size=50,bi1=lecun_normal,bi2=lecun_normal,bi3=random_uniform,epochs=698,ki1=lecun_uniform,ki2=random_uniform,ki3=truncated_normal,layer2=2,loss=squared_hinge,lr=1.8750,optimizer=adadelta,unit1=16,unit2=16",squared_hinge,50.0,adadelta,1.8750007152557373,lecun_uniform,random_uniform,truncated_normal,lecun_normal,lecun_normal,random_uniform,sigmoid,softmax,exponential,698.0,16.0,16.0,2.0
