trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.ki3,config.bi1,config.bi2,config.bi3,config.act1,config.act2,config.act3,config.epochs,config.layer2
e41d39e2,0.4937500059604645,0.5249999761581421,6.138058185577393,True,,,1.0,924a2bfdaedf4c13bed983c88ac82b35,2022-09-19_14-11-12,1663596672.0,6.138058185577393,36870.0,b430368dd22d,172.17.0.2,6.138058185577393,0.0,1.0,0.006490945816040039,"1_act1=relu,act2=relu,act3=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,layer2=1,loss=binary_crossentropy,lr=0.0010,optimizer=rmsprop",binary_crossentropy,32.0,rmsprop,0.001,glorot_uniform,glorot_uniform,glorot_uniform,zeros,zeros,zeros,relu,relu,softmax,1.0,1.0
e6e6e2fe,0.5062500238418579,0.4749999940395355,4.639105796813965,True,,,1.0,fe56bd16f91348c49e886046eb96eb95,2022-09-19_14-11-22,1663596682.0,4.639105796813965,37418.0,b430368dd22d,172.17.0.2,4.639105796813965,0.0,1.0,0.005656242370605469,"2_act1=exponential,act2=softplus,act3=softplus,batch_size=256,bi1=he_normal,bi2=random_uniform,bi3=he_uniform,epochs=2,ki1=constant,ki2=ones,ki3=glorot_uniform,layer2=2,loss=hinge,lr=0.9987,optimizer=adamax",hinge,256.0,adamax,0.9987425003549562,constant,ones,glorot_uniform,he_normal,random_uniform,he_uniform,exponential,softplus,softplus,2.0,2.0
eb0af05a,0.5062500238418579,0.4749999940395355,4.4353039264678955,True,,,1.0,bee62cbb0f634dafa2d661656b37db51,2022-09-19_14-11-32,1663596692.0,4.4353039264678955,37859.0,b430368dd22d,172.17.0.2,4.4353039264678955,0.0,1.0,0.0051422119140625,"3_act1=softplus,act2=softsign,act3=tanh,batch_size=512,bi1=he_normal,bi2=he_uniform,bi3=glorot_normal,epochs=1,ki1=zeros,ki2=ones,ki3=lecun_normal,layer2=0,loss=poisson,lr=7.6227,optimizer=adagrad",poisson,512.0,adagrad,7.622659681814531,zeros,ones,lecun_normal,he_normal,he_uniform,glorot_normal,softplus,softsign,tanh,1.0,0.0
f100e4a6,0.4937500059604645,0.5249999761581421,6.829222202301025,True,,,1.0,c3d7b774bccb468ca3feab421e5f555f,2022-09-19_14-11-44,1663596704.0,6.829222202301025,38383.0,b430368dd22d,172.17.0.2,6.829222202301025,0.0,1.0,0.005375385284423828,"4_act1=selu,act2=relu,act3=softsign,batch_size=32,bi1=ones,bi2=random_uniform,bi3=zeros,epochs=2,ki1=glorot_uniform,ki2=orthogonal,ki3=random_uniform,layer2=2,loss=mean_squared_error,lr=2.5310,optimizer=adagrad",mean_squared_error,32.0,adagrad,2.5310008358855027,glorot_uniform,orthogonal,random_uniform,ones,random_uniform,zeros,selu,relu,softsign,2.0,2.0
f6f89b74,,,,,,,,0e444b3d82ed4bbb88d50c74304ab848,2022-09-19_14-11-49,1663596709.0,,38762.0,b430368dd22d,172.17.0.2,,,,,,kullback_leibler_divergence,256.0,adagrad,6.760181871142557,constant,lecun_normal,ones,orthogonal,random_normal,zeros,exponential,elu,softplus,2.0,1.0
fe1e2c7a,0.5062500238418579,0.4749999940395355,5.342678785324097,True,,,1.0,48b51df435574673b85a496be55a589f,2022-09-19_14-12-02,1663596722.0,5.342678785324097,39157.0,b430368dd22d,172.17.0.2,5.342678785324097,0.0,1.0,0.005935192108154297,"6_act1=tanh,act2=softplus,act3=softsign,batch_size=32,bi1=he_normal,bi2=he_uniform,bi3=he_normal,epochs=1,ki1=he_uniform,ki2=constant,ki3=truncated_normal,layer2=1,loss=poisson,lr=9.4343,optimizer=adam",poisson,32.0,adam,9.434341389310719,he_uniform,constant,truncated_normal,he_normal,he_uniform,he_normal,tanh,softplus,softsign,1.0,1.0
02e36a4a,1.0,1.0,6.24232292175293,True,,,1.0,3ec6b86bbb3f47c99018fa317dd96d26,2022-09-19_14-12-13,1663596733.0,6.24232292175293,39680.0,b430368dd22d,172.17.0.2,6.24232292175293,0.0,1.0,0.0063152313232421875,"7_act1=exponential,act2=tanh,act3=softplus,batch_size=64,bi1=glorot_uniform,bi2=ones,bi3=lecun_uniform,epochs=2,ki1=constant,ki2=orthogonal,ki3=lecun_normal,layer2=2,loss=squared_hinge,lr=4.0407,optimizer=adadelta",squared_hinge,64.0,adadelta,4.040673151139299,constant,orthogonal,lecun_normal,glorot_uniform,ones,lecun_uniform,exponential,tanh,softplus,2.0,2.0
08d91ce2,0.4937500059604645,0.5249999761581421,4.026916742324829,True,,,1.0,1c7c011ef13543da963a204f69452a73,2022-09-19_14-12-22,1663596742.0,4.026916742324829,40110.0,b430368dd22d,172.17.0.2,4.026916742324829,0.0,1.0,0.004888057708740234,"8_act1=softsign,act2=hard_sigmoid,act3=softmax,batch_size=512,bi1=he_uniform,bi2=he_uniform,bi3=random_uniform,epochs=2,ki1=glorot_normal,ki2=constant,ki3=ones,layer2=1,loss=categorical_hinge,lr=0.5456,optimizer=adadelta",categorical_hinge,512.0,adadelta,0.5456108307957508,glorot_normal,constant,ones,he_uniform,he_uniform,random_uniform,softsign,hard_sigmoid,softmax,2.0,1.0
0f67a088,0.5062500238418579,0.4749999940395355,6.38211989402771,True,,,1.0,ed0df917bf204c509fac1f519b815b66,2022-09-19_14-12-34,1663596754.0,6.38211989402771,40458.0,b430368dd22d,172.17.0.2,6.38211989402771,0.0,1.0,0.0051441192626953125,"9_act1=linear,act2=linear,act3=softmax,batch_size=32,bi1=truncated_normal,bi2=constant,bi3=lecun_uniform,epochs=2,ki1=he_normal,ki2=orthogonal,ki3=he_normal,layer2=1,loss=sparse_categorical_crossentropy,lr=8.5415,optimizer=adadelta",sparse_categorical_crossentropy,32.0,adadelta,8.541510540322736,he_normal,orthogonal,he_normal,truncated_normal,constant,lecun_uniform,linear,linear,softmax,2.0,1.0
14c562d6,0.4937500059604645,0.5249999761581421,12.702271938323975,True,,,1.0,e3015e8a5b1a48479cc6cda0fe8bc3ad,2022-09-19_14-12-51,1663596771.0,12.702271938323975,40884.0,b430368dd22d,172.17.0.2,12.702271938323975,0.0,1.0,0.00451350212097168,"10_act1=relu,act2=tanh,act3=linear,batch_size=16,bi1=random_uniform,bi2=glorot_uniform,bi3=constant,epochs=2,ki1=orthogonal,ki2=constant,ki3=ones,layer2=2,loss=kullback_leibler_divergence,lr=8.2485,optimizer=nadam",kullback_leibler_divergence,16.0,nadam,8.248464737246511,orthogonal,constant,ones,random_uniform,glorot_uniform,constant,relu,tanh,linear,2.0,2.0
