trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.ki3,config.ki4,config.bi1,config.bi2,config.bi3,config.bi4,config.act1,config.act2,config.act3,config.act4,config.epochs,config.unit3,config.layer3
d6454_00000,0.6610000133514404,0.6669999957084656,23.04671573638916,True,,,1.0,0a1f47aa0e414adda579f7eef22267d3,2022-09-17_12-40-25,1663418425.0,23.04671573638916,31312.0,b430368dd22d,172.17.0.2,23.04671573638916,0.0,1.0,0.004932403564453125,0,categorical_crossentropy,1000.0,adam,0.001,glorot_uniform,glorot_uniform,glorot_uniform,glorot_uniform,zeros,zeros,zeros,zeros,relu,relu,relu,softmax,5.0,1024.0,1.0
d6454_00001,0.10237500071525574,0.09049999713897705,14.204961776733398,True,,,1.0,1e190bb1e9984bf49f00f9b2fdfe2252,2022-09-17_12-40-45,1663418445.0,14.204961776733398,31569.0,b430368dd22d,172.17.0.2,14.204961776733398,0.0,1.0,0.0043942928314208984,"1_act1=relu,act2=sigmoid,act3=sigmoid,act4=linear,batch_size=1000,bi1=random_normal,bi2=ones,bi3=he_normal,bi4=zeros,epochs=2,ki1=glorot_uniform,ki2=ones,ki3=ones,ki4=random_uniform,layer3=1,loss=squared_hinge,lr=4.1326,optimizer=rmsprop,unit3=1024",squared_hinge,1000.0,rmsprop,4.132630685733377,glorot_uniform,ones,ones,random_uniform,random_normal,ones,he_normal,zeros,relu,sigmoid,sigmoid,linear,2.0,1024.0,1.0
d6454_00002,0.10112500190734863,0.09549999982118607,24.07508158683777,True,,,1.0,88faf8227b104eaabe255c1d1667fd6b,2022-09-17_12-41-15,1663418475.0,24.07508158683777,31830.0,b430368dd22d,172.17.0.2,24.07508158683777,0.0,1.0,0.0052487850189208984,"2_act1=sigmoid,act2=hard_sigmoid,act3=relu,act4=selu,batch_size=512,bi1=random_uniform,bi2=truncated_normal,bi3=he_normal,bi4=zeros,epochs=4,ki1=orthogonal,ki2=he_uniform,ki3=lecun_normal,ki4=he_normal,layer3=1,loss=categorical_hinge,lr=0.8089,optimizer=nadam,unit3=1024",categorical_hinge,512.0,nadam,0.8089461285327367,orthogonal,he_uniform,lecun_normal,he_normal,random_uniform,truncated_normal,he_normal,zeros,sigmoid,hard_sigmoid,relu,selu,4.0,1024.0,1.0
d6454_00003,,,,,,,,176661aa92714ae6b3a184b188174333,2022-09-17_12-41-20,1663418480.0,,32215.0,b430368dd22d,172.17.0.2,,,,,,mean_absolute_error,512.0,rmsprop,7.676235286518314,random_uniform,ones,zeros,orthogonal,constant,orthogonal,lecun_normal,zeros,elu,tanh,tanh,softmax,4.0,1024.0,1.0
d6454_00004,,,,,,,,95c1c2265c3f4afe8cf9631ba0c905fb,2022-09-17_12-41-28,1663418488.0,,32574.0,b430368dd22d,172.17.0.2,,,,,,sparse_categorical_crossentropy,16.0,adagrad,7.916387588798281,random_uniform,lecun_normal,lecun_uniform,he_normal,orthogonal,truncated_normal,lecun_normal,zeros,sigmoid,hard_sigmoid,relu,softplus,2.0,1024.0,2.0
d6454_00005,,,,,,,,0fc63669813d4a5a97dbcf51f8a5cdf1,2022-09-17_12-41-36,1663418496.0,,32764.0,b430368dd22d,172.17.0.2,,,,,,binary_crossentropy,16.0,sgd,1.8792698034477329,truncated_normal,he_uniform,lecun_uniform,he_uniform,orthogonal,he_normal,random_normal,zeros,exponential,hard_sigmoid,tanh,relu,5.0,1024.0,0.0
d6454_00006,,,,,,,,7f9fed865f4f4c6f9b8751429c7d96e5,2022-09-17_12-41-44,1663418504.0,,33130.0,b430368dd22d,172.17.0.2,,,,,,sparse_categorical_crossentropy,32.0,adagrad,9.792563446657574,he_uniform,lecun_uniform,orthogonal,orthogonal,glorot_uniform,ones,lecun_uniform,zeros,softplus,softmax,hard_sigmoid,softmax,6.0,1024.0,2.0
d6454_00007,0.1016250029206276,0.09350000321865082,39.15517282485962,True,,,1.0,f797312ae22c46c2b2c1dc29beafc332,2022-09-17_12-42-37,1663418557.0,39.15517282485962,33323.0,b430368dd22d,172.17.0.2,39.15517282485962,0.0,1.0,0.004849672317504883,"7_act1=softplus,act2=hard_sigmoid,act3=softplus,act4=hard_sigmoid,batch_size=128,bi1=lecun_normal,bi2=glorot_normal,bi3=lecun_uniform,bi4=zeros,epochs=7,ki1=he_normal,ki2=glorot_normal,ki3=glorot_normal,ki4=he_uniform,layer3=1,loss=mean_squared_logarithmic_error,lr=6.3651,optimizer=adamax,unit3=1024",mean_squared_logarithmic_error,128.0,adamax,6.365127345589516,he_normal,glorot_normal,glorot_normal,he_uniform,lecun_normal,glorot_normal,lecun_uniform,zeros,softplus,hard_sigmoid,softplus,hard_sigmoid,7.0,1024.0,1.0
d6454_00008,,,,,,,,8dc10884576145fd97fdd6f96e9f4e51,2022-09-17_12-42-43,1663418563.0,,33601.0,b430368dd22d,172.17.0.2,,,,,,squared_hinge,128.0,sgd,3.821224772039548,glorot_uniform,orthogonal,glorot_normal,ones,glorot_normal,orthogonal,orthogonal,zeros,softmax,relu,softplus,exponential,5.0,1024.0,0.0
d6454_00009,0.1016250029206276,0.09350000321865082,14.789673089981079,True,,,1.0,0fcc11a428444f78bac8ae1b0af9d022,2022-09-17_12-43-06,1663418586.0,14.789673089981079,33923.0,b430368dd22d,172.17.0.2,14.789673089981079,0.0,1.0,0.004727840423583984,"9_act1=exponential,act2=softsign,act3=exponential,act4=relu,batch_size=1000,bi1=glorot_normal,bi2=constant,bi3=constant,bi4=zeros,epochs=2,ki1=zeros,ki2=lecun_normal,ki3=random_uniform,ki4=random_normal,layer3=0,loss=mean_absolute_percentage_error,lr=9.5401,optimizer=rmsprop,unit3=1024",mean_absolute_percentage_error,1000.0,rmsprop,9.540128787688634,zeros,lecun_normal,random_uniform,random_normal,glorot_normal,constant,constant,zeros,exponential,softsign,exponential,relu,2.0,1024.0,0.0
d6454_00010,,,,,,,,e4b4938933da4a15944024c6260b6a2e,2022-09-17_12-43-11,1663418591.0,,34139.0,b430368dd22d,172.17.0.2,,,,,,sparse_categorical_crossentropy,128.0,adam,5.18403093933236,glorot_normal,truncated_normal,random_uniform,orthogonal,zeros,truncated_normal,he_uniform,zeros,softsign,hard_sigmoid,tanh,sigmoid,4.0,1024.0,1.0
d6454_00011,0.09674999862909317,0.11299999803304672,41.800869941711426,True,,,1.0,16c4ef0e4045400585a811da57163f77,2022-09-17_12-44-05,1663418645.0,41.800869941711426,34333.0,b430368dd22d,172.17.0.2,41.800869941711426,0.0,1.0,0.004946708679199219,"11_act1=elu,act2=hard_sigmoid,act3=softplus,act4=softsign,batch_size=256,bi1=he_normal,bi2=ones,bi3=random_normal,bi4=zeros,epochs=9,ki1=lecun_normal,ki2=glorot_normal,ki3=ones,ki4=glorot_uniform,layer3=1,loss=categorical_hinge,lr=2.6756,optimizer=adadelta,unit3=1024",categorical_hinge,256.0,adadelta,2.6756267529367372,lecun_normal,glorot_normal,ones,glorot_uniform,he_normal,ones,random_normal,zeros,elu,hard_sigmoid,softplus,softsign,9.0,1024.0,1.0
