trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.bi1,config.bi2,config.act1,config.act2,config.epochs,config.unit1,config.layer1
b52b8_00000,0.5224999785423279,0.5249999761581421,4.4717559814453125,True,,,1.0,7109e4bd736d40d8993d78e709bd755a,2022-09-20_08-46-33,1663663593.0,4.4717559814453125,29778.0,b430368dd22d,172.17.0.2,4.4717559814453125,0.0,1.0,0.004663944244384766,0,mean_absolute_error,200.0,rmsprop,0.001,glorot_uniform,normal,zeros,zeros,sigmoid,softmax,10.0,1.0,1.0
b52b8_00001,0.996874988079071,0.9925000071525574,4.626211404800415,True,,,1.0,352aac73c0e64c35ade9122d4a328d80,2022-09-20_08-46-44,1663663604.0,4.626211404800415,30163.0,b430368dd22d,172.17.0.2,4.626211404800415,0.0,1.0,0.0063703060150146484,"1_act1=tanh,act2=hard_sigmoid,batch_size=200,bi1=lecun_normal,bi2=zeros,epochs=10,ki1=orthogonal,ki2=glorot_uniform,layer1=1,loss=poisson,lr=7.9416,optimizer=sgd,unit1=2",poisson,200.0,sgd,7.941645737988893,orthogonal,glorot_uniform,lecun_normal,zeros,tanh,hard_sigmoid,10.0,2.0,1.0
b52b8_00002,0.9700000286102295,0.9574999809265137,4.601266622543335,True,,,1.0,6a4d531cbec3428191c47f76230b81da,2022-09-20_08-46-54,1663663614.0,4.601266622543335,30427.0,b430368dd22d,172.17.0.2,4.601266622543335,0.0,1.0,0.005024909973144531,"2_act1=selu,act2=exponential,batch_size=32,bi1=ones,bi2=constant,epochs=4,ki1=he_uniform,ki2=zeros,layer1=0,loss=kullback_leibler_divergence,lr=2.9099,optimizer=sgd,unit1=2",kullback_leibler_divergence,32.0,sgd,2.909919808055287,he_uniform,zeros,ones,constant,selu,exponential,4.0,2.0,0.0
b52b8_00003,0.996874988079071,0.9950000047683716,3.2470829486846924,True,,,1.0,4e82652b3f9e4ef7b532b6c1a953c5b5,2022-09-20_08-47-03,1663663623.0,3.2470829486846924,31037.0,b430368dd22d,172.17.0.2,3.2470829486846924,0.0,1.0,0.005037069320678711,"3_act1=selu,act2=hard_sigmoid,batch_size=512,bi1=orthogonal,bi2=constant,epochs=4,ki1=glorot_normal,ki2=lecun_uniform,layer1=0,loss=logcosh,lr=4.5590,optimizer=adamax,unit1=2",logcosh,512.0,adamax,4.558972612541128,glorot_normal,lecun_uniform,orthogonal,constant,selu,hard_sigmoid,4.0,2.0,0.0
b52b8_00004,0.4937500059604645,0.4950000047683716,14.649627447128296,True,,,1.0,9cb279600f8f4cc2af65b56571e53ee0,2022-09-20_08-47-22,1663663642.0,14.649627447128296,31623.0,b430368dd22d,172.17.0.2,14.649627447128296,0.0,1.0,0.007350921630859375,"4_act1=exponential,act2=softsign,batch_size=16,bi1=zeros,bi2=he_uniform,epochs=12,ki1=constant,ki2=constant,layer1=1,loss=categorical_crossentropy,lr=1.6768,optimizer=adamax,unit1=1",categorical_crossentropy,16.0,adamax,1.6768390569696727,constant,constant,zeros,he_uniform,exponential,softsign,12.0,1.0,1.0
b52b8_00005,0.9925000071525574,0.987500011920929,6.293942928314209,True,,,1.0,839abbf5f4b84097abe15997d242f99c,2022-09-20_08-47-34,1663663654.0,6.293942928314209,32570.0,b430368dd22d,172.17.0.2,6.293942928314209,0.0,1.0,0.005196332931518555,"5_act1=exponential,act2=exponential,batch_size=64,bi1=he_uniform,bi2=glorot_normal,epochs=18,ki1=he_normal,ki2=he_normal,layer1=1,loss=poisson,lr=5.7073,optimizer=adadelta,unit1=2",poisson,64.0,adadelta,5.707309113883548,he_normal,he_normal,he_uniform,glorot_normal,exponential,exponential,18.0,2.0,1.0
b52b8_00006,,,,,,,,d3983b1e084d46289cd13799c709b7b0,2022-09-20_08-47-38,1663663658.0,,33317.0,b430368dd22d,172.17.0.2,,,,,,categorical_crossentropy,64.0,sgd,2.2267088007888063,random_normal,ones,truncated_normal,orthogonal,linear,exponential,10.0,2.0,0.0
b52b8_00007,0.4937500059604645,0.4950000047683716,4.471346616744995,True,,,1.0,776d93b434db46ceaf9e25f50a8e32f3,2022-09-20_08-47-50,1663663670.0,4.471346616744995,33777.0,b430368dd22d,172.17.0.2,4.471346616744995,0.0,1.0,0.004940509796142578,"7_act1=sigmoid,act2=relu,batch_size=128,bi1=he_normal,bi2=lecun_normal,epochs=5,ki1=random_uniform,ki2=constant,layer1=2,loss=kullback_leibler_divergence,lr=4.6433,optimizer=adadelta,unit1=1",kullback_leibler_divergence,128.0,adadelta,4.643286578199556,random_uniform,constant,he_normal,lecun_normal,sigmoid,relu,5.0,1.0,2.0
b52b8_00008,0.815625011920929,0.824999988079071,4.611033916473389,True,,,1.0,dc5f079f022649dba0b4ff919ab3fbcf,2022-09-20_08-48-00,1663663680.0,4.611033916473389,34205.0,b430368dd22d,172.17.0.2,4.611033916473389,0.0,1.0,0.005572319030761719,"8_act1=tanh,act2=selu,batch_size=512,bi1=truncated_normal,bi2=constant,epochs=15,ki1=he_uniform,ki2=he_normal,layer1=1,loss=binary_crossentropy,lr=3.3190,optimizer=adam,unit1=1",binary_crossentropy,512.0,adam,3.3190318181485265,he_uniform,he_normal,truncated_normal,constant,tanh,selu,15.0,1.0,1.0
b52b8_00009,,,,,,,,096a8d21bdd941ada9863b26d1e2a1b3,2022-09-20_08-48-05,1663663685.0,,34799.0,b430368dd22d,172.17.0.2,,,,,,logcosh,512.0,nadam,1.0547373488763905,constant,truncated_normal,zeros,orthogonal,linear,linear,6.0,2.0,1.0
b52b8_00010,0.5062500238418579,0.5049999952316284,5.1280293464660645,True,,,1.0,02c4d6620154450291f52224317ae3c5,2022-09-20_08-48-18,1663663698.0,5.1280293464660645,35147.0,b430368dd22d,172.17.0.2,5.1280293464660645,0.0,1.0,0.00409245491027832,"10_act1=softmax,act2=relu,batch_size=32,bi1=orthogonal,bi2=truncated_normal,epochs=4,ki1=zeros,ki2=orthogonal,layer1=0,loss=squared_hinge,lr=5.8457,optimizer=adagrad,unit1=0",squared_hinge,32.0,adagrad,5.845685743748157,zeros,orthogonal,orthogonal,truncated_normal,softmax,relu,4.0,0.0,0.0
b52b8_00011,,,,,,,,9f0716d20bea46f6b0fb41200065664a,2022-09-20_08-48-23,1663663703.0,,35526.0,b430368dd22d,172.17.0.2,,,,,,mean_squared_logarithmic_error,200.0,adamax,5.126441570821191,he_normal,lecun_normal,lecun_uniform,glorot_uniform,hard_sigmoid,exponential,18.0,2.0,1.0
b52b8_00012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52b8_00055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
