trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.ki3,config.bi1,config.bi2,config.bi3,config.act1,config.act2,config.act3,config.epochs,config.unit1,config.unit2,config.layer1,config.layer2
e9a7eec4,0.0,0.0,123.472327709198,True,,,1.0,5cd170a4bb844222a5b6cd004f078bab,2022-09-08_20-02-48,1662667368.0,123.472327709198,17764.0,83e87206dee1,172.17.0.3,123.472327709198,0.0,1.0,0.003688335418701172,"1_act1=tanh,act2=tanh,act3=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,epochs=20,ki1=uniform,ki2=uniform,ki3=uniform,layer1=1,layer2=1,loss=mean_absolute_error,lr=0.0100,optimizer=sgd,unit1=3,unit2=2",mean_absolute_error,32.0,sgd,0.01,uniform,uniform,uniform,zeros,zeros,zeros,tanh,tanh,softmax,20.0,3.0,2.0,1.0,1.0
eccb259e,0.0,0.0,301.3846433162689,True,,,1.0,e05ba42d08844a8cb66c578d16e218e0,2022-09-08_20-07-54,1662667674.0,301.3846433162689,19357.0,83e87206dee1,172.17.0.3,301.3846433162689,0.0,1.0,0.005278348922729492,"2_act1=elu,act2=elu,act3=elu,batch_size=16,bi1=zeros,bi2=zeros,bi3=zeros,epochs=37,ki1=zeros,ki2=zeros,ki3=zeros,layer1=0,layer2=0,loss=mean_squared_error,lr=0.0000,optimizer=sgd,unit1=1,unit2=1",mean_squared_error,16.0,sgd,9.999999974752427e-07,zeros,zeros,zeros,zeros,zeros,zeros,elu,elu,elu,37.0,1.0,1.0,0.0,0.0
369583b8,,,,,,,,0cde9fc3cb3941b2ae1ebf393ff02812,2022-09-08_20-07-59,1662667679.0,,21493.0,83e87206dee1,172.17.0.3,,,,,,categorical_hinge,64.0,adadelta,5.000000476837158,orthogonal,orthogonal,orthogonal,orthogonal,orthogonal,orthogonal,relu,relu,relu,46.0,3.0,2.0,1.0,1.0
ed0bc9fe,0.0,0.0,78.15154552459717,True,,,1.0,8a1b1c29979f47dea21560836871fb04,2022-09-08_20-09-26,1662667766.0,78.15154552459717,21845.0,83e87206dee1,172.17.0.3,78.15154552459717,0.0,1.0,0.0060350894927978516,"4_act1=hard_sigmoid,act2=hard_sigmoid,act3=selu,batch_size=32,bi1=glorot_uniform,bi2=glorot_uniform,bi3=glorot_uniform,epochs=10,ki1=he_normal,ki2=he_normal,ki3=random_normal,layer1=2,layer2=0,loss=mean_squared_logarithmic_error,lr=7.5000,optimizer=adagrad,unit1=6,unit2=1",mean_squared_logarithmic_error,32.0,adagrad,7.5,he_normal,he_normal,random_normal,glorot_uniform,glorot_uniform,glorot_uniform,hard_sigmoid,hard_sigmoid,selu,10.0,6.0,1.0,2.0,0.0
f268c686,0.0,0.0,27.639352560043335,True,,,1.0,c677967a0bc9479bacbf0c66356b6d8f,2022-09-08_20-09-58,1662667798.0,27.639352560043335,23240.0,83e87206dee1,172.17.0.3,27.639352560043335,0.0,1.0,0.0064847469329833984,"5_act1=selu,act2=selu,act3=hard_sigmoid,batch_size=256,bi1=random_normal,bi2=random_normal,bi3=random_normal,epochs=20,ki1=random_normal,ki2=random_normal,ki3=he_normal,layer1=0,layer2=2,loss=sparse_categorical_crossentropy,lr=2.5000,optimizer=adam,unit1=1,unit2=4",sparse_categorical_crossentropy,256.0,adam,2.5000007152557373,random_normal,random_normal,he_normal,random_normal,random_normal,random_normal,selu,selu,hard_sigmoid,20.0,1.0,4.0,0.0,2.0
23e2ff06,0.0,0.0,42.1390597820282,True,,,1.0,3cabcf1b36f44e5daae65e9187ebc8e5,2022-09-08_20-10-47,1662667847.0,42.1390597820282,23655.0,83e87206dee1,172.17.0.3,42.1390597820282,0.0,1.0,0.005108833312988281,"6_act1=exponential,act2=softsign,act3=softsign,batch_size=128,bi1=he_normal,bi2=he_normal,bi3=glorot_normal,epochs=16,ki1=truncated_normal,ki2=constant,ki3=truncated_normal,layer1=1,layer2=2,loss=squared_hinge,lr=3.7500,optimizer=adamax,unit1=3,unit2=4",squared_hinge,128.0,adamax,3.750000476837158,truncated_normal,constant,truncated_normal,he_normal,he_normal,glorot_normal,exponential,softsign,softsign,16.0,3.0,4.0,1.0,2.0
36f7579a,0.0,0.0,62.04525423049927,True,,,1.0,c5dc667c80ea41a285671e012f081944,2022-09-08_20-11-53,1662667913.0,62.04525423049927,23916.0,83e87206dee1,172.17.0.3,62.04525423049927,0.0,1.0,0.004172801971435547,"7_act1=softsign,act2=exponential,act3=exponential,batch_size=32,bi1=random_uniform,bi2=random_uniform,bi3=constant,epochs=8,ki1=lecun_normal,ki2=glorot_normal,ki3=lecun_normal,layer1=2,layer2=1,loss=binary_crossentropy,lr=8.7500,optimizer=adagrad,unit1=6,unit2=2",binary_crossentropy,32.0,adagrad,8.75,lecun_normal,glorot_normal,lecun_normal,random_uniform,random_uniform,constant,softsign,exponential,exponential,8.0,6.0,2.0,2.0,1.0
539435da,0.0,0.0,33.3027548789978,True,,,1.0,d6d5120d9ef14a86b5a0003c67a6c097,2022-09-08_20-12-31,1662667951.0,33.3027548789978,24505.0,83e87206dee1,172.17.0.3,33.3027548789978,0.0,1.0,0.004769086837768555,"8_act1=softmax,act2=tanh,act3=softmax,batch_size=256,bi1=constant,bi2=constant,bi3=random_uniform,epochs=24,ki1=glorot_normal,ki2=lecun_normal,ki3=constant,layer1=1,layer2=1,loss=mean_absolute_percentage_error,lr=6.2500,optimizer=adam,unit1=3,unit2=2",mean_absolute_percentage_error,256.0,adam,6.250000476837158,glorot_normal,lecun_normal,constant,constant,constant,random_uniform,softmax,tanh,softmax,24.0,3.0,2.0,1.0,1.0
7b83c07e,0.0,0.0,61.258464097976685,True,,,1.0,ba8968ba90934571a381cb90a11389eb,2022-09-08_20-13-37,1662668017.0,61.258464097976685,25190.0,83e87206dee1,172.17.0.3,61.258464097976685,0.0,1.0,0.004922151565551758,"9_act1=tanh,act2=softmax,act3=tanh,batch_size=64,bi1=glorot_normal,bi2=glorot_normal,bi3=he_normal,epochs=13,ki1=constant,ki2=truncated_normal,ki3=glorot_normal,layer1=0,layer2=0,loss=categorical_crossentropy,lr=1.2500,optimizer=rmsprop,unit1=1,unit2=1",categorical_crossentropy,64.0,rmsprop,1.2500008344650269,constant,truncated_normal,glorot_normal,glorot_normal,glorot_normal,he_normal,tanh,softmax,tanh,13.0,1.0,1.0,0.0,0.0
922ad150,0.0,0.0,33.208460330963135,True,,,1.0,ffaf314045a34b35a3ecc7639d7cccec,2022-09-08_20-14-18,1662668058.0,33.208460330963135,26150.0,83e87206dee1,172.17.0.3,33.208460330963135,0.0,1.0,0.0061757564544677734,"10_act1=sigmoid,act2=softmax,act3=exponential,batch_size=512,bi1=lecun_normal,bi2=lecun_normal,bi3=random_uniform,epochs=30,ki1=lecun_uniform,ki2=random_uniform,ki3=orthogonal,layer1=2,layer2=2,loss=squared_hinge,lr=1.8750,optimizer=adadelta,unit1=6,unit2=4",squared_hinge,512.0,adadelta,1.8750007152557373,lecun_uniform,random_uniform,orthogonal,lecun_normal,lecun_normal,random_uniform,sigmoid,softmax,exponential,30.0,6.0,4.0,2.0,2.0
b9857f16,0.0,0.0,300.1035797595978,True,,,1.0,1d7353b8d22142c990332a371f876e87,2022-09-08_20-19-26,1662668366.0,300.1035797595978,26372.0,83e87206dee1,172.17.0.3,300.1035797595978,0.0,1.0,0.0076749324798583984,"11_act1=selu,act2=tanh,act3=softsign,batch_size=64,bi1=truncated_normal,bi2=truncated_normal,bi3=he_normal,epochs=46,ki1=ones,ki2=lecun_normal,ki3=he_uniform,layer1=1,layer2=1,loss=binary_crossentropy,lr=6.8750,optimizer=nadam,unit1=3,unit2=2",binary_crossentropy,64.0,nadam,6.875000476837158,ones,lecun_normal,he_uniform,truncated_normal,truncated_normal,he_normal,selu,tanh,softsign,46.0,3.0,2.0,1.0,1.0
d1fa8406,0.0,0.0,50.12033033370972,True,,,1.0,99cdc815c1a0461fb1e74dbe7d2aa032,2022-09-08_20-20-21,1662668421.0,50.12033033370972,29393.0,83e87206dee1,172.17.0.3,50.12033033370972,0.0,1.0,0.005962371826171875,"12_act1=softsign,act2=hard_sigmoid,act3=sigmoid,batch_size=128,bi1=constant,bi2=constant,bi3=lecun_uniform,epochs=20,ki1=random_uniform,ki2=lecun_uniform,ki3=constant,layer1=0,layer2=1,loss=mean_absolute_error,lr=9.3750,optimizer=rmsprop,unit1=1,unit2=2",mean_absolute_error,128.0,rmsprop,9.375,random_uniform,lecun_uniform,constant,constant,constant,lecun_uniform,softsign,hard_sigmoid,sigmoid,20.0,1.0,2.0,0.0,1.0
89bb4c24,0.0,0.0,63.47512769699097,True,,,1.0,cbd78f8aaeb54d4583945c2493dabf86,2022-09-08_20-21-30,1662668490.0,63.47512769699097,30432.0,83e87206dee1,172.17.0.3,63.47512769699097,0.0,1.0,0.00541377067565918,"13_act1=exponential,act2=softplus,act3=selu,batch_size=32,bi1=glorot_normal,bi2=glorot_normal,bi3=ones,epochs=10,ki1=lecun_normal,ki2=ones,ki3=glorot_uniform,layer1=1,layer2=0,loss=logcosh,lr=4.3750,optimizer=adam,unit1=3,unit2=1",logcosh,32.0,adam,4.375000476837158,lecun_normal,ones,glorot_uniform,glorot_normal,glorot_normal,ones,exponential,softplus,selu,10.0,3.0,1.0,1.0,0.0
aa845162,0.0,0.0,44.46185231208801,True,,,1.0,1411510f7fca425dbdcf60415d09987d,2022-09-08_20-22-19,1662668539.0,44.46185231208801,31517.0,83e87206dee1,172.17.0.3,44.46185231208801,0.0,1.0,0.004857301712036133,"14_act1=softplus,act2=softsign,act3=tanh,batch_size=64,bi1=ones,bi2=ones,bi3=lecun_normal,epochs=10,ki1=he_uniform,ki2=orthogonal,ki3=ones,layer1=1,layer2=0,loss=mean_absolute_percentage_error,lr=3.1250,optimizer=adadelta,unit1=3,unit2=1",mean_absolute_percentage_error,64.0,adadelta,3.1250007152557373,he_uniform,orthogonal,ones,ones,ones,lecun_normal,softplus,softsign,tanh,10.0,3.0,1.0,1.0,0.0
