trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.ki3,config.bi1,config.bi2,config.bi3,config.act1,config.act2,config.act3,config.epochs,config.unit1,config.unit2,config.layer2
5b348_00000,0.3658536672592163,0.0,16.870048761367798,True,,,1.0,c42437957d6b4d86a0b4d210cbe79934,2022-09-08_12-18-56,1662639536.0,16.870048761367798,39529.0,83e87206dee1,172.17.0.3,16.870048761367798,0.0,1.0,0.004750967025756836,0,mse,50.0,sgd,0.01,glorot_uniform,glorot_uniform,glorot_uniform,zeros,zeros,zeros,sigmoid,sigmoid,sigmoid,1000.0,8.0,8.0,1.0
5b348_00001,0.12195122241973877,0.0,12.315016984939575,True,,,1.0,2e231855c8e746a4b35b803402b79061,2022-09-08_12-19-14,1662639554.0,12.315016984939575,1005.0,83e87206dee1,172.17.0.3,12.315016984939575,0.0,1.0,0.0061376094818115234,"1_act1=sigmoid,act2=sigmoid,act3=elu,batch_size=128,bi1=glorot_normal,bi2=he_uniform,bi3=glorot_uniform,epochs=727,ki1=glorot_uniform,ki2=lecun_uniform,ki3=glorot_uniform,layer2=2,loss=hinge,lr=7.9374,optimizer=sgd,unit1=8,unit2=16",hinge,128.0,sgd,7.937438710061313,glorot_uniform,lecun_uniform,glorot_uniform,glorot_normal,he_uniform,glorot_uniform,sigmoid,sigmoid,elu,727.0,8.0,16.0,2.0
5b348_00002,,,,,,,,29243b59d27a4ae9b23e494f30315848,2022-09-08_12-19-19,1662639559.0,,4056.0,83e87206dee1,172.17.0.3,,,,,,sparse_categorical_crossentropy,16.0,rmsprop,7.666561585347925,glorot_uniform,zeros,orthogonal,ones,random_uniform,zeros,selu,softmax,elu,1235.0,4.0,4.0,1.0
5b348_00003,0.2926829159259796,0.3636363744735718,28.31172490119934,True,,,1.0,bcba50fe811c43f0807aaa7b32176ff8,2022-09-08_12-19-57,1662639597.0,28.31172490119934,4677.0,83e87206dee1,172.17.0.3,28.31172490119934,0.0,1.0,0.004797697067260742,"3_act1=hard_sigmoid,act2=softmax,act3=selu,batch_size=50,bi1=he_uniform,bi2=he_uniform,bi3=glorot_normal,epochs=1235,ki1=he_normal,ki2=glorot_uniform,ki3=glorot_normal,layer2=2,loss=squared_hinge,lr=6.0709,optimizer=adagrad,unit1=4,unit2=8",squared_hinge,50.0,adagrad,6.0709407537937725,he_normal,glorot_uniform,glorot_normal,he_uniform,he_uniform,glorot_normal,hard_sigmoid,softmax,selu,1235.0,4.0,8.0,2.0
5b348_00004,,,,,,,,12a6d00b72b740ec88c4a44e43990998,2022-09-08_12-20-02,1662639602.0,,7413.0,83e87206dee1,172.17.0.3,,,,,,sparse_categorical_crossentropy,512.0,adam,7.175977938983998,zeros,he_normal,orthogonal,lecun_uniform,lecun_normal,constant,softplus,exponential,relu,1235.0,4.0,8.0,0.0
5b348_00005,,,,,,,,92f7a5a6223049ffa6133038230d59e0,2022-09-08_12-20-15,1662639615.0,,7972.0,83e87206dee1,172.17.0.3,,,,,,mean_squared_error,128.0,adagrad,4.011879739201913,zeros,he_normal,truncated_normal,glorot_normal,orthogonal,random_normal,elu,softmax,softsign,727.0,8.0,8.0,2.0
5b348_00006,,,,,,,,b1b3236e35954bfdbb7b85755e53f586,2022-09-08_12-20-24,1662639624.0,,8579.0,83e87206dee1,172.17.0.3,,,,,,hinge,128.0,adam,4.568586991945042,truncated_normal,truncated_normal,ones,orthogonal,lecun_normal,ones,relu,elu,selu,1527.0,16.0,8.0,1.0
5b348_00007,,,,,,,,492665e668bc43399d0d1fc65374b564,2022-09-08_12-20-32,1662639632.0,,8927.0,83e87206dee1,172.17.0.3,,,,,,kullback_leibler_divergence,32.0,adadelta,9.616657397882395,he_uniform,glorot_normal,orthogonal,glorot_uniform,glorot_normal,orthogonal,elu,sigmoid,softplus,1000.0,8.0,4.0,2.0
5b348_00008,0.0731707289814949,0.0,23.243499994277954,True,,,1.0,8a35e1a0e8c248ba9ac1a43f3ab1e249,2022-09-08_12-21-03,1662639663.0,23.243499994277954,9353.0,83e87206dee1,172.17.0.3,23.243499994277954,0.0,1.0,0.005576372146606445,"8_act1=softplus,act2=relu,act3=relu,batch_size=64,bi1=zeros,bi2=glorot_normal,bi3=random_uniform,epochs=1527,ki1=lecun_uniform,ki2=lecun_uniform,ki3=lecun_normal,layer2=0,loss=kullback_leibler_divergence,lr=9.9248,optimizer=adamax,unit1=16,unit2=4",kullback_leibler_divergence,64.0,adamax,9.92483502910025,lecun_uniform,lecun_uniform,lecun_normal,zeros,glorot_normal,random_uniform,softplus,relu,relu,1527.0,16.0,4.0,0.0
5b348_00009,0.09756097197532654,0.09090909361839294,13.089351415634155,True,,,1.0,6e11962fa6914989bdaceb8f99a844f2,2022-09-08_12-21-23,1662639683.0,13.089351415634155,10382.0,83e87206dee1,172.17.0.3,13.089351415634155,0.0,1.0,0.007447242736816406,"9_act1=hard_sigmoid,act2=softsign,act3=softmax,batch_size=512,bi1=ones,bi2=he_uniform,bi3=ones,epochs=1373,ki1=random_normal,ki2=zeros,ki3=orthogonal,layer2=2,loss=kullback_leibler_divergence,lr=7.0874,optimizer=adadelta,unit1=4,unit2=4",kullback_leibler_divergence,512.0,adadelta,7.087447268685067,random_normal,zeros,orthogonal,ones,he_uniform,ones,hard_sigmoid,softsign,softmax,1373.0,4.0,4.0,2.0
