trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.ki3,config.bi1,config.bi2,config.bi3,config.act1,config.act2,config.act3,config.epochs,config.unit1,config.unit2,config.layer1,config.layer2
90e7a_00000,0.0,0.0,129.60226941108704,True,,,1.0,1513184abc3c4ae6b6b4d7ea408bff52,2022-09-08_03-25-29,1662607529.0,129.60226941108704,26986.0,83e87206dee1,172.17.0.3,129.60226941108704,0.0,1.0,0.0046863555908203125,0,mean_absolute_error,32.0,sgd,0.01,uniform,uniform,uniform,zeros,zeros,zeros,tanh,tanh,softmax,20.0,3.0,2.0,1.0,1.0
90e7a_00001,,,,,,,,b49228d2c43b45d582e76c670a1df209,2022-09-08_03-25-33,1662607533.0,,27215.0,83e87206dee1,172.17.0.3,,,,,,categorical_hinge,128.0,adam,1.834348715226848,lecun_uniform,he_uniform,random_uniform,orthogonal,glorot_uniform,constant,tanh,linear,linear,23.0,1.0,4.0,1.0,0.0
90e7a_00002,0.0,0.0,26.62832522392273,True,,,1.0,03a50dd8fac74643bbc49fe710e39f36,2022-09-08_03-26-09,1662607569.0,26.62832522392273,27396.0,83e87206dee1,172.17.0.3,26.62832522392273,0.0,1.0,0.004653215408325195,"2_act1=hard_sigmoid,act2=elu,act3=linear,batch_size=128,bi1=lecun_normal,bi2=glorot_uniform,bi3=truncated_normal,epochs=9,ki1=lecun_normal,ki2=random_uniform,ki3=zeros,layer1=2,layer2=0,loss=mean_absolute_error,lr=2.1234,optimizer=adamax,unit1=6,unit2=1",mean_absolute_error,128.0,adamax,2.123391894443651,lecun_normal,random_uniform,zeros,lecun_normal,glorot_uniform,truncated_normal,hard_sigmoid,elu,linear,9.0,6.0,1.0,2.0,0.0
90e7a_00003,0.0,0.0,20.351558685302734,True,,,1.0,cf3ec86538bb4b949f1f0866775ab5f6,2022-09-08_03-26-34,1662607594.0,20.351558685302734,27599.0,83e87206dee1,172.17.0.3,20.351558685302734,0.0,1.0,0.0046138763427734375,"3_act1=exponential,act2=softsign,act3=softmax,batch_size=256,bi1=ones,bi2=glorot_uniform,bi3=glorot_normal,epochs=11,ki1=random_normal,ki2=glorot_normal,ki3=lecun_normal,layer1=0,layer2=2,loss=mean_absolute_percentage_error,lr=0.6505,optimizer=sgd,unit1=6,unit2=4",mean_absolute_percentage_error,256.0,sgd,0.6505168648012023,random_normal,glorot_normal,lecun_normal,ones,glorot_uniform,glorot_normal,exponential,softsign,softmax,11.0,6.0,4.0,0.0,2.0
90e7a_00004,0.0,0.0,29.9828782081604,True,,,1.0,336b4583adbd45aa9ee9c443a3b77ecc,2022-09-08_03-27-09,1662607629.0,29.9828782081604,27803.0,83e87206dee1,172.17.0.3,29.9828782081604,0.0,1.0,0.004627704620361328,"4_act1=softplus,act2=relu,act3=softmax,batch_size=512,bi1=truncated_normal,bi2=truncated_normal,bi3=glorot_uniform,epochs=40,ki1=lecun_uniform,ki2=random_normal,ki3=ones,layer1=1,layer2=2,loss=mean_absolute_percentage_error,lr=2.5878,optimizer=sgd,unit1=3,unit2=2",mean_absolute_percentage_error,512.0,sgd,2.587800557220188,lecun_uniform,random_normal,ones,truncated_normal,truncated_normal,glorot_uniform,softplus,relu,softmax,40.0,3.0,2.0,1.0,2.0
90e7a_00005,0.0,0.0,23.389764308929443,True,,,1.0,8411a746d5e645f1936f52d74c6c1710,2022-09-08_03-27-36,1662607656.0,23.389764308929443,28010.0,83e87206dee1,172.17.0.3,23.389764308929443,0.0,1.0,0.0052356719970703125,"5_act1=sigmoid,act2=exponential,act3=hard_sigmoid,batch_size=512,bi1=he_uniform,bi2=ones,bi3=random_uniform,epochs=28,ki1=uniform,ki2=lecun_uniform,ki3=random_uniform,layer1=0,layer2=0,loss=logcosh,lr=5.2083,optimizer=nadam,unit1=1,unit2=4",logcosh,512.0,nadam,5.208343079423977,uniform,lecun_uniform,random_uniform,he_uniform,ones,random_uniform,sigmoid,exponential,hard_sigmoid,28.0,1.0,4.0,0.0,0.0
90e7a_00006,0.0,0.0,170.92798900604248,True,,,1.0,3b2a08ce36fb43feb8ec542308201c67,2022-09-08_03-30-31,1662607831.0,170.92798900604248,28212.0,83e87206dee1,172.17.0.3,170.92798900604248,0.0,1.0,0.004305124282836914,"6_act1=selu,act2=elu,act3=linear,batch_size=16,bi1=zeros,bi2=lecun_uniform,bi3=constant,epochs=14,ki1=lecun_uniform,ki2=he_normal,ki3=constant,layer1=1,layer2=0,loss=categorical_crossentropy,lr=1.9872,optimizer=sgd,unit1=3,unit2=4",categorical_crossentropy,16.0,sgd,1.9871576166260425,lecun_uniform,he_normal,constant,zeros,lecun_uniform,constant,selu,elu,linear,14.0,3.0,4.0,1.0,0.0
90e7a_00007,0.0,0.0,129.8464276790619,True,,,1.0,5e0e7b6c753943b7b07f63361ca22acd,2022-09-08_03-32-46,1662607966.0,129.8464276790619,28445.0,83e87206dee1,172.17.0.3,129.8464276790619,0.0,1.0,0.004408836364746094,"7_act1=sigmoid,act2=relu,act3=linear,batch_size=16,bi1=lecun_uniform,bi2=random_uniform,bi3=constant,epochs=9,ki1=orthogonal,ki2=orthogonal,ki3=uniform,layer1=0,layer2=2,loss=kullback_leibler_divergence,lr=3.3090,optimizer=adadelta,unit1=1,unit2=4",kullback_leibler_divergence,16.0,adadelta,3.3089809176284675,orthogonal,orthogonal,uniform,lecun_uniform,random_uniform,constant,sigmoid,relu,linear,9.0,1.0,4.0,0.0,2.0
90e7a_00008,0.0,0.0,146.10045504570007,True,,,1.0,a23c6caf4f8c40ea8b4f4b47a9534d7b,2022-09-08_03-35-16,1662608116.0,146.10045504570007,28671.0,83e87206dee1,172.17.0.3,146.10045504570007,0.0,1.0,0.005109310150146484,"8_act1=selu,act2=tanh,act3=elu,batch_size=16,bi1=glorot_normal,bi2=glorot_uniform,bi3=glorot_uniform,epochs=11,ki1=uniform,ki2=orthogonal,ki3=he_normal,layer1=0,layer2=2,loss=mean_absolute_percentage_error,lr=5.6128,optimizer=adam,unit1=1,unit2=2",mean_absolute_percentage_error,16.0,adam,5.6127724144177655,uniform,orthogonal,he_normal,glorot_normal,glorot_uniform,glorot_uniform,selu,tanh,elu,11.0,1.0,2.0,0.0,2.0
90e7a_00009,0.0,0.0,34.404441118240356,True,,,1.0,73c36002088e4c958f5c49ab47920740,2022-09-08_03-35-54,1662608154.0,34.404441118240356,28940.0,83e87206dee1,172.17.0.3,34.404441118240356,0.0,1.0,0.0049054622650146484,"9_act1=softmax,act2=exponential,act3=hard_sigmoid,batch_size=256,bi1=he_normal,bi2=constant,bi3=truncated_normal,epochs=14,ki1=random_normal,ki2=he_uniform,ki3=orthogonal,layer1=1,layer2=2,loss=categorical_hinge,lr=7.5555,optimizer=nadam,unit1=3,unit2=2",categorical_hinge,256.0,nadam,7.555511629879349,random_normal,he_uniform,orthogonal,he_normal,constant,truncated_normal,softmax,exponential,hard_sigmoid,14.0,3.0,2.0,1.0,2.0
