trial_id,mean_loss,holdout_loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,neg_mean_loss,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.bi1,config.act1,config.epochs,config.unit1
90082_00000,7.3783769607543945,8.068316459655762,3.7871251106262207,True,,,1.0,-7.3783769607543945,6388d9d3015d4b10bd218d248612d63f,2022-09-18_09-09-21,1663492161.0,3.7871251106262207,14296.0,b430368dd22d,172.17.0.2,3.7871251106262207,0.0,1.0,0.0052165985107421875,0,mean_squared_error,32.0,rmsprop,0.001,glorot_uniform,zeros,linear,200.0,1.0
90082_00001,7.9484357833862305,8.562971115112305,4.3296592235565186,True,,,1.0,-7.9484357833862305,92b292ca3c764aa2bb8665dba5b8806c,2022-09-18_09-09-31,1663492171.0,4.3296592235565186,14489.0,b430368dd22d,172.17.0.2,4.3296592235565186,0.0,1.0,0.004740238189697266,"1_act1=tanh,batch_size=16,bi1=he_uniform,epochs=200,ki1=random_normal,loss=binary_crossentropy,lr=3.0619,optimizer=sgd,unit1=1",binary_crossentropy,16.0,sgd,3.0618770354607623,random_normal,he_uniform,tanh,200.0,1.0
90082_00002,6.124368667602539,6.739899158477783,2.893268585205078,True,,,1.0,-6.124368667602539,42340203ead74630ae27daaf4ca3ffe2,2022-09-18_09-09-40,1663492180.0,2.893268585205078,14680.0,b430368dd22d,172.17.0.2,2.893268585205078,0.0,1.0,0.005098819732666016,"2_act1=hard_sigmoid,batch_size=128,bi1=zeros,epochs=163,ki1=constant,loss=mean_squared_error,lr=2.9481,optimizer=rmsprop,unit1=2",mean_squared_error,128.0,rmsprop,2.9481482965831995,constant,zeros,hard_sigmoid,163.0,2.0
90082_00003,466.07550048828125,494.04840087890625,4.135459661483765,True,,,1.0,-466.07550048828125,0a94ef25cade4cf4a227f6684733ed66,2022-09-18_09-09-49,1663492189.0,4.135459661483765,14873.0,b430368dd22d,172.17.0.2,4.135459661483765,0.0,1.0,0.004726409912109375,"3_act1=linear,batch_size=16,bi1=random_uniform,epochs=200,ki1=constant,loss=categorical_hinge,lr=9.8395,optimizer=sgd,unit1=2",categorical_hinge,16.0,sgd,9.83950445136676,constant,random_uniform,linear,200.0,2.0
90082_00004,,,2.674847364425659,True,,,1.0,,2d380cea13454f488213834f7c711625,2022-09-18_09-09-58,1663492198.0,2.674847364425659,15063.0,b430368dd22d,172.17.0.2,2.674847364425659,0.0,1.0,0.0046443939208984375,"4_act1=tanh,batch_size=256,bi1=constant,epochs=133,ki1=ones,loss=sparse_categorical_crossentropy,lr=3.5441,optimizer=adadelta,unit1=0",sparse_categorical_crossentropy,256.0,adadelta,3.544130479108727,ones,constant,tanh,133.0,0.0
90082_00005,6.124382019042969,6.7399139404296875,2.781684160232544,True,,,1.0,-6.124382019042969,ddbe94df44aa4d0aadb7d462518cb698,2022-09-18_09-10-06,1663492206.0,2.781684160232544,15312.0,b430368dd22d,172.17.0.2,2.781684160232544,0.0,1.0,0.0054056644439697266,"5_act1=tanh,batch_size=512,bi1=glorot_normal,epochs=163,ki1=glorot_uniform,loss=mean_squared_logarithmic_error,lr=4.7312,optimizer=adagrad,unit1=1",mean_squared_logarithmic_error,512.0,adagrad,4.731165306441719,glorot_uniform,glorot_normal,tanh,163.0,1.0
90082_00006,,,4.02197790145874,True,,,1.0,,308b4549ce9c422db69aacf359abdbbe,2022-09-18_09-10-15,1663492215.0,4.02197790145874,15650.0,b430368dd22d,172.17.0.2,4.02197790145874,0.0,1.0,0.004559993743896484,"6_act1=softsign,batch_size=64,bi1=random_uniform,epochs=270,ki1=lecun_normal,loss=sparse_categorical_crossentropy,lr=6.8585,optimizer=rmsprop,unit1=1",sparse_categorical_crossentropy,64.0,rmsprop,6.8584922752880875,lecun_normal,random_uniform,softsign,270.0,1.0
90082_00007,6.4944682121276855,7.112881660461426,4.95044207572937,True,,,1.0,-6.4944682121276855,a92a1b538e1e4ba2809f703a4e06ed29,2022-09-18_09-10-26,1663492226.0,4.95044207572937,15881.0,b430368dd22d,172.17.0.2,4.95044207572937,0.0,1.0,0.005354642868041992,"7_act1=hard_sigmoid,batch_size=16,bi1=he_uniform,epochs=244,ki1=random_normal,loss=squared_hinge,lr=4.1033,optimizer=sgd,unit1=2",squared_hinge,16.0,sgd,4.103305993928095,random_normal,he_uniform,hard_sigmoid,244.0,2.0
90082_00008,,,3.069347620010376,True,,,1.0,,61fca827fb2c41b08ae212a278445a9e,2022-09-18_09-10-34,1663492234.0,3.069347620010376,16071.0,b430368dd22d,172.17.0.2,3.069347620010376,0.0,1.0,0.0053822994232177734,"8_act1=sigmoid,batch_size=256,bi1=random_normal,epochs=200,ki1=zeros,loss=sparse_categorical_crossentropy,lr=8.7174,optimizer=rmsprop,unit1=0",sparse_categorical_crossentropy,256.0,rmsprop,8.717411238949804,zeros,random_normal,sigmoid,200.0,0.0
90082_00009,8.124368667602539,8.739898681640625,2.8453445434570312,True,,,1.0,-8.124368667602539,0e8ff162e4c64dcb9dd4889479f07672,2022-09-18_09-10-42,1663492242.0,2.8453445434570312,16264.0,b430368dd22d,172.17.0.2,2.8453445434570312,0.0,1.0,0.0051212310791015625,"9_act1=elu,batch_size=256,bi1=ones,epochs=180,ki1=ones,loss=mean_squared_error,lr=9.2779,optimizer=adam,unit1=1",mean_squared_error,256.0,adam,9.277947165615409,ones,ones,elu,180.0,1.0
