trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.bi1,config.bi2,config.act1,config.act2,config.epochs,config.unit1,config.layer1
82a69_00000,0.7337499856948853,0.7325000166893005,4.28128981590271,True,,,1.0,5973e9a07b7d4e3cb481b4ff328d74df,2022-09-20_07-12-08,1663657928.0,4.28128981590271,35253.0,b430368dd22d,172.17.0.2,4.28128981590271,0.0,1.0,0.006742715835571289,0,mean_absolute_error,200.0,rmsprop,0.001,glorot_uniform,normal,zeros,zeros,sigmoid,softmax,10.0,1.0,1.0
82a69_00001,0.4937500059604645,0.4950000047683716,21.755969762802124,True,,,1.0,7564610d685b4505ab3471e380cbcadb,2022-09-20_07-12-34,1663657954.0,21.755969762802124,35594.0,b430368dd22d,172.17.0.2,21.755969762802124,0.0,1.0,0.005209922790527344,"1_act1=relu,act2=sigmoid,batch_size=16,bi1=constant,bi2=constant,epochs=18,ki1=constant,ki2=normal,layer1=2,loss=hinge,lr=7.7772,optimizer=adagrad,unit1=1",hinge,16.0,adagrad,7.777203234401993,constant,normal,constant,constant,relu,sigmoid,18.0,1.0,2.0
82a69_00002,0.5062500238418579,0.5049999952316284,6.394039869308472,True,,,1.0,148b9afd2ef4480c96f5d8e95b9ca53a,2022-09-20_07-12-46,1663657966.0,6.394039869308472,36180.0,b430368dd22d,172.17.0.2,6.394039869308472,0.0,1.0,0.004494667053222656,"2_act1=relu,act2=sigmoid,batch_size=32,bi1=truncated_normal,bi2=lecun_uniform,epochs=7,ki1=zeros,ki2=random_normal,layer1=1,loss=mean_absolute_error,lr=8.2962,optimizer=adamax,unit1=0",mean_absolute_error,32.0,adamax,8.296154747845032,zeros,random_normal,truncated_normal,lecun_uniform,relu,sigmoid,7.0,0.0,1.0
82a69_00003,0.9649999737739563,0.949999988079071,6.431092977523804,True,,,1.0,e38d5a518a6646efb1cc3d7b5a354ccc,2022-09-20_07-12-56,1663657976.0,6.431092977523804,36370.0,b430368dd22d,172.17.0.2,6.431092977523804,0.0,1.0,0.00511932373046875,"3_act1=elu,act2=linear,batch_size=16,bi1=ones,bi2=glorot_normal,epochs=5,ki1=random_uniform,ki2=he_normal,layer1=0,loss=mean_squared_error,lr=1.6167,optimizer=sgd,unit1=0",mean_squared_error,16.0,sgd,1.6167474809344395,random_uniform,he_normal,ones,glorot_normal,elu,linear,5.0,0.0,0.0
82a69_00004,0.2574999928474426,0.2874999940395355,7.720950126647949,True,,,1.0,a153f4c46dd3485ea124279e4dde005b,2022-09-20_07-13-09,1663657989.0,7.720950126647949,36746.0,b430368dd22d,172.17.0.2,7.720950126647949,0.0,1.0,0.005437612533569336,"4_act1=elu,act2=softplus,batch_size=64,bi1=he_normal,bi2=ones,epochs=18,ki1=ones,ki2=ones,layer1=2,loss=mean_absolute_error,lr=8.3777,optimizer=adam,unit1=1",mean_absolute_error,64.0,adam,8.377722043513085,ones,ones,he_normal,ones,elu,softplus,18.0,1.0,2.0
82a69_00005,0.9987499713897705,1.0,17.198139190673828,True,,,1.0,e2e03fcf00e24c8fbcc8f74782383b3e,2022-09-20_07-13-30,1663658010.0,17.198139190673828,36936.0,b430368dd22d,172.17.0.2,17.198139190673828,0.0,1.0,0.005276918411254883,"5_act1=softplus,act2=hard_sigmoid,batch_size=16,bi1=ones,bi2=lecun_normal,epochs=13,ki1=he_normal,ki2=zeros,layer1=2,loss=squared_hinge,lr=9.1790,optimizer=adadelta,unit1=1",squared_hinge,16.0,adadelta,9.17899478528595,he_normal,zeros,ones,lecun_normal,softplus,hard_sigmoid,13.0,1.0,2.0
82a69_00006,0.9806249737739563,0.9725000262260437,9.94233775138855,True,,,1.0,d5964c24385d46c48196d7547ce252a5,2022-09-20_07-13-45,1663658025.0,9.94233775138855,37380.0,b430368dd22d,172.17.0.2,9.94233775138855,0.0,1.0,0.0050814151763916016,"6_act1=relu,act2=softmax,batch_size=16,bi1=ones,bi2=he_normal,epochs=8,ki1=glorot_normal,ki2=random_normal,layer1=0,loss=logcosh,lr=8.7659,optimizer=adadelta,unit1=2",logcosh,16.0,adadelta,8.765903215738069,glorot_normal,random_normal,ones,he_normal,relu,softmax,8.0,2.0,0.0
82a69_00007,0.5062500238418579,0.5049999952316284,4.382295370101929,True,,,1.0,2eeff6b2087c46b3aa8226a0218a9eb3,2022-09-20_07-13-54,1663658034.0,4.382295370101929,37721.0,b430368dd22d,172.17.0.2,4.382295370101929,0.0,1.0,0.006028413772583008,"7_act1=softmax,act2=tanh,batch_size=256,bi1=he_normal,bi2=ones,epochs=18,ki1=random_normal,ki2=lecun_uniform,layer1=0,loss=mean_squared_error,lr=7.3198,optimizer=adagrad,unit1=1",mean_squared_error,256.0,adagrad,7.319776955708671,random_normal,lecun_uniform,he_normal,ones,softmax,tanh,18.0,1.0,0.0
82a69_00008,1.0,1.0,3.7140707969665527,True,,,1.0,be3446bf714c4a5db444194c5e637914,2022-09-20_07-14-03,1663658043.0,3.7140707969665527,37916.0,b430368dd22d,172.17.0.2,3.7140707969665527,0.0,1.0,0.004575490951538086,"8_act1=tanh,act2=softmax,batch_size=200,bi1=orthogonal,bi2=ones,epochs=8,ki1=constant,ki2=zeros,layer1=0,loss=poisson,lr=5.7277,optimizer=adadelta,unit1=1",poisson,200.0,adadelta,5.727650588601578,constant,zeros,orthogonal,ones,tanh,softmax,8.0,1.0,0.0
82a69_00009,0.5062500238418579,0.5049999952316284,16.31215214729309,True,,,1.0,1f60ac104cc94a89836c7b555d436f2e,2022-09-20_07-14-24,1663658064.0,16.31215214729309,38146.0,b430368dd22d,172.17.0.2,16.31215214729309,0.0,1.0,0.005888223648071289,"9_act1=exponential,act2=tanh,batch_size=32,bi1=he_normal,bi2=glorot_uniform,epochs=18,ki1=orthogonal,ki2=glorot_uniform,layer1=1,loss=squared_hinge,lr=1.1517,optimizer=nadam,unit1=1",squared_hinge,32.0,nadam,1.1517379882700958,orthogonal,glorot_uniform,he_normal,glorot_uniform,exponential,tanh,18.0,1.0,1.0
