trial_id,mean_loss,holdout_loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,neg_mean_loss,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.bi1,config.act1,config.epochs,config.unit1
fe81653a,3.552672863006592,3.911952018737793,3.8709709644317627,True,,,1.0,-3.552672863006592,221dd0d2699b4c768b6d79afa07e8fcc,2022-09-18_14-05-56,1663509956.0,3.8709709644317627,38870.0,b430368dd22d,172.17.0.2,3.8709709644317627,0.0,1.0,0.005105495452880859,"1_act1=linear,batch_size=32,bi1=zeros,epochs=200,ki1=glorot_uniform,loss=mean_squared_error,lr=0.0010,optimizer=rmsprop,unit1=1",mean_squared_error,32.0,rmsprop,0.001,glorot_uniform,zeros,linear,200.0,1.0
0187e344,57.730613708496094,60.30501937866211,3.8464910984039307,True,,,1.0,-57.730613708496094,3c5c947391494710a2cae677552477cc,2022-09-18_14-06-05,1663509965.0,3.8464910984039307,39060.0,b430368dd22d,172.17.0.2,3.8464910984039307,0.0,1.0,0.0057659149169921875,"2_act1=elu,batch_size=16,bi1=random_normal,epochs=129,ki1=he_uniform,loss=squared_hinge,lr=8.8425,optimizer=rmsprop,unit1=1",squared_hinge,16.0,rmsprop,8.842457337510625,he_uniform,random_normal,elu,129.0,1.0
044ed81c,6.124368667602539,6.739899158477783,3.055938482284546,True,,,1.0,-6.124368667602539,4fa7bc4ed3644c05bde5b99151f33526,2022-09-18_14-06-14,1663509974.0,3.055938482284546,39290.0,b430368dd22d,172.17.0.2,3.055938482284546,0.0,1.0,0.005178689956665039,"3_act1=hard_sigmoid,batch_size=512,bi1=ones,epochs=200,ki1=glorot_normal,loss=mean_squared_logarithmic_error,lr=2.4821,optimizer=sgd,unit1=2",mean_squared_logarithmic_error,512.0,sgd,2.4821375043632363,glorot_normal,ones,hard_sigmoid,200.0,2.0
09ac18ba,6.617409706115723,7.232940196990967,4.248885154724121,True,,,1.0,-6.617409706115723,b09701a2932a42b3b10a2801e824f835,2022-09-18_14-06-24,1663509984.0,4.248885154724121,39487.0,b430368dd22d,172.17.0.2,4.248885154724121,0.0,1.0,0.005242824554443359,"4_act1=sigmoid,batch_size=64,bi1=random_uniform,epochs=309,ki1=constant,loss=hinge,lr=7.4937,optimizer=adadelta,unit1=0",hinge,64.0,adadelta,7.493715085469874,constant,random_uniform,sigmoid,309.0,0.0
0f09e4c2,7.121236801147461,7.7372612953186035,3.2907981872558594,True,,,1.0,-7.121236801147461,c79b23f6df994af6a1742c5feba54ea7,2022-09-18_14-06-33,1663509993.0,3.2907981872558594,39678.0,b430368dd22d,172.17.0.2,3.2907981872558594,0.0,1.0,0.004794120788574219,"5_act1=exponential,batch_size=256,bi1=glorot_uniform,epochs=248,ki1=he_normal,loss=mean_squared_error,lr=1.8732,optimizer=rmsprop,unit1=2",mean_squared_error,256.0,rmsprop,1.8732462944892696,he_normal,glorot_uniform,exponential,248.0,2.0
14ffc5fe,,,5.346117258071899,True,,,1.0,,ba48b51160ca4baeaaed3a4dcb58d905,2022-09-18_14-06-44,1663510004.0,5.346117258071899,39869.0,b430368dd22d,172.17.0.2,5.346117258071899,0.0,1.0,0.005048274993896484,"6_act1=softsign,batch_size=32,bi1=zeros,epochs=385,ki1=he_uniform,loss=sparse_categorical_crossentropy,lr=6.5106,optimizer=adam,unit1=0",sparse_categorical_crossentropy,32.0,adam,6.5106213184763755,he_uniform,zeros,softsign,385.0,0.0
1a5d40d0,6.418181419372559,7.0241475105285645,3.330211639404297,True,,,1.0,-6.418181419372559,f2c1ad18facd461481b60077f71b7567,2022-09-18_14-06-53,1663510013.0,3.330211639404297,40061.0,b430368dd22d,172.17.0.2,3.330211639404297,0.0,1.0,0.004426002502441406,"7_act1=softsign,batch_size=16,bi1=ones,epochs=103,ki1=ones,loss=hinge,lr=8.4348,optimizer=sgd,unit1=2",hinge,16.0,sgd,8.434816699971051,ones,ones,softsign,103.0,2.0
20ec9806,1.3592040538787842,1.3832948207855225,4.5840325355529785,True,,,1.0,-1.3592040538787842,5ce90facf0bf4b63a06b694ed57aabb0,2022-09-18_14-07-03,1663510023.0,4.5840325355529785,40252.0,b430368dd22d,172.17.0.2,4.5840325355529785,0.0,1.0,0.005067586898803711,"8_act1=exponential,batch_size=64,bi1=lecun_uniform,epochs=385,ki1=he_uniform,loss=mean_squared_logarithmic_error,lr=2.9140,optimizer=adadelta,unit1=2",mean_squared_logarithmic_error,64.0,adadelta,2.913989701847852,he_uniform,lecun_uniform,exponential,385.0,2.0
2649bb30,6.124368667602539,6.739899158477783,3.034003973007202,True,,,1.0,-6.124368667602539,c6da2aacc3284f409a6b42b27105e8f2,2022-09-18_14-07-12,1663510032.0,3.034003973007202,40443.0,b430368dd22d,172.17.0.2,3.034003973007202,0.0,1.0,0.004721879959106445,"9_act1=softmax,batch_size=256,bi1=constant,epochs=200,ki1=random_normal,loss=categorical_crossentropy,lr=0.1621,optimizer=adam,unit1=0",categorical_crossentropy,256.0,adam,0.1621416809553098,random_normal,constant,softmax,200.0,0.0
2c401fe8,6490.22998046875,8643.3232421875,4.417107105255127,True,,,1.0,-6490.22998046875,26262d2e3556485faff9ee7143691704,2022-09-18_14-07-22,1663510042.0,4.417107105255127,40638.0,b430368dd22d,172.17.0.2,4.417107105255127,0.0,1.0,0.004954338073730469,"10_act1=exponential,batch_size=16,bi1=ones,epochs=200,ki1=he_uniform,loss=hinge,lr=1.4460,optimizer=adamax,unit1=2",hinge,16.0,adamax,1.4459789889213712,he_uniform,ones,exponential,200.0,2.0
