trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.ki3,config.bi1,config.bi2,config.bi3,config.act1,config.act2,config.act3,config.epochs,config.unit1,config.unit2,config.layer2
8341ee86,0.17073170840740204,0.27272728085517883,16.815378427505493,True,,,1.0,da279be765d04e6384a5a27c0e989a5c,2022-09-10_17-25-28,1662830728.0,16.815378427505493,562.0,b430368dd22d,172.17.0.2,16.815378427505493,0.0,1.0,0.004858493804931641,"1_act1=sigmoid,act2=sigmoid,act3=sigmoid,batch_size=50,bi1=zeros,bi2=zeros,bi3=zeros,epochs=1000,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,layer2=1,loss=mse,lr=0.0100,optimizer=sgd,unit1=8,unit2=8",mse,50.0,sgd,0.01,glorot_uniform,glorot_uniform,glorot_uniform,zeros,zeros,zeros,sigmoid,sigmoid,sigmoid,1000.0,8.0,8.0,1.0
8641a6e4,0.31707316637039185,0.3636363744735718,19.2782039642334,True,,,1.0,c9e956b41bc847d4b744c07432113786,2022-09-10_17-25-52,1662830752.0,19.2782039642334,968.0,b430368dd22d,172.17.0.2,19.2782039642334,0.0,1.0,0.004693269729614258,"2_act1=hard_sigmoid,act2=exponential,act3=hard_sigmoid,batch_size=128,bi1=truncated_normal,bi2=he_normal,bi3=glorot_normal,epochs=2104,ki1=he_normal,ki2=glorot_uniform,ki3=zeros,layer2=1,loss=mean_absolute_error,lr=6.0541,optimizer=adadelta,unit1=4,unit2=16",mean_absolute_error,128.0,adadelta,6.054072377850824,he_normal,glorot_uniform,zeros,truncated_normal,he_normal,glorot_normal,hard_sigmoid,exponential,hard_sigmoid,2104.0,4.0,16.0,1.0
90933aea,0.2195121943950653,0.1818181872367859,36.40420436859131,True,,,1.0,e08ab230ded64ba185970a01e312f5c6,2022-09-10_17-26-34,1662830794.0,36.40420436859131,1356.0,b430368dd22d,172.17.0.2,36.40420436859131,0.0,1.0,0.004638195037841797,"3_act1=sigmoid,act2=tanh,act3=sigmoid,batch_size=32,bi1=lecun_uniform,bi2=truncated_normal,bi3=truncated_normal,epochs=1281,ki1=he_uniform,ki2=glorot_normal,ki3=glorot_normal,layer2=0,loss=hinge,lr=3.5847,optimizer=nadam,unit1=8,unit2=4",hinge,32.0,nadam,3.5847480292038445,he_uniform,glorot_normal,glorot_normal,lecun_uniform,truncated_normal,truncated_normal,sigmoid,tanh,sigmoid,1281.0,8.0,4.0,0.0
9f7a4e22,0.0731707289814949,0.27272728085517883,6.919576644897461,True,,,1.0,3f81fbebe18d4e3585ec934a05cfd981,2022-09-10_17-26-47,1662830807.0,6.919576644897461,1884.0,b430368dd22d,172.17.0.2,6.919576644897461,0.0,1.0,0.005175113677978516,"4_act1=linear,act2=relu,act3=elu,batch_size=512,bi1=he_uniform,bi2=lecun_uniform,bi3=lecun_uniform,epochs=780,ki1=orthogonal,ki2=random_normal,ki3=orthogonal,layer2=2,loss=categorical_hinge,lr=7.9457,optimizer=adamax,unit1=8,unit2=4",categorical_hinge,512.0,adamax,7.945674180736479,orthogonal,random_normal,orthogonal,he_uniform,lecun_uniform,lecun_uniform,linear,relu,elu,780.0,8.0,4.0,2.0
b883b0c0,,,,,,,,4b32bfbe57ad458b8b13b6c82000b3c8,2022-09-10_17-26-52,1662830812.0,,2167.0,b430368dd22d,172.17.0.2,,,,,,binary_crossentropy,32.0,rmsprop,9.749162582717275,truncated_normal,he_uniform,truncated_normal,orthogonal,zeros,truncated_normal,sigmoid,hard_sigmoid,softmax,2696.0,4.0,16.0,1.0
bfab098e,,,,,,,,315c2edcdba641e685701110dbd95fd9,2022-09-10_17-26-59,1662830819.0,,2395.0,b430368dd22d,172.17.0.2,,,,,,mean_absolute_percentage_error,16.0,adamax,4.922651180960953,lecun_normal,he_normal,random_normal,truncated_normal,orthogonal,he_uniform,elu,hard_sigmoid,tanh,1642.0,4.0,8.0,2.0
c3d727ae,0.0,0.0,13.045966386795044,True,,,1.0,ed23f1c762314c978c5859b4e78542c0,2022-09-10_17-27-19,1662830839.0,13.045966386795044,2623.0,b430368dd22d,172.17.0.2,13.045966386795044,0.0,1.0,0.005845308303833008,"7_act1=selu,act2=softplus,act3=softplus,batch_size=32,bi1=glorot_uniform,bi2=lecun_normal,bi3=glorot_normal,epochs=370,ki1=truncated_normal,ki2=glorot_uniform,ki3=he_uniform,layer2=2,loss=binary_crossentropy,lr=6.7745,optimizer=adagrad,unit1=4,unit2=16",binary_crossentropy,32.0,adagrad,6.774457885411663,truncated_normal,glorot_uniform,he_uniform,glorot_uniform,lecun_normal,glorot_normal,selu,softplus,softplus,370.0,4.0,16.0,2.0
c803b4dc,0.2195121943950653,0.3636363744735718,15.557395696640015,True,,,1.0,25e106d9eb094cc9a85e34722fbd81a3,2022-09-10_17-27-40,1662830860.0,15.557395696640015,2995.0,b430368dd22d,172.17.0.2,15.557395696640015,0.0,1.0,0.005590915679931641,"8_act1=linear,act2=hard_sigmoid,act3=linear,batch_size=512,bi1=constant,bi2=constant,bi3=lecun_uniform,epochs=2696,ki1=lecun_normal,ki2=truncated_normal,ki3=he_uniform,layer2=0,loss=mean_absolute_percentage_error,lr=2.0867,optimizer=rmsprop,unit1=4,unit2=8",mean_absolute_percentage_error,512.0,rmsprop,2.0867064470912826,lecun_normal,truncated_normal,he_uniform,constant,constant,lecun_uniform,linear,hard_sigmoid,linear,2696.0,4.0,8.0,0.0
d2be2c04,0.04878048598766327,0.09090909361839294,12.067681550979614,True,,,1.0,f65836600adf4a69a24d518bfb9ec539,2022-09-10_17-27-57,1662830877.0,12.067681550979614,3712.0,b430368dd22d,172.17.0.2,12.067681550979614,0.0,1.0,0.005841732025146484,"9_act1=softplus,act2=softplus,act3=softmax,batch_size=32,bi1=he_uniform,bi2=glorot_uniform,bi3=lecun_uniform,epochs=475,ki1=lecun_normal,ki2=he_normal,ki3=random_normal,layer2=1,loss=mean_absolute_error,lr=0.7199,optimizer=adadelta,unit1=16,unit2=4",mean_absolute_error,32.0,adadelta,0.7199022039266114,lecun_normal,he_normal,random_normal,he_uniform,glorot_uniform,lecun_uniform,softplus,softplus,softmax,475.0,16.0,4.0,1.0
df43fba2,0.4146341383457184,0.7272727489471436,9.602060317993164,True,,,1.0,9d9ea3a4ee504dd3a508622a473940ff,2022-09-10_17-28-12,1662830892.0,9.602060317993164,4555.0,b430368dd22d,172.17.0.2,9.602060317993164,0.0,1.0,0.005060672760009766,"10_act1=elu,act2=exponential,act3=exponential,batch_size=32,bi1=he_normal,bi2=random_normal,bi3=glorot_normal,epochs=370,ki1=ones,ki2=truncated_normal,ki3=constant,layer2=1,loss=mean_squared_error,lr=1.9957,optimizer=sgd,unit1=16,unit2=16",mean_squared_error,32.0,sgd,1.9957113957150991,ones,truncated_normal,constant,he_normal,random_normal,glorot_normal,elu,exponential,exponential,370.0,16.0,16.0,1.0
