trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.ki3,config.ki4,config.bi1,config.bi2,config.bi3,config.bi4,config.act1,config.act2,config.act3,config.act4,config.epochs,config.unit3,config.layer3
a8ba1be2,0.6366249918937683,0.652999997138977,23.523454904556274,True,,,1.0,916e9a584c784eb1a00e24582188c5f0,2022-09-17_20-45-55,1663447555.0,23.523454904556274,32436.0,b430368dd22d,172.17.0.2,23.523454904556274,0.0,1.0,0.005296230316162109,"1_act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=1000,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=5,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=categorical_crossentropy,lr=0.0010,optimizer=adam,unit3=1024",categorical_crossentropy,1000.0,adam,0.001,glorot_uniform,glorot_uniform,glorot_uniform,glorot_uniform,zeros,zeros,zeros,zeros,relu,relu,relu,softmax,5.0,1024.0,1.0
abd4aef0,0.1016250029206276,0.09350000321865082,39.083529233932495,True,,,1.0,8540ae17237e46cd859cfaed3879efa8,2022-09-17_20-46-39,1663447599.0,39.083529233932495,33040.0,b430368dd22d,172.17.0.2,39.083529233932495,0.0,1.0,0.004718780517578125,"2_act1=relu,act2=sigmoid,act3=softsign,act4=tanh,batch_size=128,bi1=lecun_uniform,bi2=random_normal,bi3=random_normal,bi4=zeros,epochs=7,ki1=glorot_normal,ki2=glorot_uniform,ki3=ones,ki4=constant,layer3=1,loss=squared_hinge,lr=7.8984,optimizer=nadam,unit3=1024",squared_hinge,128.0,nadam,7.898399630138216,glorot_normal,glorot_uniform,ones,constant,lecun_uniform,random_normal,random_normal,zeros,relu,sigmoid,softsign,tanh,7.0,1024.0,1.0
ba33eb00,0.1016250029206276,0.09350000321865082,25.817716598510742,True,,,1.0,99b6f2af131e4efe9aea74fdddc009aa,2022-09-17_20-47-10,1663447630.0,25.817716598510742,33450.0,b430368dd22d,172.17.0.2,25.817716598510742,0.0,1.0,0.005598545074462891,"3_act1=linear,act2=sigmoid,act3=sigmoid,act4=exponential,batch_size=32,bi1=constant,bi2=random_normal,bi3=lecun_normal,bi4=zeros,epochs=3,ki1=ones,ki2=truncated_normal,ki3=random_uniform,ki4=ones,layer3=1,loss=mean_absolute_error,lr=4.4889,optimizer=adam,unit3=1024",mean_absolute_error,32.0,adam,4.4888946981771465,ones,truncated_normal,random_uniform,ones,constant,random_normal,lecun_normal,zeros,linear,sigmoid,sigmoid,exponential,3.0,1024.0,1.0
d46fa342,0.09962499886751175,0.1014999970793724,24.959393978118896,True,,,1.0,775311bf472f4c14ba522785cd0b3999,2022-09-17_20-47-40,1663447660.0,24.959393978118896,33711.0,b430368dd22d,172.17.0.2,24.959393978118896,0.0,1.0,0.005014657974243164,"4_act1=sigmoid,act2=sigmoid,act3=softsign,act4=selu,batch_size=1000,bi1=he_normal,bi2=zeros,bi3=glorot_uniform,bi4=zeros,epochs=5,ki1=glorot_normal,ki2=glorot_uniform,ki3=lecun_uniform,ki4=orthogonal,layer3=1,loss=kullback_leibler_divergence,lr=7.1752,optimizer=adagrad,unit3=1024",kullback_leibler_divergence,1000.0,adagrad,7.17519471766791,glorot_normal,glorot_uniform,lecun_uniform,orthogonal,he_normal,zeros,glorot_uniform,zeros,sigmoid,sigmoid,softsign,selu,5.0,1024.0,1.0
e6ea38b6,0.1016250029206276,0.09350000321865082,22.392637491226196,True,,,1.0,a58d3e54805e473fb271b5efdfe30b00,2022-09-17_20-48-08,1663447688.0,22.392637491226196,34122.0,b430368dd22d,172.17.0.2,22.392637491226196,0.0,1.0,0.004866838455200195,"5_act1=softplus,act2=softsign,act3=elu,act4=hard_sigmoid,batch_size=512,bi1=he_uniform,bi2=truncated_normal,bi3=orthogonal,bi4=zeros,epochs=4,ki1=orthogonal,ki2=lecun_normal,ki3=lecun_uniform,ki4=truncated_normal,layer3=0,loss=logcosh,lr=1.8032,optimizer=adam,unit3=1024",logcosh,512.0,adam,1.8032085360904977,orthogonal,lecun_normal,lecun_uniform,truncated_normal,he_uniform,truncated_normal,orthogonal,zeros,softplus,softsign,elu,hard_sigmoid,4.0,1024.0,0.0
f8cc286e,0.09987500309944153,0.10050000250339508,18.508148670196533,True,,,1.0,1c0adadd59a2437fa6cf79f7c1e5340b,2022-09-17_20-48-32,1663447712.0,18.508148670196533,34340.0,b430368dd22d,172.17.0.2,18.508148670196533,0.0,1.0,0.004372596740722656,"6_act1=linear,act2=hard_sigmoid,act3=softmax,act4=elu,batch_size=128,bi1=constant,bi2=glorot_normal,bi3=lecun_uniform,bi4=zeros,epochs=3,ki1=lecun_normal,ki2=orthogonal,ki3=he_uniform,ki4=truncated_normal,layer3=1,loss=categorical_hinge,lr=0.2668,optimizer=sgd,unit3=1024",categorical_hinge,128.0,sgd,0.2667564245298775,lecun_normal,orthogonal,he_uniform,truncated_normal,constant,glorot_normal,lecun_uniform,zeros,linear,hard_sigmoid,softmax,elu,3.0,1024.0,1.0
097e0678,0.1016250029206276,0.09350000321865082,20.88911461830139,True,,,1.0,274043bcf24a4104b0755bb5f5ee3754,2022-09-17_20-48-58,1663447738.0,20.88911461830139,34569.0,b430368dd22d,172.17.0.2,20.88911461830139,0.0,1.0,0.0051708221435546875,"7_act1=sigmoid,act2=softplus,act3=sigmoid,act4=softsign,batch_size=256,bi1=truncated_normal,bi2=lecun_uniform,bi3=constant,bi4=zeros,epochs=4,ki1=constant,ki2=glorot_uniform,ki3=random_uniform,ki4=lecun_normal,layer3=0,loss=categorical_crossentropy,lr=9.8318,optimizer=adamax,unit3=1024",categorical_crossentropy,256.0,adamax,9.831765177538538,constant,glorot_uniform,random_uniform,lecun_normal,truncated_normal,lecun_uniform,constant,zeros,sigmoid,softplus,sigmoid,softsign,4.0,1024.0,0.0
17cc03ba,,,,,,,,37c1d19f8f6b4e0da29784fbcee8b667,2022-09-17_20-49-03,1663447743.0,,34906.0,b430368dd22d,172.17.0.2,,,,,,poisson,1000.0,adam,6.902632163919276,he_uniform,random_uniform,zeros,orthogonal,constant,ones,orthogonal,zeros,elu,softmax,tanh,selu,7.0,1024.0,2.0
274bc974,0.10112500190734863,0.09549999982118607,24.160542964935303,True,,,1.0,7fc6699d907a42b5acfbf4fed792e589,2022-09-17_20-49-35,1663447775.0,24.160542964935303,35455.0,b430368dd22d,172.17.0.2,24.160542964935303,0.0,1.0,0.005413532257080078,"9_act1=selu,act2=relu,act3=elu,act4=tanh,batch_size=1000,bi1=glorot_uniform,bi2=constant,bi3=constant,bi4=zeros,epochs=5,ki1=random_uniform,ki2=zeros,ki3=lecun_uniform,ki4=constant,layer3=0,loss=logcosh,lr=3.2043,optimizer=sgd,unit3=1024",logcosh,1000.0,sgd,3.2043401725979,random_uniform,zeros,lecun_uniform,constant,glorot_uniform,constant,constant,zeros,selu,relu,elu,tanh,5.0,1024.0,0.0
2c1098ea,0.1016250029206276,0.09350000321865082,44.91300559043884,True,,,1.0,ffaa8e3ead304c5bbef7815c92ab80ad,2022-09-17_20-50-26,1663447826.0,44.91300559043884,35818.0,b430368dd22d,172.17.0.2,44.91300559043884,0.0,1.0,0.004876852035522461,"10_act1=softplus,act2=softplus,act3=softplus,act4=relu,batch_size=16,bi1=constant,bi2=lecun_normal,bi3=he_normal,bi4=zeros,epochs=3,ki1=zeros,ki2=orthogonal,ki3=glorot_uniform,ki4=truncated_normal,layer3=2,loss=mean_squared_logarithmic_error,lr=4.1384,optimizer=rmsprop,unit3=1024",mean_squared_logarithmic_error,16.0,rmsprop,4.138440411943046,zeros,orthogonal,glorot_uniform,truncated_normal,constant,lecun_normal,he_normal,zeros,softplus,softplus,softplus,relu,3.0,1024.0,2.0
