trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.ki3,config.bi1,config.bi2,config.bi3,config.act1,config.act2,config.act3,config.epochs,config.unit1,config.unit2,config.layer1,config.layer2
7f292_00000,0.0,0.0,126.87782716751099,True,,,1.0,ddc54d9aaa574c09b1d59e30c24205df,2022-09-07_21-12-38,1662585158.0,126.87782716751099,20361.0,83e87206dee1,172.17.0.3,126.87782716751099,0.0,1.0,0.004266500473022461,0,mean_absolute_error,32.0,sgd,0.01,uniform,uniform,uniform,zeros,zeros,zeros,tanh,tanh,softmax,20.0,3.0,2.0,1.0,1.0
7f292_00001,0.0,0.0,137.5741891860962,True,,,1.0,dd06466f6f404e439510dab8fcf25783,2022-09-07_21-15-00,1662585300.0,137.5741891860962,20598.0,83e87206dee1,172.17.0.3,137.5741891860962,0.0,1.0,0.006505012512207031,"1_act1=hard_sigmoid,act2=relu,act3=sigmoid,batch_size=16,bi1=he_uniform,bi2=he_uniform,bi3=ones,epochs=14,ki1=glorot_normal,ki2=uniform,ki3=glorot_normal,layer1=0,layer2=0,loss=mean_squared_error,lr=0.6728,optimizer=adadelta,unit1=3,unit2=2",mean_squared_error,16.0,adadelta,0.6728470619305327,glorot_normal,uniform,glorot_normal,he_uniform,he_uniform,ones,hard_sigmoid,relu,sigmoid,14.0,3.0,2.0,0.0,0.0
7f292_00002,0.0,0.0,145.21184301376343,True,,,1.0,052aec9881564a6e86e2fd31e1b071ec,2022-09-07_21-17-30,1662585450.0,145.21184301376343,20873.0,83e87206dee1,172.17.0.3,145.21184301376343,0.0,1.0,0.004851818084716797,"2_act1=softmax,act2=exponential,act3=softplus,batch_size=64,bi1=truncated_normal,bi2=he_uniform,bi3=glorot_uniform,epochs=31,ki1=ones,ki2=uniform,ki3=glorot_uniform,layer1=0,layer2=2,loss=kullback_leibler_divergence,lr=9.7980,optimizer=adamax,unit1=1,unit2=2",kullback_leibler_divergence,64.0,adamax,9.798035374005845,ones,uniform,glorot_uniform,truncated_normal,he_uniform,glorot_uniform,softmax,exponential,softplus,31.0,1.0,2.0,0.0,2.0
7f292_00003,0.0,0.0,29.43845295906067,True,,,1.0,e190eac4d3664c72892c106d177db887,2022-09-07_21-18-04,1662585484.0,29.43845295906067,21101.0,83e87206dee1,172.17.0.3,29.43845295906067,0.0,1.0,0.004667520523071289,"3_act1=hard_sigmoid,act2=exponential,act3=elu,batch_size=128,bi1=random_uniform,bi2=truncated_normal,bi3=random_uniform,epochs=12,ki1=lecun_normal,ki2=ones,ki3=lecun_normal,layer1=0,layer2=2,loss=mean_squared_error,lr=9.1581,optimizer=adadelta,unit1=3,unit2=2",mean_squared_error,128.0,adadelta,9.158143566093091,lecun_normal,ones,lecun_normal,random_uniform,truncated_normal,random_uniform,hard_sigmoid,exponential,elu,12.0,3.0,2.0,0.0,2.0
7f292_00004,0.0,0.0,280.85726141929626,True,,,1.0,13a8d45a73584d8da8091241100625ce,2022-09-07_21-22-50,1662585770.0,280.85726141929626,21358.0,83e87206dee1,172.17.0.3,280.85726141929626,0.0,1.0,0.005345821380615234,"4_act1=selu,act2=tanh,act3=selu,batch_size=16,bi1=constant,bi2=random_normal,bi3=glorot_normal,epochs=23,ki1=glorot_uniform,ki2=ones,ki3=uniform,layer1=1,layer2=0,loss=sparse_categorical_crossentropy,lr=0.8840,optimizer=adam,unit1=6,unit2=1",sparse_categorical_crossentropy,16.0,adam,0.8839705830706167,glorot_uniform,ones,uniform,constant,random_normal,glorot_normal,selu,tanh,selu,23.0,6.0,1.0,1.0,0.0
7f292_00005,0.0,0.0,451.1185348033905,True,,,1.0,91138ff305c34893b618d7a97558aadb,2022-09-07_21-30-25,1662586225.0,451.1185348033905,21625.0,83e87206dee1,172.17.0.3,451.1185348033905,0.0,1.0,0.007681131362915039,"5_act1=exponential,act2=exponential,act3=sigmoid,batch_size=16,bi1=he_uniform,bi2=random_uniform,bi3=glorot_uniform,epochs=31,ki1=lecun_normal,ki2=ones,ki3=ones,layer1=1,layer2=2,loss=hinge,lr=1.2038,optimizer=adadelta,unit1=3,unit2=1",hinge,16.0,adadelta,1.2037823746771887,lecun_normal,ones,ones,he_uniform,random_uniform,glorot_uniform,exponential,exponential,sigmoid,31.0,3.0,1.0,1.0,2.0
7f292_00006,0.0,0.0,36.1179473400116,True,,,1.0,47e9628518754862beefeb89020115c7,2022-09-07_21-31-05,1662586265.0,36.1179473400116,21955.0,83e87206dee1,172.17.0.3,36.1179473400116,0.0,1.0,0.004606962203979492,"6_act1=linear,act2=exponential,act3=elu,batch_size=512,bi1=lecun_uniform,bi2=random_uniform,bi3=truncated_normal,epochs=36,ki1=constant,ki2=glorot_uniform,ki3=glorot_normal,layer1=2,layer2=1,loss=hinge,lr=2.9987,optimizer=nadam,unit1=3,unit2=4",hinge,512.0,nadam,2.9987433845663816,constant,glorot_uniform,glorot_normal,lecun_uniform,random_uniform,truncated_normal,linear,exponential,elu,36.0,3.0,4.0,2.0,1.0
7f292_00007,0.0,0.0,70.60593605041504,True,,,1.0,5b54f40c8bfc48078f5803e14911bddf,2022-09-07_21-32-20,1662586340.0,70.60593605041504,22159.0,83e87206dee1,172.17.0.3,70.60593605041504,0.0,1.0,0.0043790340423583984,"7_act1=softmax,act2=linear,act3=sigmoid,batch_size=32,bi1=truncated_normal,bi2=random_uniform,bi3=he_normal,epochs=10,ki1=random_normal,ki2=uniform,ki3=lecun_normal,layer1=0,layer2=2,loss=sparse_categorical_crossentropy,lr=6.2677,optimizer=adam,unit1=1,unit2=4",sparse_categorical_crossentropy,32.0,adam,6.267705567401699,random_normal,uniform,lecun_normal,truncated_normal,random_uniform,he_normal,softmax,linear,sigmoid,10.0,1.0,4.0,0.0,2.0
7f292_00008,0.0,0.0,298.69958877563477,True,,,1.0,5c164ae389114b2280f8553d6a6e7f97,2022-09-07_21-37-23,1662586643.0,298.69958877563477,22372.0,83e87206dee1,172.17.0.3,298.69958877563477,0.0,1.0,0.004748344421386719,"8_act1=linear,act2=selu,act3=softmax,batch_size=16,bi1=he_normal,bi2=lecun_uniform,bi3=glorot_uniform,epochs=23,ki1=lecun_uniform,ki2=constant,ki3=orthogonal,layer1=2,layer2=0,loss=mean_squared_logarithmic_error,lr=4.0677,optimizer=adagrad,unit1=1,unit2=1",mean_squared_logarithmic_error,16.0,adagrad,4.067738078946304,lecun_uniform,constant,orthogonal,he_normal,lecun_uniform,glorot_uniform,linear,selu,softmax,23.0,1.0,1.0,2.0,0.0
7f292_00009,0.0,0.0,220.6494812965393,True,,,1.0,1baacd8243544bdfa4720a2d31aea072,2022-09-07_21-41-08,1662586868.0,220.6494812965393,22675.0,83e87206dee1,172.17.0.3,220.6494812965393,0.0,1.0,0.004853010177612305,"9_act1=softsign,act2=softsign,act3=elu,batch_size=16,bi1=lecun_uniform,bi2=random_uniform,bi3=glorot_uniform,epochs=17,ki1=orthogonal,ki2=glorot_uniform,ki3=lecun_normal,layer1=0,layer2=0,loss=mean_absolute_percentage_error,lr=9.8226,optimizer=nadam,unit1=3,unit2=4",mean_absolute_percentage_error,16.0,nadam,9.822560627110088,orthogonal,glorot_uniform,lecun_normal,lecun_uniform,random_uniform,glorot_uniform,softsign,softsign,elu,17.0,3.0,4.0,0.0,0.0
7f292_00010,,,,,,,,f9756c0edc17402a94ab70c94a2ec87f,2022-09-07_21-41-13,1662586873.0,,22915.0,83e87206dee1,172.17.0.3,,,,,,binary_crossentropy,16.0,adagrad,7.011442498522315,random_uniform,uniform,glorot_uniform,he_uniform,orthogonal,zeros,exponential,elu,elu,20.0,3.0,1.0,1.0,1.0
7f292_00011,0.0,0.0,21.471946477890015,True,,,1.0,2ac1f0fe1b7b4d98b150b4fe4dbc10eb,2022-09-07_21-41-44,1662586904.0,21.471946477890015,23096.0,83e87206dee1,172.17.0.3,21.471946477890015,0.0,1.0,0.004664421081542969,"11_act1=tanh,act2=exponential,act3=relu,batch_size=512,bi1=lecun_normal,bi2=glorot_uniform,bi3=zeros,epochs=20,ki1=he_normal,ki2=glorot_normal,ki3=lecun_uniform,layer1=1,layer2=2,loss=mean_absolute_error,lr=7.1870,optimizer=rmsprop,unit1=3,unit2=2",mean_absolute_error,512.0,rmsprop,7.186992941028694,he_normal,glorot_normal,lecun_uniform,lecun_normal,glorot_uniform,zeros,tanh,exponential,relu,20.0,3.0,2.0,1.0,2.0
7f292_00012,0.0,0.0,88.45759630203247,True,,,1.0,7cdeac90f1c24480bf4345ca1968d06f,2022-09-07_21-43-17,1662586997.0,88.45759630203247,23303.0,83e87206dee1,172.17.0.3,88.45759630203247,0.0,1.0,0.004895687103271484,"12_act1=softsign,act2=hard_sigmoid,act3=exponential,batch_size=64,bi1=ones,bi2=glorot_normal,bi3=he_uniform,epochs=17,ki1=orthogonal,ki2=orthogonal,ki3=lecun_uniform,layer1=0,layer2=2,loss=kullback_leibler_divergence,lr=5.4294,optimizer=adamax,unit1=6,unit2=4",kullback_leibler_divergence,64.0,adamax,5.429404901952834,orthogonal,orthogonal,lecun_uniform,ones,glorot_normal,he_uniform,softsign,hard_sigmoid,exponential,17.0,6.0,4.0,0.0,2.0
7f292_00013,0.0,0.0,151.8410449028015,True,,,1.0,d1b5fd8a3bf9418580aa2f7418e5ba4a,2022-09-07_21-45-54,1662587154.0,151.8410449028015,23562.0,83e87206dee1,172.17.0.3,151.8410449028015,0.0,1.0,0.004737377166748047,"13_act1=exponential,act2=sigmoid,act3=linear,batch_size=32,bi1=constant,bi2=truncated_normal,bi3=constant,epochs=20,ki1=constant,ki2=glorot_uniform,ki3=ones,layer1=2,layer2=2,loss=mean_squared_logarithmic_error,lr=9.2659,optimizer=sgd,unit1=6,unit2=1",mean_squared_logarithmic_error,32.0,sgd,9.265853905598428,constant,glorot_uniform,ones,constant,truncated_normal,constant,exponential,sigmoid,linear,20.0,6.0,1.0,2.0,2.0
7f292_00014,0.0,0.0,148.999826669693,True,,,1.0,5768b84ad5584282918a4d00dfe85094,2022-09-07_21-48-27,1662587307.0,148.999826669693,23790.0,83e87206dee1,172.17.0.3,148.999826669693,0.0,1.0,0.004893779754638672,"14_act1=linear,act2=softmax,act3=hard_sigmoid,batch_size=16,bi1=random_normal,bi2=random_uniform,bi3=zeros,epochs=10,ki1=constant,ki2=he_normal,ki3=glorot_normal,layer1=2,layer2=1,loss=mean_absolute_error,lr=9.6221,optimizer=adadelta,unit1=1,unit2=1",mean_absolute_error,16.0,adadelta,9.622129138946537,constant,he_normal,glorot_normal,random_normal,random_uniform,zeros,linear,softmax,hard_sigmoid,10.0,1.0,1.0,2.0,1.0
7f292_00015,0.0,0.0,77.961740732193,True,,,1.0,902c8b499e2444ffa316232ace1cbb4d,2022-09-07_21-49-49,1662587389.0,77.961740732193,24056.0,83e87206dee1,172.17.0.3,77.961740732193,0.0,1.0,0.004687070846557617,"15_act1=linear,act2=exponential,act3=elu,batch_size=64,bi1=lecun_normal,bi2=glorot_uniform,bi3=glorot_normal,epochs=12,ki1=he_uniform,ki2=constant,ki3=truncated_normal,layer1=1,layer2=1,loss=mean_squared_logarithmic_error,lr=8.0054,optimizer=nadam,unit1=3,unit2=4",mean_squared_logarithmic_error,64.0,nadam,8.00536125073137,he_uniform,constant,truncated_normal,lecun_normal,glorot_uniform,glorot_normal,linear,exponential,elu,12.0,3.0,4.0,1.0,1.0
