trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.ki3,config.bi1,config.bi2,config.bi3,config.act1,config.act2,config.act3,config.epochs,config.layer2
abce3c7a,0.4937500059604645,0.5249999761581421,6.569401979446411,True,,,1.0,54ea60635cfb4968a5da84a760c974df,2022-09-10_14-56-06,1662821766.0,6.569401979446411,15724.0,b430368dd22d,172.17.0.2,6.569401979446411,0.0,1.0,0.005487680435180664,"1_act1=relu,act2=relu,act3=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,layer2=1,loss=binary_crossentropy,lr=0.0010,optimizer=rmsprop",binary_crossentropy,32.0,rmsprop,0.001,glorot_uniform,glorot_uniform,glorot_uniform,zeros,zeros,zeros,relu,relu,softmax,1.0,1.0
aec98bf0,0.5062500238418579,0.4749999940395355,6.140896320343018,True,,,1.0,a00a12f41a064cc1bcc12eeb8dda7135,2022-09-10_14-56-17,1662821777.0,6.140896320343018,16242.0,b430368dd22d,172.17.0.2,6.140896320343018,0.0,1.0,0.004873037338256836,"2_act1=relu,act2=softmax,act3=linear,batch_size=64,bi1=glorot_uniform,bi2=he_normal,bi3=zeros,epochs=2,ki1=glorot_uniform,ki2=zeros,ki3=random_normal,layer2=2,loss=squared_hinge,lr=0.1030,optimizer=sgd",squared_hinge,64.0,sgd,0.1029955457374283,glorot_uniform,zeros,random_normal,glorot_uniform,he_normal,zeros,relu,softmax,linear,2.0,2.0
b301bb98,1.0,1.0,4.9441986083984375,True,,,1.0,1dbd76a91b844c2d839af578af58e663,2022-09-10_14-56-27,1662821787.0,4.9441986083984375,16741.0,b430368dd22d,172.17.0.2,4.9441986083984375,0.0,1.0,0.00561070442199707,"3_act1=elu,act2=softsign,act3=softsign,batch_size=128,bi1=random_uniform,bi2=random_normal,bi3=zeros,epochs=1,ki1=zeros,ki2=constant,ki3=constant,layer2=0,loss=poisson,lr=5.2704,optimizer=nadam",poisson,128.0,nadam,5.270410279448624,zeros,constant,constant,random_uniform,random_normal,zeros,elu,softsign,softsign,1.0,0.0
b99094b6,0.5062500238418579,0.4749999940395355,4.3253724575042725,True,,,1.0,3433609b4b5d45a4b9f2b313e1840330,2022-09-10_14-56-37,1662821797.0,4.3253724575042725,17181.0,b430368dd22d,172.17.0.2,4.3253724575042725,0.0,1.0,0.0051996707916259766,"4_act1=tanh,act2=softmax,act3=tanh,batch_size=512,bi1=truncated_normal,bi2=random_uniform,bi3=glorot_uniform,epochs=1,ki1=lecun_uniform,ki2=random_normal,ki3=random_uniform,layer2=0,loss=squared_hinge,lr=8.3896,optimizer=rmsprop",squared_hinge,512.0,rmsprop,8.389575503821463,lecun_uniform,random_normal,random_uniform,truncated_normal,random_uniform,glorot_uniform,tanh,softmax,tanh,1.0,0.0
bf86f02c,0.5062500238418579,0.4749999940395355,6.820614337921143,True,,,1.0,ef8c4c120beb4ddc91f44d197bb12947,2022-09-10_14-56-48,1662821808.0,6.820614337921143,17617.0,b430368dd22d,172.17.0.2,6.820614337921143,0.0,1.0,0.004705905914306641,"5_act1=sigmoid,act2=hard_sigmoid,act3=relu,batch_size=16,bi1=zeros,bi2=he_uniform,bi3=lecun_uniform,epochs=1,ki1=random_normal,ki2=constant,ki3=orthogonal,layer2=0,loss=mean_absolute_percentage_error,lr=3.3421,optimizer=adadelta",mean_absolute_percentage_error,16.0,adadelta,3.3421379429609175,random_normal,constant,orthogonal,zeros,he_uniform,lecun_uniform,sigmoid,hard_sigmoid,relu,1.0,0.0
c4e41f2c,,,,,,,,cb75a41b4827429dbc47e73719e6653b,2022-09-10_14-56-53,1662821813.0,,18187.0,b430368dd22d,172.17.0.2,,,,,,hinge,16.0,adadelta,2.178650218749316,constant,constant,constant,orthogonal,zeros,he_normal,exponential,softsign,linear,2.0,1.0
cc0b89c0,0.5062500238418579,0.4749999940395355,7.309092044830322,True,,,1.0,6b2b10121bac4ff9837efb364bcffe66,2022-09-10_14-57-09,1662821829.0,7.309092044830322,18655.0,b430368dd22d,172.17.0.2,7.309092044830322,0.0,1.0,0.0049991607666015625,"7_act1=hard_sigmoid,act2=exponential,act3=hard_sigmoid,batch_size=16,bi1=truncated_normal,bi2=lecun_uniform,bi3=random_normal,epochs=1,ki1=truncated_normal,ki2=random_uniform,ki3=truncated_normal,layer2=2,loss=squared_hinge,lr=6.3880,optimizer=adagrad",squared_hinge,16.0,adagrad,6.387958528395934,truncated_normal,random_uniform,truncated_normal,truncated_normal,lecun_uniform,random_normal,hard_sigmoid,exponential,hard_sigmoid,1.0,2.0
d168efd4,0.4937500059604645,0.5249999761581421,5.326164484024048,True,,,1.0,66b45ddc9588477ab46e7165d1c72bbe,2022-09-10_14-57-20,1662821840.0,5.326164484024048,19158.0,b430368dd22d,172.17.0.2,5.326164484024048,0.0,1.0,0.005161762237548828,"8_act1=linear,act2=softsign,act3=tanh,batch_size=32,bi1=zeros,bi2=orthogonal,bi3=he_uniform,epochs=1,ki1=truncated_normal,ki2=he_uniform,ki3=random_normal,layer2=0,loss=squared_hinge,lr=9.8754,optimizer=adagrad",squared_hinge,32.0,adagrad,9.875353483719485,truncated_normal,he_uniform,random_normal,zeros,orthogonal,he_uniform,linear,softsign,tanh,1.0,0.0
d89064d6,0.5062500238418579,0.4749999940395355,6.746623277664185,True,,,1.0,07444725760047f2bede28addd58e748,2022-09-10_14-57-32,1662821852.0,6.746623277664185,19583.0,b430368dd22d,172.17.0.2,6.746623277664185,0.0,1.0,0.005318403244018555,"9_act1=softsign,act2=selu,act3=elu,batch_size=128,bi1=truncated_normal,bi2=random_uniform,bi3=random_uniform,epochs=2,ki1=glorot_normal,ki2=truncated_normal,ki3=orthogonal,layer2=2,loss=mean_absolute_percentage_error,lr=9.5386,optimizer=nadam",mean_absolute_percentage_error,128.0,nadam,9.538643050010538,glorot_normal,truncated_normal,orthogonal,truncated_normal,random_uniform,random_uniform,softsign,selu,elu,2.0,2.0
df1f2dd2,0.4937500059604645,0.5249999761581421,4.1795494556427,True,,,1.0,51f764ba6d6f4369bf27b2d09f69e14f,2022-09-10_14-57-41,1662821861.0,4.1795494556427,19880.0,b430368dd22d,172.17.0.2,4.1795494556427,0.0,1.0,0.005548238754272461,"10_act1=tanh,act2=softplus,act3=softplus,batch_size=256,bi1=he_uniform,bi2=truncated_normal,bi3=he_uniform,epochs=1,ki1=glorot_normal,ki2=random_uniform,ki3=zeros,layer2=0,loss=kullback_leibler_divergence,lr=2.9146,optimizer=adamax",kullback_leibler_divergence,256.0,adamax,2.9145779924019193,glorot_normal,random_uniform,zeros,he_uniform,truncated_normal,he_uniform,tanh,softplus,softplus,1.0,0.0
