trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.ki3,config.bi1,config.bi2,config.bi3,config.act1,config.act2,config.act3,config.epochs,config.layer2
666b6_00000,0.4937500059604645,0.5249999761581421,9.489434242248535,True,,,1.0,28ef8eeb03c3416aa4d6d533893896d9,2022-09-07_13-39-01,1662557941.0,9.489434242248535,3440.0,83e87206dee1,172.17.0.3,9.489434242248535,0.0,1.0,0.0055425167083740234,0,binary_crossentropy,32.0,rmsprop,0.001,glorot_uniform,glorot_uniform,glorot_uniform,zeros,zeros,zeros,relu,relu,softmax,1.0,1.0
666b6_00001,0.4937500059604645,0.5249999761581421,7.201786756515503,True,,,1.0,67f6b91e4e4641d8951b85bcf0531e59,2022-09-07_13-39-14,1662557954.0,7.201786756515503,3949.0,83e87206dee1,172.17.0.3,7.201786756515503,0.0,1.0,0.004777431488037109,"1_act1=tanh,act2=softmax,act3=softmax,batch_size=512,bi1=truncated_normal,bi2=truncated_normal,bi3=zeros,epochs=1,ki1=he_uniform,ki2=random_uniform,ki3=truncated_normal,layer2=2,loss=hinge,lr=1.7017,optimizer=adadelta",hinge,512.0,adadelta,1.7017483131507636,he_uniform,random_uniform,truncated_normal,truncated_normal,truncated_normal,zeros,tanh,softmax,softmax,1.0,2.0
666b6_00002,0.5062500238418579,0.4749999940395355,7.352914094924927,True,,,1.0,c346cb3315ca4172a047f97812893375,2022-09-07_13-39-27,1662557967.0,7.352914094924927,4290.0,83e87206dee1,172.17.0.3,7.352914094924927,0.0,1.0,0.005287885665893555,"2_act1=softmax,act2=sigmoid,act3=sigmoid,batch_size=512,bi1=lecun_normal,bi2=truncated_normal,bi3=truncated_normal,epochs=2,ki1=truncated_normal,ki2=lecun_uniform,ki3=truncated_normal,layer2=1,loss=mean_squared_logarithmic_error,lr=7.8968,optimizer=nadam",mean_squared_logarithmic_error,512.0,nadam,7.896781861280447,truncated_normal,lecun_uniform,truncated_normal,lecun_normal,truncated_normal,truncated_normal,softmax,sigmoid,sigmoid,2.0,1.0
666b6_00003,0.4937500059604645,0.5249999761581421,6.315927982330322,True,,,1.0,db591133cfe34cdda777814ff5013a18,2022-09-07_13-39-38,1662557978.0,6.315927982330322,4772.0,83e87206dee1,172.17.0.3,6.315927982330322,0.0,1.0,0.0054090023040771484,"3_act1=tanh,act2=sigmoid,act3=softmax,batch_size=512,bi1=random_normal,bi2=random_uniform,bi3=random_uniform,epochs=2,ki1=glorot_normal,ki2=lecun_normal,ki3=constant,layer2=0,loss=mean_absolute_percentage_error,lr=0.3559,optimizer=rmsprop",mean_absolute_percentage_error,512.0,rmsprop,0.3558960239359069,glorot_normal,lecun_normal,constant,random_normal,random_uniform,random_uniform,tanh,sigmoid,softmax,2.0,0.0
666b6_00004,1.0,1.0,6.645531892776489,True,,,1.0,21ab10f5747d431e9c74e3e624ff1b3a,2022-09-07_13-39-50,1662557990.0,6.645531892776489,5400.0,83e87206dee1,172.17.0.3,6.645531892776489,0.0,1.0,0.005075931549072266,"4_act1=elu,act2=tanh,act3=hard_sigmoid,batch_size=256,bi1=random_normal,bi2=zeros,bi3=constant,epochs=2,ki1=zeros,ki2=random_normal,ki3=orthogonal,layer2=2,loss=mean_absolute_error,lr=4.8838,optimizer=adam",mean_absolute_error,256.0,adam,4.883828244410065,zeros,random_normal,orthogonal,random_normal,zeros,constant,elu,tanh,hard_sigmoid,2.0,2.0
666b6_00005,0.5062500238418579,0.4749999940395355,6.852789640426636,True,,,1.0,a0c47904cd8347a3b56f84bb8a414b59,2022-09-07_13-40-02,1662558002.0,6.852789640426636,5880.0,83e87206dee1,172.17.0.3,6.852789640426636,0.0,1.0,0.0047740936279296875,"5_act1=sigmoid,act2=linear,act3=linear,batch_size=512,bi1=truncated_normal,bi2=random_uniform,bi3=he_uniform,epochs=1,ki1=truncated_normal,ki2=truncated_normal,ki3=orthogonal,layer2=1,loss=mean_squared_logarithmic_error,lr=8.6368,optimizer=adam",mean_squared_logarithmic_error,512.0,adam,8.636849870636762,truncated_normal,truncated_normal,orthogonal,truncated_normal,random_uniform,he_uniform,sigmoid,linear,linear,1.0,1.0
666b6_00006,0.5062500238418579,0.4749999940395355,8.75544261932373,True,,,1.0,4d89d6aeb9d94aeab115b0dea3bf256f,2022-09-07_13-40-16,1662558016.0,8.75544261932373,6361.0,83e87206dee1,172.17.0.3,8.75544261932373,0.0,1.0,0.005300045013427734,"6_act1=softsign,act2=selu,act3=exponential,batch_size=128,bi1=random_normal,bi2=ones,bi3=glorot_uniform,epochs=1,ki1=lecun_uniform,ki2=he_normal,ki3=random_uniform,layer2=1,loss=poisson,lr=3.0333,optimizer=nadam",poisson,128.0,nadam,3.0332848236185113,lecun_uniform,he_normal,random_uniform,random_normal,ones,glorot_uniform,softsign,selu,exponential,1.0,1.0
666b6_00007,1.0,1.0,15.07518196105957,True,,,1.0,89abbf9c1d2644c99c1f74748892b646,2022-09-07_13-40-36,1662558036.0,15.07518196105957,6857.0,83e87206dee1,172.17.0.3,15.07518196105957,0.0,1.0,0.004862546920776367,"7_act1=linear,act2=tanh,act3=elu,batch_size=16,bi1=he_uniform,bi2=lecun_normal,bi3=truncated_normal,epochs=2,ki1=zeros,ki2=constant,ki3=orthogonal,layer2=1,loss=hinge,lr=0.6920,optimizer=nadam",hinge,16.0,nadam,0.6920339393508153,zeros,constant,orthogonal,he_uniform,lecun_normal,truncated_normal,linear,tanh,elu,2.0,1.0
666b6_00008,,,,,,,,2f87f954f96a44a1953abfb7d6e8c669,2022-09-07_13-40-41,1662558041.0,,7446.0,83e87206dee1,172.17.0.3,,,,,,squared_hinge,32.0,rmsprop,2.5391558715882026,orthogonal,lecun_normal,glorot_normal,he_uniform,random_normal,constant,tanh,sigmoid,softplus,2.0,2.0
666b6_00009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666b6_00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666b6_00011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666b6_00012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666b6_00013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666b6_00014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
