trial_id,mean_accuracy,holdout_acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.loss,config.batch_size,config.optimizer,config.lr,config.ki1,config.ki2,config.ki3,config.bi1,config.bi2,config.bi3,config.act1,config.act2,config.act3,config.epochs,config.unit1,config.unit2,config.layer1,config.layer2
c49e7_00000,0.40937501192092896,0.5249999761581421,13.096050500869751,True,,,1.0,adbe2fd0e5544b83bf51b3863220ebc4,2022-09-08_09-58-38,1662631118.0,13.096050500869751,27700.0,83e87206dee1,172.17.0.3,13.096050500869751,0.0,1.0,0.005176067352294922,0,binary_crossentropy,20.0,adadelta,0.001,glorot_uniform,glorot_uniform,glorot_uniform,zeros,zeros,zeros,relu,relu,sigmoid,20.0,20.0,20.0,1.0,1.0
c49e7_00001,0.10781250149011612,0.09375,15.773761510848999,True,,,1.0,62a438c022af4b5ab9f8ecfbd015968e,2022-09-08_09-58-59,1662631139.0,15.773761510848999,28341.0,83e87206dee1,172.17.0.3,15.773761510848999,0.0,1.0,0.00577235221862793,"1_act1=softsign,act2=hard_sigmoid,act3=linear,batch_size=32,bi1=he_uniform,bi2=he_uniform,bi3=lecun_normal,epochs=42,ki1=glorot_normal,ki2=orthogonal,ki3=truncated_normal,layer1=1,layer2=0,loss=logcosh,lr=5.3778,optimizer=rmsprop,unit1=40,unit2=20",logcosh,32.0,rmsprop,5.377815335008896,glorot_normal,orthogonal,truncated_normal,he_uniform,he_uniform,lecun_normal,softsign,hard_sigmoid,linear,42.0,40.0,20.0,1.0,0.0
c49e7_00002,0.5453125238418579,0.612500011920929,10.646321535110474,True,,,1.0,e74f55108283482d9a5f5b95a784fc55,2022-09-08_09-59-15,1662631155.0,10.646321535110474,29112.0,83e87206dee1,172.17.0.3,10.646321535110474,0.0,1.0,0.0050051212310791016,"2_act1=elu,act2=softplus,act3=tanh,batch_size=20,bi1=glorot_normal,bi2=random_normal,bi3=constant,epochs=16,ki1=he_uniform,ki2=ones,ki3=ones,layer1=2,layer2=2,loss=mean_squared_logarithmic_error,lr=1.7781,optimizer=adagrad,unit1=40,unit2=20",mean_squared_logarithmic_error,20.0,adagrad,1.7781428029554849,he_uniform,ones,ones,glorot_normal,random_normal,constant,elu,softplus,tanh,16.0,40.0,20.0,2.0,2.0
c49e7_00003,,,,,,,,b38b455775144319a54ebd0a4b3695b9,2022-09-08_09-59-20,1662631160.0,,29804.0,83e87206dee1,172.17.0.3,,,,,,sparse_categorical_crossentropy,32.0,adagrad,0.7356095734487589,glorot_normal,he_uniform,he_uniform,orthogonal,zeros,random_normal,sigmoid,exponential,softplus,29.0,40.0,20.0,0.0,0.0
c49e7_00004,0.34687501192092896,0.29374998807907104,7.9044413566589355,True,,,1.0,981b14d8d65d4eaab6f24d69b8168aea,2022-09-08_09-59-36,1662631176.0,7.9044413566589355,31016.0,83e87206dee1,172.17.0.3,7.9044413566589355,0.0,1.0,0.005207538604736328,"4_act1=sigmoid,act2=softplus,act3=softmax,batch_size=128,bi1=lecun_uniform,bi2=glorot_uniform,bi3=he_uniform,epochs=9,ki1=orthogonal,ki2=constant,ki3=he_normal,layer1=1,layer2=1,loss=hinge,lr=5.9929,optimizer=adamax,unit1=10,unit2=40",hinge,128.0,adamax,5.992874542300965,orthogonal,constant,he_normal,lecun_uniform,glorot_uniform,he_uniform,sigmoid,softplus,softmax,9.0,10.0,40.0,1.0,1.0
c49e7_00005,,,,,,,,4d5a99dbb0c2483698cd35fefd53d5a7,2022-09-08_09-59-41,1662631181.0,,31513.0,83e87206dee1,172.17.0.3,,,,,,mean_squared_logarithmic_error,512.0,adagrad,2.6192066412722492,glorot_normal,truncated_normal,ones,zeros,lecun_normal,orthogonal,hard_sigmoid,exponential,tanh,13.0,20.0,10.0,2.0,1.0
c49e7_00006,0.5453125238418579,0.612500011920929,8.235120296478271,True,,,1.0,c56065572ad94fd8b55a3ab4dd3e34eb,2022-09-08_10-00-00,1662631200.0,8.235120296478271,31837.0,83e87206dee1,172.17.0.3,8.235120296478271,0.0,1.0,0.005086421966552734,"6_act1=sigmoid,act2=tanh,act3=relu,batch_size=64,bi1=orthogonal,bi2=truncated_normal,bi3=random_normal,epochs=29,ki1=he_normal,ki2=orthogonal,ki3=orthogonal,layer1=0,layer2=0,loss=hinge,lr=8.7766,optimizer=nadam,unit1=10,unit2=40",hinge,64.0,nadam,8.776614400333855,he_normal,orthogonal,orthogonal,orthogonal,truncated_normal,random_normal,sigmoid,tanh,relu,29.0,10.0,40.0,0.0,0.0
c49e7_00007,0.34687501192092896,0.29374998807907104,5.081595420837402,True,,,1.0,a0e6d4e8012e4d7ba3cd4959a1565aba,2022-09-08_10-00-10,1662631210.0,5.081595420837402,32329.0,83e87206dee1,172.17.0.3,5.081595420837402,0.0,1.0,0.004847288131713867,"7_act1=elu,act2=softsign,act3=selu,batch_size=512,bi1=lecun_normal,bi2=glorot_normal,bi3=random_normal,epochs=24,ki1=random_uniform,ki2=truncated_normal,ki3=lecun_normal,layer1=2,layer2=1,loss=kullback_leibler_divergence,lr=8.0270,optimizer=sgd,unit1=10,unit2=20",kullback_leibler_divergence,512.0,sgd,8.027028381495226,random_uniform,truncated_normal,lecun_normal,lecun_normal,glorot_normal,random_normal,elu,softsign,selu,24.0,10.0,20.0,2.0,1.0
c49e7_00008,,,,,,,,9d771a5645674d3dbcd115dd2a550a37,2022-09-08_10-00-15,1662631215.0,,32754.0,83e87206dee1,172.17.0.3,,,,,,logcosh,128.0,adadelta,4.79607094350805,lecun_uniform,glorot_uniform,he_normal,orthogonal,truncated_normal,random_normal,sigmoid,elu,softplus,42.0,10.0,40.0,1.0,2.0
c49e7_00009,0.34687501192092896,0.29374998807907104,5.997622966766357,True,,,1.0,d783c0926f024586939b56e0965c44d1,2022-09-08_10-00-31,1662631231.0,5.997622966766357,33156.0,83e87206dee1,172.17.0.3,5.997622966766357,0.0,1.0,0.005274295806884766,"9_act1=softmax,act2=hard_sigmoid,act3=tanh,batch_size=512,bi1=truncated_normal,bi2=constant,bi3=glorot_normal,epochs=35,ki1=constant,ki2=glorot_normal,ki3=truncated_normal,layer1=0,layer2=1,loss=hinge,lr=1.3228,optimizer=nadam,unit1=20,unit2=40",hinge,512.0,nadam,1.3227994682585762,constant,glorot_normal,truncated_normal,truncated_normal,constant,glorot_normal,softmax,hard_sigmoid,tanh,35.0,20.0,40.0,0.0,1.0
c49e7_00010,0.5453125238418579,0.612500011920929,9.830384492874146,True,,,1.0,38cba5b7eaba474b91ba3e175bd16cf0,2022-09-08_10-00-46,1662631246.0,9.830384492874146,33669.0,83e87206dee1,172.17.0.3,9.830384492874146,0.0,1.0,0.0055086612701416016,"10_act1=linear,act2=relu,act3=softsign,batch_size=20,bi1=he_normal,bi2=truncated_normal,bi3=ones,epochs=13,ki1=ones,ki2=glorot_normal,ki3=glorot_uniform,layer1=1,layer2=1,loss=kullback_leibler_divergence,lr=3.7632,optimizer=adam,unit1=40,unit2=40",kullback_leibler_divergence,20.0,adam,3.7632145037093827,ones,glorot_normal,glorot_uniform,he_normal,truncated_normal,ones,linear,relu,softsign,13.0,40.0,40.0,1.0,1.0
c49e7_00011,0.5453125238418579,0.612500011920929,5.8007972240448,True,,,1.0,fef99a79ef354b5c855cadde9bc7472f,2022-09-08_10-00-57,1662631257.0,5.8007972240448,34039.0,83e87206dee1,172.17.0.3,5.8007972240448,0.0,1.0,0.005362272262573242,"11_act1=elu,act2=linear,act3=softplus,batch_size=512,bi1=constant,bi2=he_uniform,bi3=ones,epochs=24,ki1=random_uniform,ki2=he_normal,ki3=truncated_normal,layer1=2,layer2=2,loss=mean_squared_logarithmic_error,lr=6.5343,optimizer=adagrad,unit1=20,unit2=10",mean_squared_logarithmic_error,512.0,adagrad,6.53434398379539,random_uniform,he_normal,truncated_normal,constant,he_uniform,ones,elu,linear,softplus,24.0,20.0,10.0,2.0,2.0
c49e7_00012,0.34687501192092896,0.29374998807907104,7.424445390701294,True,,,1.0,dd08a7ad53a840bab95e335ff4c8871f,2022-09-08_10-01-10,1662631270.0,7.424445390701294,34479.0,83e87206dee1,172.17.0.3,7.424445390701294,0.0,1.0,0.005872011184692383,"12_act1=softmax,act2=hard_sigmoid,act3=softmax,batch_size=128,bi1=he_uniform,bi2=lecun_uniform,bi3=glorot_normal,epochs=9,ki1=orthogonal,ki2=ones,ki3=zeros,layer1=0,layer2=2,loss=squared_hinge,lr=8.6693,optimizer=sgd,unit1=20,unit2=40",squared_hinge,128.0,sgd,8.669252470771912,orthogonal,ones,zeros,he_uniform,lecun_uniform,glorot_normal,softmax,hard_sigmoid,softmax,9.0,20.0,40.0,0.0,2.0
