parent_node_id	current_node_id	parent_accs	current_node_accs	parent_node_param_string	current_node_param_string	is_gt
0	65	[0.52, 0.51, 0.51, 0.49, 0.5, 0.55, 0.51, 0.52, 0.51, 0.52]	[0.58, 0.59, 0.6, 0.59, 0.6, 0.6, 0.62, 0.61, 0.6, 0.58]	act1=relu,act2=relu,act3=relu,act4=relu,act5=relu,act6=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,bi5=zeros,bi6=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,ki5=glorot_uniform,ki6=glorot_uniform,layer1=1,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=256,unit2=128	act1=relu,act2=relu,act3=relu,act4=relu,act5=relu,act6=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,bi5=zeros,bi6=zeros,epochs=2,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,ki5=glorot_uniform,ki6=glorot_uniform,layer1=1,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=256,unit2=128	False
0	61	[0.52, 0.51, 0.51, 0.49, 0.5, 0.55, 0.51, 0.52, 0.51, 0.52]	[0.5, 0.55, 0.56, 0.55, 0.55, 0.56, 0.54, 0.54, 0.54, 0.53]	act1=relu,act2=relu,act3=relu,act4=relu,act5=relu,act6=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,bi5=zeros,bi6=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,ki5=glorot_uniform,ki6=glorot_uniform,layer1=1,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=256,unit2=128	act1=relu,act2=relu,act3=relu,act4=relu,act5=relu,act6=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,bi5=zeros,bi6=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,ki5=glorot_uniform,ki6=glorot_uniform,layer1=1,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=256,unit2=128	False
0	60	[0.52, 0.51, 0.51, 0.49, 0.5, 0.55, 0.51, 0.52, 0.51, 0.52]	[0.54, 0.53, 0.54, 0.54, 0.52, 0.54, 0.56, 0.56, 0.53, 0.55]	act1=relu,act2=relu,act3=relu,act4=relu,act5=relu,act6=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,bi5=zeros,bi6=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,ki5=glorot_uniform,ki6=glorot_uniform,layer1=1,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=256,unit2=128	act1=relu,act2=relu,act3=relu,act4=relu,act5=relu,act6=softmax,batch_size=16,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,bi5=zeros,bi6=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,ki5=glorot_uniform,ki6=glorot_uniform,layer1=1,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=256,unit2=128	False
0	19	[0.52, 0.51, 0.51, 0.49, 0.5, 0.55, 0.51, 0.52, 0.51, 0.52]	[0.52, 0.53, 0.52, 0.56, 0.54, 0.54, 0.53, 0.53, 0.54, 0.55]	act1=relu,act2=relu,act3=relu,act4=relu,act5=relu,act6=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,bi5=zeros,bi6=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,ki5=glorot_uniform,ki6=glorot_uniform,layer1=1,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=256,unit2=128	act1=relu,act2=relu,act3=relu,act4=relu,act5=relu,act6=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,bi5=zeros,bi6=zeros,epochs=1,ki1=he_normal,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,ki5=glorot_uniform,ki6=glorot_uniform,layer1=1,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=256,unit2=128	False
0	56	[0.52, 0.51, 0.51, 0.49, 0.5, 0.55, 0.51, 0.52, 0.51, 0.52]	[0.52, 0.53, 0.54, 0.56, 0.5, 0.55, 0.56, 0.51, 0.52, 0.55]	act1=relu,act2=relu,act3=relu,act4=relu,act5=relu,act6=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,bi5=zeros,bi6=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,ki5=glorot_uniform,ki6=glorot_uniform,layer1=1,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=256,unit2=128	act1=relu,act2=relu,act3=relu,act4=relu,act5=relu,act6=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,bi5=zeros,bi6=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,ki5=glorot_uniform,ki6=glorot_uniform,layer1=1,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=nadam,unit1=256,unit2=128	False
65	150	[0.58, 0.59, 0.6, 0.59, 0.6, 0.6, 0.62, 0.61, 0.6, 0.58]	[0.66, 0.66, 0.67, 0.66, 0.66, 0.69, 0.66, 0.67, 0.67, 0.65]	act1=relu,act2=relu,act3=relu,act4=relu,act5=relu,act6=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,bi5=zeros,bi6=zeros,epochs=2,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,ki5=glorot_uniform,ki6=glorot_uniform,layer1=1,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=256,unit2=128	act1=relu,act2=relu,act3=relu,act4=relu,act5=relu,act6=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,bi5=zeros,bi6=zeros,epochs=4,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,ki5=glorot_uniform,ki6=glorot_uniform,layer1=1,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=256,unit2=128	False
65	141	[0.58, 0.59, 0.6, 0.59, 0.6, 0.6, 0.62, 0.61, 0.6, 0.58]	[0.65, 0.6, 0.63, 0.62, 0.63, 0.62, 0.63, 0.64, 0.63, 0.62]	act1=relu,act2=relu,act3=relu,act4=relu,act5=relu,act6=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,bi5=zeros,bi6=zeros,epochs=2,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,ki5=glorot_uniform,ki6=glorot_uniform,layer1=1,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=256,unit2=128	act1=relu,act2=relu,act3=relu,act4=relu,act5=relu,act6=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,bi5=zeros,bi6=zeros,epochs=2,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,ki5=glorot_uniform,ki6=glorot_uniform,layer1=1,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=nadam,unit1=256,unit2=128	False
65	145	[0.58, 0.59, 0.6, 0.59, 0.6, 0.6, 0.62, 0.61, 0.6, 0.58]	[0.61, 0.62, 0.62, 0.62, 0.61, 0.62, 0.6, 0.64, 0.61, 0.6]	act1=relu,act2=relu,act3=relu,act4=relu,act5=relu,act6=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,bi5=zeros,bi6=zeros,epochs=2,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,ki5=glorot_uniform,ki6=glorot_uniform,layer1=1,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=256,unit2=128	act1=relu,act2=relu,act3=relu,act4=relu,act5=relu,act6=softmax,batch_size=16,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,bi5=zeros,bi6=zeros,epochs=2,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,ki5=glorot_uniform,ki6=glorot_uniform,layer1=1,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=256,unit2=128	False
65	146	[0.58, 0.59, 0.6, 0.59, 0.6, 0.6, 0.62, 0.61, 0.6, 0.58]	[0.63, 0.58, 0.59, 0.59, 0.64, 0.62, 0.62, 0.62, 0.6, 0.58]	act1=relu,act2=relu,act3=relu,act4=relu,act5=relu,act6=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,bi5=zeros,bi6=zeros,epochs=2,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,ki5=glorot_uniform,ki6=glorot_uniform,layer1=1,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=256,unit2=128	act1=relu,act2=relu,act3=relu,act4=relu,act5=relu,act6=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,bi5=zeros,bi6=zeros,epochs=2,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,ki5=glorot_uniform,ki6=glorot_uniform,layer1=1,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=256,unit2=128	False
65	163	[0.58, 0.59, 0.6, 0.59, 0.6, 0.6, 0.62, 0.61, 0.6, 0.58]	[0.62, 0.6, 0.6, 0.58, 0.6, 0.61, 0.61, 0.61, 0.59, 0.63]	act1=relu,act2=relu,act3=relu,act4=relu,act5=relu,act6=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,bi5=zeros,bi6=zeros,epochs=2,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,ki5=glorot_uniform,ki6=glorot_uniform,layer1=1,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=256,unit2=128	act1=relu,act2=relu,act3=relu,act4=relu,act5=relu,act6=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,bi5=zeros,bi6=zeros,epochs=2,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,ki5=glorot_uniform,ki6=glorot_uniform,layer1=1,layer2=1,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=512,unit2=128	False
