parent_node_id	current_node_id	parent_accs	current_node_accs	parent_node_param_string	current_node_param_string	is_gt
0	27	[0.64, 0.45, 0.54, 0.46, 0.67, 0.45, 0.45, 0.61, 0.45, 0.62]	[0.67, 0.67, 0.67, 0.67, 0.67, 0.69, 0.67, 0.7, 0.67, 0.67]	act1=relu,act2=relu,act3=relu,act4=sigmoid,batch_size=1,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,layer3=1,loss=binary_crossentropy,lr=0.001,optimizer=rmsprop,unit2=400,unit3=100	act1=softmax,act2=relu,act3=relu,act4=sigmoid,batch_size=1,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,layer3=1,loss=binary_crossentropy,lr=0.001,optimizer=rmsprop,unit2=400,unit3=100	False
0	58	[0.64, 0.45, 0.54, 0.46, 0.67, 0.45, 0.45, 0.61, 0.45, 0.62]	[0.68, 0.68, 0.67, 0.67, 0.68, 0.68, 0.67, 0.67, 0.67, 0.68]	act1=relu,act2=relu,act3=relu,act4=sigmoid,batch_size=1,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,layer3=1,loss=binary_crossentropy,lr=0.001,optimizer=rmsprop,unit2=400,unit3=100	act1=relu,act2=relu,act3=relu,act4=sigmoid,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,layer3=1,loss=binary_crossentropy,lr=0.001,optimizer=rmsprop,unit2=400,unit3=100	False
0	40	[0.64, 0.45, 0.54, 0.46, 0.67, 0.45, 0.45, 0.61, 0.45, 0.62]	[0.68, 0.67, 0.67, 0.66, 0.67, 0.67, 0.68, 0.68, 0.68, 0.67]	act1=relu,act2=relu,act3=relu,act4=sigmoid,batch_size=1,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,layer3=1,loss=binary_crossentropy,lr=0.001,optimizer=rmsprop,unit2=400,unit3=100	act1=relu,act2=relu,act3=relu,act4=sigmoid,batch_size=1,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,layer3=2,loss=binary_crossentropy,lr=0.001,optimizer=rmsprop,unit2=400,unit3=100	False
0	1	[0.64, 0.45, 0.54, 0.46, 0.67, 0.45, 0.45, 0.61, 0.45, 0.62]	[0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.68]	act1=relu,act2=relu,act3=relu,act4=sigmoid,batch_size=1,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,layer3=1,loss=binary_crossentropy,lr=0.001,optimizer=rmsprop,unit2=400,unit3=100	act1=relu,act2=relu,act3=relu,act4=sigmoid,batch_size=1,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=1,ki1=he_normal,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,layer3=1,loss=binary_crossentropy,lr=0.001,optimizer=rmsprop,unit2=400,unit3=100	False
0	41	[0.64, 0.45, 0.54, 0.46, 0.67, 0.45, 0.45, 0.61, 0.45, 0.62]	[0.68, 0.67, 0.64, 0.68, 0.67, 0.68, 0.67, 0.68, 0.67, 0.67]	act1=relu,act2=relu,act3=relu,act4=sigmoid,batch_size=1,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,layer3=1,loss=binary_crossentropy,lr=0.001,optimizer=rmsprop,unit2=400,unit3=100	act1=relu,act2=relu,act3=relu,act4=sigmoid,batch_size=1,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,layer3=1,loss=binary_crossentropy,lr=0.001,optimizer=rmsprop,unit2=800,unit3=100	False
1	270	[0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.68]	[0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.68, 0.67, 0.68]	act1=relu,act2=relu,act3=relu,act4=sigmoid,batch_size=1,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=1,ki1=he_normal,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,layer3=1,loss=binary_crossentropy,lr=0.001,optimizer=rmsprop,unit2=400,unit3=100	act1=relu,act2=relu,act3=relu,act4=sigmoid,batch_size=1,bi1=random_normal,bi2=zeros,bi3=zeros,bi4=zeros,epochs=1,ki1=he_normal,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,layer3=1,loss=binary_crossentropy,lr=0.001,optimizer=rmsprop,unit2=400,unit3=100	False
1	284	[0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.68]	[0.68, 0.68, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67]	act1=relu,act2=relu,act3=relu,act4=sigmoid,batch_size=1,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=1,ki1=he_normal,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,layer3=1,loss=binary_crossentropy,lr=0.001,optimizer=rmsprop,unit2=400,unit3=100	act1=relu,act2=softmax,act3=relu,act4=sigmoid,batch_size=1,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=1,ki1=he_normal,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,layer3=1,loss=binary_crossentropy,lr=0.001,optimizer=rmsprop,unit2=400,unit3=100	False
41	373	[0.68, 0.67, 0.64, 0.68, 0.67, 0.68, 0.67, 0.68, 0.67, 0.67]	[0.67, 0.67, 0.67, 0.67, 0.68, 0.67, 0.67, 0.68, 0.68, 0.67]	act1=relu,act2=relu,act3=relu,act4=sigmoid,batch_size=1,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,layer3=1,loss=binary_crossentropy,lr=0.001,optimizer=rmsprop,unit2=800,unit3=100	act1=relu,act2=relu,act3=relu,act4=sigmoid,batch_size=16,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,layer3=1,loss=binary_crossentropy,lr=0.001,optimizer=rmsprop,unit2=800,unit3=100	False
41	326	[0.68, 0.67, 0.64, 0.68, 0.67, 0.68, 0.67, 0.68, 0.67, 0.67]	[0.67, 0.68, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.67, 0.68]	act1=relu,act2=relu,act3=relu,act4=sigmoid,batch_size=1,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,layer3=1,loss=binary_crossentropy,lr=0.001,optimizer=rmsprop,unit2=800,unit3=100	act1=relu,act2=relu,act3=relu,act4=sigmoid,batch_size=1,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=he_normal,ki4=glorot_uniform,layer2=1,layer3=1,loss=binary_crossentropy,lr=0.001,optimizer=rmsprop,unit2=800,unit3=100	False
41	328	[0.68, 0.67, 0.64, 0.68, 0.67, 0.68, 0.67, 0.68, 0.67, 0.67]	[0.68, 0.67, 0.67, 0.67, 0.67, 0.68, 0.67, 0.67, 0.67, 0.67]	act1=relu,act2=relu,act3=relu,act4=sigmoid,batch_size=1,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer2=1,layer3=1,loss=binary_crossentropy,lr=0.001,optimizer=rmsprop,unit2=800,unit3=100	act1=relu,act2=relu,act3=relu,act4=sigmoid,batch_size=1,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=1,ki1=glorot_uniform,ki2=glorot_uniform,ki3=random_normal,ki4=glorot_uniform,layer2=1,layer3=1,loss=binary_crossentropy,lr=0.001,optimizer=rmsprop,unit2=800,unit3=100	False
