parent_node_id	current_node_id	parent_accs	current_node_accs	parent_node_param_string	current_node_param_string	is_gt
0	55	[0.66, 0.66, 0.65, 0.66, 0.63, 0.66, 0.65, 0.66, 0.65, 0.66]	[0.7, 0.73, 0.73, 0.72, 0.72, 0.74, 0.71, 0.72, 0.74, 0.73]	act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=1000,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=5,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit3=1024	act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=5,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit3=1024	False
0	56	[0.66, 0.66, 0.65, 0.66, 0.63, 0.66, 0.65, 0.66, 0.65, 0.66]	[0.71, 0.72, 0.73, 0.72, 0.71, 0.74, 0.72, 0.69, 0.71, 0.72]	act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=1000,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=5,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit3=1024	act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=128,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=5,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit3=1024	False
0	54	[0.66, 0.66, 0.65, 0.66, 0.63, 0.66, 0.65, 0.66, 0.65, 0.66]	[0.72, 0.73, 0.7, 0.7, 0.71, 0.72, 0.71, 0.69, 0.73, 0.71]	act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=1000,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=5,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit3=1024	act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=32,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=5,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit3=1024	False
0	64	[0.66, 0.66, 0.65, 0.66, 0.63, 0.66, 0.65, 0.66, 0.65, 0.66]	[0.71, 0.71, 0.71, 0.72, 0.71, 0.71, 0.71, 0.71, 0.71, 0.7]	act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=1000,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=5,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit3=1024	act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=1000,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit3=1024	False
0	57	[0.66, 0.66, 0.65, 0.66, 0.63, 0.66, 0.65, 0.66, 0.65, 0.66]	[0.71, 0.7, 0.73, 0.7, 0.7, 0.7, 0.71, 0.68, 0.71, 0.71]	act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=1000,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=5,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit3=1024	act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=256,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=5,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit3=1024	False
55	123	[0.7, 0.73, 0.73, 0.72, 0.72, 0.74, 0.71, 0.72, 0.74, 0.73]	[0.73, 0.73, 0.73, 0.74, 0.75, 0.73, 0.73, 0.72, 0.74, 0.75]	act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=5,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit3=1024	act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=10,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit3=1024	False
55	115	[0.7, 0.73, 0.73, 0.72, 0.72, 0.74, 0.71, 0.72, 0.74, 0.73]	[0.73, 0.75, 0.73, 0.72, 0.72, 0.71, 0.73, 0.74, 0.74, 0.73]	act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=5,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit3=1024	act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=5,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=binary_crossentropy,lr=0.001,optimizer=adam,unit3=1024	False
55	69	[0.7, 0.73, 0.73, 0.72, 0.72, 0.74, 0.71, 0.72, 0.74, 0.73]	[0.73, 0.73, 0.72, 0.73, 0.73, 0.74, 0.72, 0.73, 0.73, 0.73]	act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=5,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit3=1024	act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=5,ki1=glorot_uniform,ki2=he_normal,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit3=1024	False
55	119	[0.7, 0.73, 0.73, 0.72, 0.72, 0.74, 0.71, 0.72, 0.74, 0.73]	[0.75, 0.71, 0.73, 0.73, 0.69, 0.75, 0.72, 0.73, 0.74, 0.74]	act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=5,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit3=1024	act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=5,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=categorical_crossentropy,lr=0.001,optimizer=nadam,unit3=1024	False
55	117	[0.7, 0.73, 0.73, 0.72, 0.72, 0.74, 0.71, 0.72, 0.74, 0.73]	[0.72, 0.72, 0.74, 0.72, 0.73, 0.72, 0.73, 0.72, 0.73, 0.72]	act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=5,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=categorical_crossentropy,lr=0.001,optimizer=adam,unit3=1024	act1=relu,act2=relu,act3=relu,act4=softmax,batch_size=64,bi1=zeros,bi2=zeros,bi3=zeros,bi4=zeros,epochs=5,ki1=glorot_uniform,ki2=glorot_uniform,ki3=glorot_uniform,ki4=glorot_uniform,layer3=1,loss=poisson,lr=0.001,optimizer=adam,unit3=1024	False
